name,capacity_kw,distance_m,flow_rate_m^3/s,diameter_mm,final_diameter_mm
Air-to-air heat pump,125.5158601452034,,,,
Geothermal heat supply,7160.313356691138,,,,
HQ to LQ heat conversion substation,6290.911998053427,,,,
Heat transmission main_DN375,7160.313356691138,69.33570375591154,0.06835621342903235,374.6693898888441,375.0
Heat transmission main_DN375,7155.751067384,154.82801488885883,0.06831265935450119,374.5500080659658,375.0
Heat transmission main_DN375,7145.563384004313,237.0817192109121,0.06821540223393138,374.28328861425007,375.0
Heat transmission main_DN375,7129.963406880235,481.7624435399594,0.06806647643799747,373.874503422072,375.0
Heat transmission main_DN375,7098.263438095306,136.64368094726734,0.06776385143766402,373.04245056802097,375.0
Heat transmission main_DN375,7089.272283888976,189.98281345411667,0.06767801702996636,372.80611494667545,375.0
Heat transmission main_DN375,7076.771414763695,82.33167654509468,0.0675586769905842,372.4772760646188,375.0
Heat transmission main_DN375,7071.353990447028,1.9063235198941504,0.06750695933600981,372.33467899154374,375.0
LQ heat distribution main_DN100,486.5350573748542,4.453879547518549,0.004644726084724145,97.66507056734937,100.0
LQ heat distribution main_DN100,486.30345563838324,4.460392022171053,0.00464251508962657,97.64182240457986,100.0
LQ heat distribution main_DN100,486.07151525323036,4.453877281152772,0.004640300861606017,97.61853469951147,100.0
LQ heat distribution main_DN100,485.8399136346104,4.417292799843074,0.0046380898676335125,97.59527546327415,100.0
LQ heat distribution main_DN100,485.61021440901857,4.4238165166152275,0.004635897034930965,97.57220180374115,100.0
LQ heat distribution main_DN100,485.3801759501546,4.417290599928839,0.004633700963724626,97.54908859787886,100.0
LQ heat distribution main_DN100,485.1504768389583,4.423814311936087,0.00463150813211416,97.52600402250242,100.0
LQ heat distribution main_DN100,484.9204384947376,4.12814617366532,0.004629312062002268,97.50287987691213,100.0
LQ heat distribution main_DN100,484.705774893707,4.131577680790134,0.004627262767481689,97.48129629896384,100.0
LQ heat distribution main_DN100,484.49093285430587,4.271009029933393,0.00462521176949218,97.45968999384657,100.0
LQ heat distribution main_DN100,484.26884038474935,4.259266162817925,0.004623091554985674,97.43734948871187,100.0
LQ heat distribution main_DN100,484.0473585442828,4.271009045330925,0.004620977169873822,97.41506530506398,100.0
LQ heat distribution main_DN100,483.8252660739256,4.941211493348401,0.004618856955359672,97.39271456357957,100.0
LQ heat distribution main_DN100,483.5683230762715,4.941211608710278,0.004616404038914286,97.36685016473152,100.0
LQ heat distribution main_DN100,483.3113800726186,4.941211725838737,0.004613951122411634,97.34097889286951,100.0
LQ heat distribution main_DN100,483.05443706287497,4.941211841906159,0.004611498205850835,97.31510074250268,100.0
LQ heat distribution main_DN100,482.7974940470958,4.952161577939521,0.004609045289232418,97.28921570814775,100.0
LQ heat distribution main_DN100,482.539981645043,4.941212076842961,0.004606586936945518,97.26326640070552,100.0
LQ heat distribution main_DN100,482.28303861704717,4.941212193266584,0.004604134020210474,97.23736756657988,100.0
LQ heat distribution main_DN100,482.0260955829973,4.941212308978434,0.004601681103417635,97.2114618319415,100.0
LQ heat distribution main_DN100,481.76915254293044,4.952162043843632,0.004599228186567355,97.18554919127594,100.0
LQ heat distribution main_DN100,481.5116401166506,4.941212542149279,0.0045967698340491706,97.15957219421594,100.0
LQ heat distribution main_DN100,481.2546970644588,4.941212659275012,0.004594316917083139,97.13364570956989,100.0
LQ heat distribution main_DN100,480.99775400617654,4.941212775697955,0.004591864000058964,97.10771230227819,100.0
LQ heat distribution main_DN100,480.74081094184027,4.9412128917660345,0.004589411082976996,97.08177196679678,100.0
LQ heat distribution main_DN100,480.4838678714684,4.437361510378081,0.0045869581658374075,97.05582469757238,100.0
LQ heat distribution main_DN100,480.25312507292875,4.426341161201599,0.004584755370624618,97.03251733656744,100.0
LQ heat distribution main_DN100,480.02295533254625,4.426341207853104,0.004582558046134093,97.00926228128134,100.0
LQ heat distribution main_DN100,479.7927855897379,4.300184255450085,0.00458036072162041,96.98600164971259,100.0
LQ heat distribution main_DN100,479.56917600845446,4.860227205582541,0.004578226023947059,96.96339863515036,100.0
LQ heat distribution main_DN100,479.3164441937642,4.849248803237536,0.004575813309725673,96.93784552791492,100.0
LQ heat distribution main_DN100,479.06428325599586,4.849248892499782,0.004573406045403302,96.91234342583842,100.0
LQ heat distribution main_DN100,478.81212231358586,4.848135077257599,0.004570998781036619,96.88683461074781,100.0
LQ heat distribution main_DN100,478.56001928956846,4.860227559315013,0.004568592069590152,96.86132493919767,100.0
LQ heat distribution main_DN100,478.30728745648406,4.849249158136665,0.004566179355193165,96.83574489480132,100.0
LQ heat distribution main_DN100,478.05512650026094,4.849249247752414,0.004563772090694615,96.81021589513676,100.0
LQ heat distribution main_DN100,477.8029655393778,4.849249334184835,0.004561364826151578,96.78468016118863,100.0
LQ heat distribution main_DN100,477.5508045740002,4.849249423447755,0.004558957561565634,96.75913768764197,100.0
LQ heat distribution main_DN100,477.2986436039809,4.860228001927274,0.0045565502969353786,96.73358846914311,100.0
LQ heat distribution main_DN100,477.04591174788067,4.849249600530742,0.00455413758231867,96.70797463508639,100.0
