techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_to,link_from
LQHtransmission328_to_LQHtransmission89_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission89,LQHtransmission328
LQHtransmission89_to_LQHtransmission758_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission758,LQHtransmission89
LQHtransmission555_to_LQHtransmission195_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission195,LQHtransmission555
LQHtransmission195_to_LQHtransmission770_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission770,LQHtransmission195
LQHtransmission770_to_LQHtransmission249_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission249,LQHtransmission770
LQHtransmission249_to_LQHtransmission534_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission534,LQHtransmission249
LQHtransmission534_to_LQHtransmission497_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission497,LQHtransmission534
LQHtransmission497_to_LQHtransmission823_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission823,LQHtransmission497
LQHtransmission823_to_LQHtransmission280_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission280,LQHtransmission823
LQHtransmission280_to_LQHtransmission386_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission386,LQHtransmission280
LQHtransmission386_to_LQHtransmission710_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission710,LQHtransmission386
LQHtransmission710_to_LQHtransmission132_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission132,LQHtransmission710
LQHtransmission132_to_LQHtransmission604_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission604,LQHtransmission132
LQHtransmission604_to_LQHtransmission292_heat,#823740,LQ heat distribution main,transmission,100000,1,20,LQHtransmission292,LQHtransmission604
