techs,carrier_in,carrier_out
TH40_TH39_interp_8_to_TH40_TH39_interp_9,1,1
TH40_TH39_interp_9_to_TH40_TH39_interp_10,1,1
TH40_TH39_interp_10_to_TH39,1,1
TH41_to_TH41_TH40_interp_1,1,1
TH41_TH40_interp_1_to_TH41_TH40_interp_2,1,1
TH41_TH40_interp_2_to_TH41_TH40_interp_3,1,1
TH41_TH40_interp_3_to_TH41_TH40_interp_4,1,1
TH41_TH40_interp_4_to_TH41_TH40_interp_5,1,1
TH41_TH40_interp_5_to_TH41_TH40_interp_6,1,1
TH41_TH40_interp_6_to_TH41_TH40_interp_7,1,1
TH41_TH40_interp_7_to_TH41_TH40_interp_8,1,1
TH41_TH40_interp_8_to_TH41_TH40_interp_9,1,1
TH41_TH40_interp_9_to_TH41_TH40_interp_10,1,1
TH41_TH40_interp_10_to_TH40,1,1
TH42_to_TH42_TH41_interp_1,1,1
TH42_TH41_interp_1_to_TH42_TH41_interp_2,1,1
TH42_TH41_interp_2_to_TH42_TH41_interp_3,1,1
TH42_TH41_interp_3_to_TH42_TH41_interp_4,1,1
TH42_TH41_interp_4_to_TH42_TH41_interp_5,1,1
TH42_TH41_interp_5_to_TH42_TH41_interp_6,1,1
TH42_TH41_interp_6_to_TH42_TH41_interp_7,1,1
TH42_TH41_interp_7_to_TH42_TH41_interp_8,1,1
TH42_TH41_interp_8_to_TH42_TH41_interp_9,1,1
TH42_TH41_interp_9_to_TH42_TH41_interp_10,1,1
TH42_TH41_interp_10_to_TH41,1,1
TH29_to_TH29_TH42_interp_1,1,1
TH29_TH42_interp_1_to_TH29_TH42_interp_2,1,1
TH29_TH42_interp_2_to_TH29_TH42_interp_3,1,1
TH29_TH42_interp_3_to_TH29_TH42_interp_4,1,1
TH29_TH42_interp_4_to_TH29_TH42_interp_5,1,1
TH29_TH42_interp_5_to_TH29_TH42_interp_6,1,1
TH29_TH42_interp_6_to_TH29_TH42_interp_7,1,1
TH29_TH42_interp_7_to_TH29_TH42_interp_8,1,1
TH29_TH42_interp_8_to_TH29_TH42_interp_9,1,1
TH29_TH42_interp_9_to_TH29_TH42_interp_10,1,1
TH29_TH42_interp_10_to_TH42,1,1
TH33_to_TH33_TH42_interp_1,1,1
TH33_TH42_interp_1_to_TH33_TH42_interp_2,1,1
TH33_TH42_interp_2_to_TH33_TH42_interp_3,1,1
TH33_TH42_interp_3_to_TH33_TH42_interp_4,1,1
TH33_TH42_interp_4_to_TH33_TH42_interp_5,1,1
TH33_TH42_interp_5_to_TH33_TH42_interp_6,1,1
TH33_TH42_interp_6_to_TH33_TH42_interp_7,1,1
TH33_TH42_interp_7_to_TH33_TH42_interp_8,1,1
TH33_TH42_interp_8_to_TH33_TH42_interp_9,1,1
TH33_TH42_interp_9_to_TH33_TH42_interp_10,1,1
TH33_TH42_interp_10_to_TH42,1,1
TH43_to_TH43_TH13_interp_1,1,1
TH43_TH13_interp_1_to_TH43_TH13_interp_2,1,1
TH43_TH13_interp_2_to_TH43_TH13_interp_3,1,1
TH43_TH13_interp_3_to_TH43_TH13_interp_4,1,1
TH43_TH13_interp_4_to_TH43_TH13_interp_5,1,1
TH43_TH13_interp_5_to_TH43_TH13_interp_6,1,1
TH43_TH13_interp_6_to_TH43_TH13_interp_7,1,1
TH43_TH13_interp_7_to_TH43_TH13_interp_8,1,1
TH43_TH13_interp_8_to_TH43_TH13_interp_9,1,1
TH43_TH13_interp_9_to_TH43_TH13_interp_10,1,1
TH43_TH13_interp_10_to_TH13,1,1
TH44_to_TH44_TH43_interp_1,1,1
TH44_TH43_interp_1_to_TH44_TH43_interp_2,1,1
TH44_TH43_interp_2_to_TH44_TH43_interp_3,1,1
TH44_TH43_interp_3_to_TH44_TH43_interp_4,1,1
TH44_TH43_interp_4_to_TH44_TH43_interp_5,1,1
TH44_TH43_interp_5_to_TH44_TH43_interp_6,1,1
TH44_TH43_interp_6_to_TH44_TH43_interp_7,1,1
TH44_TH43_interp_7_to_TH44_TH43_interp_8,1,1
TH44_TH43_interp_8_to_TH44_TH43_interp_9,1,1
TH44_TH43_interp_9_to_TH44_TH43_interp_10,1,1
TH44_TH43_interp_10_to_TH43,1,1
TH45_to_TH45_TH44_interp_1,1,1
TH45_TH44_interp_1_to_TH45_TH44_interp_2,1,1
TH45_TH44_interp_2_to_TH45_TH44_interp_3,1,1
TH45_TH44_interp_3_to_TH45_TH44_interp_4,1,1
TH45_TH44_interp_4_to_TH45_TH44_interp_5,1,1
TH45_TH44_interp_5_to_TH45_TH44_interp_6,1,1
TH45_TH44_interp_6_to_TH45_TH44_interp_7,1,1
TH45_TH44_interp_7_to_TH45_TH44_interp_8,1,1
TH45_TH44_interp_8_to_TH45_TH44_interp_9,1,1
TH45_TH44_interp_9_to_TH45_TH44_interp_10,1,1
TH45_TH44_interp_10_to_TH44,1,1
TH46_to_TH46_TH45_interp_1,1,1
TH46_TH45_interp_1_to_TH46_TH45_interp_2,1,1
TH46_TH45_interp_2_to_TH46_TH45_interp_3,1,1
TH46_TH45_interp_3_to_TH46_TH45_interp_4,1,1
TH46_TH45_interp_4_to_TH46_TH45_interp_5,1,1
TH46_TH45_interp_5_to_TH46_TH45_interp_6,1,1
TH46_TH45_interp_6_to_TH46_TH45_interp_7,1,1
TH46_TH45_interp_7_to_TH46_TH45_interp_8,1,1
TH46_TH45_interp_8_to_TH46_TH45_interp_9,1,1
TH46_TH45_interp_9_to_TH46_TH45_interp_10,1,1
TH46_TH45_interp_10_to_TH45,1,1
TH47_to_TH47_TH46_interp_1,1,1
TH47_TH46_interp_1_to_TH47_TH46_interp_2,1,1
TH47_TH46_interp_2_to_TH47_TH46_interp_3,1,1
TH47_TH46_interp_3_to_TH47_TH46_interp_4,1,1
TH47_TH46_interp_4_to_TH47_TH46_interp_5,1,1
TH47_TH46_interp_5_to_TH47_TH46_interp_6,1,1
TH47_TH46_interp_6_to_TH47_TH46_interp_7,1,1
TH47_TH46_interp_7_to_TH47_TH46_interp_8,1,1
TH47_TH46_interp_8_to_TH47_TH46_interp_9,1,1
TH47_TH46_interp_9_to_TH47_TH46_interp_10,1,1
TH47_TH46_interp_10_to_TH46,1,1
TH48_to_TH48_TH47_interp_1,1,1
TH48_TH47_interp_1_to_TH48_TH47_interp_2,1,1
TH48_TH47_interp_2_to_TH48_TH47_interp_3,1,1
TH48_TH47_interp_3_to_TH48_TH47_interp_4,1,1
TH48_TH47_interp_4_to_TH48_TH47_interp_5,1,1
TH48_TH47_interp_5_to_TH48_TH47_interp_6,1,1
TH48_TH47_interp_6_to_TH48_TH47_interp_7,1,1
TH48_TH47_interp_7_to_TH48_TH47_interp_8,1,1
TH48_TH47_interp_8_to_TH48_TH47_interp_9,1,1
TH48_TH47_interp_9_to_TH48_TH47_interp_10,1,1
TH48_TH47_interp_10_to_TH47,1,1
TH49_to_TH49_TH48_interp_1,1,1
TH49_TH48_interp_1_to_TH49_TH48_interp_2,1,1
TH49_TH48_interp_2_to_TH49_TH48_interp_3,1,1
TH49_TH48_interp_3_to_TH49_TH48_interp_4,1,1
TH49_TH48_interp_4_to_TH49_TH48_interp_5,1,1
TH49_TH48_interp_5_to_TH49_TH48_interp_6,1,1
TH49_TH48_interp_6_to_TH49_TH48_interp_7,1,1
TH49_TH48_interp_7_to_TH49_TH48_interp_8,1,1
TH49_TH48_interp_8_to_TH49_TH48_interp_9,1,1
TH49_TH48_interp_9_to_TH49_TH48_interp_10,1,1
TH49_TH48_interp_10_to_TH48,1,1
TH50_to_TH50_TH49_interp_1,1,1
TH50_TH49_interp_1_to_TH50_TH49_interp_2,1,1
TH50_TH49_interp_2_to_TH50_TH49_interp_3,1,1
TH50_TH49_interp_3_to_TH50_TH49_interp_4,1,1
TH50_TH49_interp_4_to_TH50_TH49_interp_5,1,1
TH50_TH49_interp_5_to_TH50_TH49_interp_6,1,1
TH50_TH49_interp_6_to_TH50_TH49_interp_7,1,1
TH50_TH49_interp_7_to_TH50_TH49_interp_8,1,1
TH50_TH49_interp_8_to_TH50_TH49_interp_9,1,1
TH50_TH49_interp_9_to_TH50_TH49_interp_10,1,1
TH50_TH49_interp_10_to_TH49,1,1
TH51_to_TH51_TH50_interp_1,1,1
TH51_TH50_interp_1_to_TH51_TH50_interp_2,1,1
TH51_TH50_interp_2_to_TH51_TH50_interp_3,1,1
TH51_TH50_interp_3_to_TH51_TH50_interp_4,1,1
TH51_TH50_interp_4_to_TH51_TH50_interp_5,1,1
TH51_TH50_interp_5_to_TH51_TH50_interp_6,1,1
TH51_TH50_interp_6_to_TH51_TH50_interp_7,1,1
TH51_TH50_interp_7_to_TH51_TH50_interp_8,1,1
TH51_TH50_interp_8_to_TH51_TH50_interp_9,1,1
TH51_TH50_interp_9_to_TH51_TH50_interp_10,1,1
TH51_TH50_interp_10_to_TH50,1,1
TH52_to_TH52_TH51_interp_1,1,1
TH52_TH51_interp_1_to_TH52_TH51_interp_2,1,1
TH52_TH51_interp_2_to_TH52_TH51_interp_3,1,1
TH52_TH51_interp_3_to_TH52_TH51_interp_4,1,1
TH52_TH51_interp_4_to_TH52_TH51_interp_5,1,1
TH52_TH51_interp_5_to_TH52_TH51_interp_6,1,1
TH52_TH51_interp_6_to_TH52_TH51_interp_7,1,1
TH52_TH51_interp_7_to_TH52_TH51_interp_8,1,1
TH52_TH51_interp_8_to_TH52_TH51_interp_9,1,1
TH52_TH51_interp_9_to_TH52_TH51_interp_10,1,1
TH52_TH51_interp_10_to_TH51,1,1
TH53_to_TH53_TH52_interp_1,1,1
TH53_TH52_interp_1_to_TH53_TH52_interp_2,1,1
TH53_TH52_interp_2_to_TH53_TH52_interp_3,1,1
TH53_TH52_interp_3_to_TH53_TH52_interp_4,1,1
TH53_TH52_interp_4_to_TH53_TH52_interp_5,1,1
TH53_TH52_interp_5_to_TH53_TH52_interp_6,1,1
TH53_TH52_interp_6_to_TH53_TH52_interp_7,1,1
TH53_TH52_interp_7_to_TH53_TH52_interp_8,1,1
TH53_TH52_interp_8_to_TH53_TH52_interp_9,1,1
TH53_TH52_interp_9_to_TH53_TH52_interp_10,1,1
TH53_TH52_interp_10_to_TH52,1,1
TH54_to_TH54_TH53_interp_1,1,1
TH54_TH53_interp_1_to_TH54_TH53_interp_2,1,1
TH54_TH53_interp_2_to_TH54_TH53_interp_3,1,1
TH54_TH53_interp_3_to_TH54_TH53_interp_4,1,1
TH54_TH53_interp_4_to_TH54_TH53_interp_5,1,1
TH54_TH53_interp_5_to_TH54_TH53_interp_6,1,1
TH54_TH53_interp_6_to_TH54_TH53_interp_7,1,1
TH54_TH53_interp_7_to_TH54_TH53_interp_8,1,1
TH54_TH53_interp_8_to_TH54_TH53_interp_9,1,1
TH54_TH53_interp_9_to_TH54_TH53_interp_10,1,1
TH54_TH53_interp_10_to_TH53,1,1
TH55_to_TH55_TH54_interp_1,1,1
TH55_TH54_interp_1_to_TH55_TH54_interp_2,1,1
TH55_TH54_interp_2_to_TH55_TH54_interp_3,1,1
TH55_TH54_interp_3_to_TH55_TH54_interp_4,1,1
TH55_TH54_interp_4_to_TH55_TH54_interp_5,1,1
TH55_TH54_interp_5_to_TH55_TH54_interp_6,1,1
TH55_TH54_interp_6_to_TH55_TH54_interp_7,1,1
TH55_TH54_interp_7_to_TH55_TH54_interp_8,1,1
TH55_TH54_interp_8_to_TH55_TH54_interp_9,1,1
TH55_TH54_interp_9_to_TH55_TH54_interp_10,1,1
TH55_TH54_interp_10_to_TH54,1,1
TH56_to_TH56_TH55_interp_1,1,1
TH56_TH55_interp_1_to_TH56_TH55_interp_2,1,1
TH56_TH55_interp_2_to_TH56_TH55_interp_3,1,1
TH56_TH55_interp_3_to_TH56_TH55_interp_4,1,1
TH56_TH55_interp_4_to_TH56_TH55_interp_5,1,1
TH56_TH55_interp_5_to_TH56_TH55_interp_6,1,1
TH56_TH55_interp_6_to_TH56_TH55_interp_7,1,1
TH56_TH55_interp_7_to_TH56_TH55_interp_8,1,1
TH56_TH55_interp_8_to_TH56_TH55_interp_9,1,1
TH56_TH55_interp_9_to_TH56_TH55_interp_10,1,1
TH56_TH55_interp_10_to_TH55,1,1
TH57_to_TH57_TH56_interp_1,1,1
TH57_TH56_interp_1_to_TH57_TH56_interp_2,1,1
TH57_TH56_interp_2_to_TH57_TH56_interp_3,1,1
TH57_TH56_interp_3_to_TH57_TH56_interp_4,1,1
TH57_TH56_interp_4_to_TH57_TH56_interp_5,1,1
TH57_TH56_interp_5_to_TH57_TH56_interp_6,1,1
TH57_TH56_interp_6_to_TH57_TH56_interp_7,1,1
TH57_TH56_interp_7_to_TH57_TH56_interp_8,1,1
TH57_TH56_interp_8_to_TH57_TH56_interp_9,1,1
TH57_TH56_interp_9_to_TH57_TH56_interp_10,1,1
TH57_TH56_interp_10_to_TH56,1,1
TH39_to_TH39_TH57_interp_1,1,1
TH39_TH57_interp_1_to_TH39_TH57_interp_2,1,1
TH39_TH57_interp_2_to_TH39_TH57_interp_3,1,1
TH39_TH57_interp_3_to_TH39_TH57_interp_4,1,1
TH39_TH57_interp_4_to_TH39_TH57_interp_5,1,1
TH39_TH57_interp_5_to_TH39_TH57_interp_6,1,1
TH39_TH57_interp_6_to_TH39_TH57_interp_7,1,1
TH39_TH57_interp_7_to_TH39_TH57_interp_8,1,1
TH39_TH57_interp_8_to_TH39_TH57_interp_9,1,1
TH39_TH57_interp_9_to_TH39_TH57_interp_10,1,1
TH39_TH57_interp_10_to_TH57,1,1
TH58_to_TH58_TH49_interp_1,1,1
TH58_TH49_interp_1_to_TH58_TH49_interp_2,1,1
TH58_TH49_interp_2_to_TH58_TH49_interp_3,1,1
TH58_TH49_interp_3_to_TH58_TH49_interp_4,1,1
TH58_TH49_interp_4_to_TH58_TH49_interp_5,1,1
TH58_TH49_interp_5_to_TH58_TH49_interp_6,1,1
TH58_TH49_interp_6_to_TH58_TH49_interp_7,1,1
TH58_TH49_interp_7_to_TH58_TH49_interp_8,1,1
TH58_TH49_interp_8_to_TH58_TH49_interp_9,1,1
TH58_TH49_interp_9_to_TH58_TH49_interp_10,1,1
TH58_TH49_interp_10_to_TH49,1,1
TH59_to_TH59_TH58_interp_1,1,1
TH59_TH58_interp_1_to_TH59_TH58_interp_2,1,1
TH59_TH58_interp_2_to_TH59_TH58_interp_3,1,1
TH59_TH58_interp_3_to_TH59_TH58_interp_4,1,1
TH59_TH58_interp_4_to_TH59_TH58_interp_5,1,1
TH59_TH58_interp_5_to_TH59_TH58_interp_6,1,1
TH59_TH58_interp_6_to_TH59_TH58_interp_7,1,1
TH59_TH58_interp_7_to_TH59_TH58_interp_8,1,1
TH59_TH58_interp_8_to_TH59_TH58_interp_9,1,1
TH59_TH58_interp_9_to_TH59_TH58_interp_10,1,1
TH59_TH58_interp_10_to_TH58,1,1
TH60_to_TH60_TH59_interp_1,1,1
TH60_TH59_interp_1_to_TH60_TH59_interp_2,1,1
TH60_TH59_interp_2_to_TH60_TH59_interp_3,1,1
TH60_TH59_interp_3_to_TH60_TH59_interp_4,1,1
TH60_TH59_interp_4_to_TH60_TH59_interp_5,1,1
TH60_TH59_interp_5_to_TH60_TH59_interp_6,1,1
TH60_TH59_interp_6_to_TH60_TH59_interp_7,1,1
TH60_TH59_interp_7_to_TH60_TH59_interp_8,1,1
TH60_TH59_interp_8_to_TH60_TH59_interp_9,1,1
TH60_TH59_interp_9_to_TH60_TH59_interp_10,1,1
TH60_TH59_interp_10_to_TH59,1,1
TH61_to_TH61_TH60_interp_1,1,1
TH61_TH60_interp_1_to_TH61_TH60_interp_2,1,1
TH61_TH60_interp_2_to_TH61_TH60_interp_3,1,1
TH61_TH60_interp_3_to_TH61_TH60_interp_4,1,1
TH61_TH60_interp_4_to_TH61_TH60_interp_5,1,1
TH61_TH60_interp_5_to_TH61_TH60_interp_6,1,1
TH61_TH60_interp_6_to_TH61_TH60_interp_7,1,1
TH61_TH60_interp_7_to_TH61_TH60_interp_8,1,1
TH61_TH60_interp_8_to_TH61_TH60_interp_9,1,1
TH61_TH60_interp_9_to_TH61_TH60_interp_10,1,1
TH61_TH60_interp_10_to_TH60,1,1
TH62_to_TH62_TH61_interp_1,1,1
TH62_TH61_interp_1_to_TH62_TH61_interp_2,1,1
TH62_TH61_interp_2_to_TH62_TH61_interp_3,1,1
TH62_TH61_interp_3_to_TH62_TH61_interp_4,1,1
TH62_TH61_interp_4_to_TH62_TH61_interp_5,1,1
TH62_TH61_interp_5_to_TH62_TH61_interp_6,1,1
TH62_TH61_interp_6_to_TH62_TH61_interp_7,1,1
TH62_TH61_interp_7_to_TH62_TH61_interp_8,1,1
TH62_TH61_interp_8_to_TH62_TH61_interp_9,1,1
TH62_TH61_interp_9_to_TH62_TH61_interp_10,1,1
TH62_TH61_interp_10_to_TH61,1,1
TH63_to_TH63_TH62_interp_1,1,1
TH63_TH62_interp_1_to_TH63_TH62_interp_2,1,1
TH63_TH62_interp_2_to_TH63_TH62_interp_3,1,1
TH63_TH62_interp_3_to_TH63_TH62_interp_4,1,1
TH63_TH62_interp_4_to_TH63_TH62_interp_5,1,1
TH63_TH62_interp_5_to_TH63_TH62_interp_6,1,1
TH63_TH62_interp_6_to_TH63_TH62_interp_7,1,1
TH63_TH62_interp_7_to_TH63_TH62_interp_8,1,1
TH63_TH62_interp_8_to_TH63_TH62_interp_9,1,1
TH63_TH62_interp_9_to_TH63_TH62_interp_10,1,1
TH63_TH62_interp_10_to_TH62,1,1
TH64_to_TH64_TH63_interp_1,1,1
TH64_TH63_interp_1_to_TH64_TH63_interp_2,1,1
TH64_TH63_interp_2_to_TH64_TH63_interp_3,1,1
TH64_TH63_interp_3_to_TH64_TH63_interp_4,1,1
TH64_TH63_interp_4_to_TH64_TH63_interp_5,1,1
TH64_TH63_interp_5_to_TH64_TH63_interp_6,1,1
TH64_TH63_interp_6_to_TH64_TH63_interp_7,1,1
TH64_TH63_interp_7_to_TH64_TH63_interp_8,1,1
TH64_TH63_interp_8_to_TH64_TH63_interp_9,1,1
TH64_TH63_interp_9_to_TH64_TH63_interp_10,1,1
TH64_TH63_interp_10_to_TH63,1,1
TH65_to_TH65_TH64_interp_1,1,1
TH65_TH64_interp_1_to_TH65_TH64_interp_2,1,1
TH65_TH64_interp_2_to_TH65_TH64_interp_3,1,1
TH65_TH64_interp_3_to_TH65_TH64_interp_4,1,1
TH65_TH64_interp_4_to_TH65_TH64_interp_5,1,1
TH65_TH64_interp_5_to_TH65_TH64_interp_6,1,1
TH65_TH64_interp_6_to_TH65_TH64_interp_7,1,1
TH65_TH64_interp_7_to_TH65_TH64_interp_8,1,1
TH65_TH64_interp_8_to_TH65_TH64_interp_9,1,1
TH65_TH64_interp_9_to_TH65_TH64_interp_10,1,1
TH65_TH64_interp_10_to_TH64,1,1
TH66_to_TH66_TH65_interp_1,1,1
TH66_TH65_interp_1_to_TH66_TH65_interp_2,1,1
TH66_TH65_interp_2_to_TH66_TH65_interp_3,1,1
TH66_TH65_interp_3_to_TH66_TH65_interp_4,1,1
TH66_TH65_interp_4_to_TH66_TH65_interp_5,1,1
TH66_TH65_interp_5_to_TH66_TH65_interp_6,1,1
TH66_TH65_interp_6_to_TH66_TH65_interp_7,1,1
TH66_TH65_interp_7_to_TH66_TH65_interp_8,1,1
TH66_TH65_interp_8_to_TH66_TH65_interp_9,1,1
TH66_TH65_interp_9_to_TH66_TH65_interp_10,1,1
TH66_TH65_interp_10_to_TH65,1,1
TH67_to_TH67_TH66_interp_1,1,1
TH67_TH66_interp_1_to_TH67_TH66_interp_2,1,1
TH67_TH66_interp_2_to_TH67_TH66_interp_3,1,1
TH67_TH66_interp_3_to_TH67_TH66_interp_4,1,1
TH67_TH66_interp_4_to_TH67_TH66_interp_5,1,1
TH67_TH66_interp_5_to_TH67_TH66_interp_6,1,1
TH67_TH66_interp_6_to_TH67_TH66_interp_7,1,1
TH67_TH66_interp_7_to_TH67_TH66_interp_8,1,1
TH67_TH66_interp_8_to_TH67_TH66_interp_9,1,1
TH67_TH66_interp_9_to_TH67_TH66_interp_10,1,1
TH67_TH66_interp_10_to_TH66,1,1
TH68_to_TH68_TH67_interp_1,1,1
TH68_TH67_interp_1_to_TH68_TH67_interp_2,1,1
TH68_TH67_interp_2_to_TH68_TH67_interp_3,1,1
TH68_TH67_interp_3_to_TH68_TH67_interp_4,1,1
TH68_TH67_interp_4_to_TH68_TH67_interp_5,1,1
TH68_TH67_interp_5_to_TH68_TH67_interp_6,1,1
TH68_TH67_interp_6_to_TH68_TH67_interp_7,1,1
TH68_TH67_interp_7_to_TH68_TH67_interp_8,1,1
TH68_TH67_interp_8_to_TH68_TH67_interp_9,1,1
TH68_TH67_interp_9_to_TH68_TH67_interp_10,1,1
TH68_TH67_interp_10_to_TH67,1,1
TH69_to_TH69_TH68_interp_1,1,1
TH69_TH68_interp_1_to_TH69_TH68_interp_2,1,1
TH69_TH68_interp_2_to_TH69_TH68_interp_3,1,1
TH69_TH68_interp_3_to_TH69_TH68_interp_4,1,1
TH69_TH68_interp_4_to_TH69_TH68_interp_5,1,1
TH69_TH68_interp_5_to_TH69_TH68_interp_6,1,1
TH69_TH68_interp_6_to_TH69_TH68_interp_7,1,1
TH69_TH68_interp_7_to_TH69_TH68_interp_8,1,1
TH69_TH68_interp_8_to_TH69_TH68_interp_9,1,1
TH69_TH68_interp_9_to_TH69_TH68_interp_10,1,1
TH69_TH68_interp_10_to_TH68,1,1
TH70_to_TH70_TH69_interp_1,1,1
TH70_TH69_interp_1_to_TH70_TH69_interp_2,1,1
TH70_TH69_interp_2_to_TH70_TH69_interp_3,1,1
TH70_TH69_interp_3_to_TH70_TH69_interp_4,1,1
TH70_TH69_interp_4_to_TH70_TH69_interp_5,1,1
TH70_TH69_interp_5_to_TH70_TH69_interp_6,1,1
TH70_TH69_interp_6_to_TH70_TH69_interp_7,1,1
TH70_TH69_interp_7_to_TH70_TH69_interp_8,1,1
TH70_TH69_interp_8_to_TH70_TH69_interp_9,1,1
TH70_TH69_interp_9_to_TH70_TH69_interp_10,1,1
TH70_TH69_interp_10_to_TH69,1,1
TH71_to_TH71_TH70_interp_1,1,1
TH71_TH70_interp_1_to_TH71_TH70_interp_2,1,1
TH71_TH70_interp_2_to_TH71_TH70_interp_3,1,1
TH71_TH70_interp_3_to_TH71_TH70_interp_4,1,1
TH71_TH70_interp_4_to_TH71_TH70_interp_5,1,1
TH71_TH70_interp_5_to_TH71_TH70_interp_6,1,1
TH71_TH70_interp_6_to_TH71_TH70_interp_7,1,1
TH71_TH70_interp_7_to_TH71_TH70_interp_8,1,1
TH71_TH70_interp_8_to_TH71_TH70_interp_9,1,1
TH71_TH70_interp_9_to_TH71_TH70_interp_10,1,1
TH71_TH70_interp_10_to_TH70,1,1
TH72_to_TH72_TH71_interp_1,1,1
TH72_TH71_interp_1_to_TH72_TH71_interp_2,1,1
TH72_TH71_interp_2_to_TH72_TH71_interp_3,1,1
TH72_TH71_interp_3_to_TH72_TH71_interp_4,1,1
TH72_TH71_interp_4_to_TH72_TH71_interp_5,1,1
TH72_TH71_interp_5_to_TH72_TH71_interp_6,1,1
TH72_TH71_interp_6_to_TH72_TH71_interp_7,1,1
TH72_TH71_interp_7_to_TH72_TH71_interp_8,1,1
TH72_TH71_interp_8_to_TH72_TH71_interp_9,1,1
TH72_TH71_interp_9_to_TH72_TH71_interp_10,1,1
TH72_TH71_interp_10_to_TH71,1,1
TH73_to_TH73_TH72_interp_1,1,1
TH73_TH72_interp_1_to_TH73_TH72_interp_2,1,1
TH73_TH72_interp_2_to_TH73_TH72_interp_3,1,1
TH73_TH72_interp_3_to_TH73_TH72_interp_4,1,1
TH73_TH72_interp_4_to_TH73_TH72_interp_5,1,1
TH73_TH72_interp_5_to_TH73_TH72_interp_6,1,1
TH73_TH72_interp_6_to_TH73_TH72_interp_7,1,1
TH73_TH72_interp_7_to_TH73_TH72_interp_8,1,1
TH73_TH72_interp_8_to_TH73_TH72_interp_9,1,1
TH73_TH72_interp_9_to_TH73_TH72_interp_10,1,1
TH73_TH72_interp_10_to_TH72,1,1
TH52_to_TH52_TH73_interp_1,1,1
TH52_TH73_interp_1_to_TH52_TH73_interp_2,1,1
TH52_TH73_interp_2_to_TH52_TH73_interp_3,1,1
TH52_TH73_interp_3_to_TH52_TH73_interp_4,1,1
TH52_TH73_interp_4_to_TH52_TH73_interp_5,1,1
TH52_TH73_interp_5_to_TH52_TH73_interp_6,1,1
TH52_TH73_interp_6_to_TH52_TH73_interp_7,1,1
TH52_TH73_interp_7_to_TH52_TH73_interp_8,1,1
TH52_TH73_interp_8_to_TH52_TH73_interp_9,1,1
TH52_TH73_interp_9_to_TH52_TH73_interp_10,1,1
TH52_TH73_interp_10_to_TH73,1,1
D1_to_TH30_TH29_interp_3,1,1
D2_to_TH29,1,1
D3_to_TH28,1,1
D4_to_TH28,1,1
D5_to_TH7_TH6_interp_6,1,1
D6_to_TH21_TH20_interp_8,1,1
D7_to_TH20,1,1
D8_to_TH20_TH19_interp_4,1,1
D9_to_TH20_TH19_interp_8,1,1
D10_to_TH19_TH18_interp_1,1,1
D11_to_TH19_TH18_interp_3,1,1
D12_to_TH23_TH22_interp_9,1,1
D13_to_TH23_TH22_interp_4,1,1
D14_to_TH23_TH22_interp_1,1,1
D15_to_TH24_TH23_interp_8,1,1
D16_to_TH24_TH23_interp_6,1,1
D17_to_TH24_TH23_interp_3,1,1
D18_to_TH24_TH23_interp_1,1,1
D19_to_TH24,1,1
D20_to_TH11_TH24_interp_10,1,1
D21_to_TH18_TH17_interp_8,1,1
D22_to_TH17,1,1
D23_to_TH17_TH16_interp_2,1,1
D24_to_TH17_TH16_interp_6,1,1
D25_to_TH17_TH16_interp_9,1,1
D26_to_TH16_TH15_interp_4,1,1
D27_to_TH16_TH15_interp_7,1,1
D28_to_TH15,1,1
D29_to_TH11_TH24_interp_5,1,1
D30_to_TH11_TH24_interp_5,1,1
D31_to_TH12_TH11_interp_2,1,1
D32_to_TH12,1,1
D33_to_TH13_TH12_interp_9,1,1
D34_to_TH13_TH12_interp_7,1,1
D35_to_TH25_TH18_interp_2,1,1
D36_to_TH26_TH25_interp_7,1,1
D37_to_TH26_TH25_interp_4,1,1
D38_to_TH26,1,1
D39_to_TH27_TH26_interp_3,1,1
D40_to_TH32_TH27_interp_4,1,1
D41_to_TH32,1,1
D42_to_TH33_TH32_interp_5,1,1
D43_to_TH18_TH17_interp_10,1,1
D44_to_TH17_TH16_interp_5,1,1
D45_to_TH16_TH15_interp_1,1,1
D46_to_TH16_TH15_interp_5,1,1
D47_to_TH16_TH15_interp_8,1,1
D48_to_TH36,1,1
D49_to_TH15_TH14_interp_8,1,1
D50_to_TH15_TH14_interp_10,1,1
D51_to_TH37_TH36_interp_7,1,1
D52_to_TH37_TH36_interp_6,1,1
D53_to_TH37_TH36_interp_5,1,1
D54_to_TH37_TH36_interp_4,1,1
D55_to_TH34_TH33_interp_6,1,1
D56_to_TH34_TH33_interp_2,1,1
D57_to_TH35_TH34_interp_10,1,1
D58_to_TH35_TH34_interp_8,1,1
D59_to_TH35_TH34_interp_1,1,1
D60_to_TH42_TH41_interp_5,1,1
D61_to_TH42_TH41_interp_7,1,1
D62_to_TH42_TH41_interp_9,1,1
D63_to_TH37_TH36_interp_3,1,1
D64_to_TH38,1,1
D65_to_TH39_TH38_interp_7,1,1
D66_to_TH39_TH38_interp_4,1,1
D67_to_TH39,1,1
D68_to_TH40_TH39_interp_9,1,1
D69_to_TH40_TH39_interp_6,1,1
D70_to_TH41_TH40_interp_4,1,1
D71_to_TH31_TH30_interp_2,1,1
D72_to_TH31,1,1
D73_to_TH14,1,1
D74_to_TH43_TH13_interp_4,1,1
D75_to_TH43_TH13_interp_2,1,1
D76_to_TH43,1,1
