techs,carrier_out,carrier_in
transmission1372_to_transmission2176_heat,1,1
transmission2176_to_transmission206_heat,1,1
transmission206_to_transmission1048_heat,1,1
transmission1048_to_transmission110_heat,1,1
transmission110_to_transmission1844_heat,1,1
transmission1844_to_transmission233_heat,1,1
transmission233_to_transmission1280_heat,1,1
transmission1280_to_transmission2900_heat,1,1
transmission2900_to_transmission1093_heat,1,1
transmission1093_to_transmission1212_heat,1,1
transmission1212_to_transmission1522_heat,1,1
transmission1522_to_transmission1960_heat,1,1
transmission1960_to_transmission406_heat,1,1
transmission406_to_transmission2819_heat,1,1
transmission2819_to_transmission2217_heat,1,1
transmission2217_to_transmission1699_heat,1,1
transmission1699_to_transmission2556_heat,1,1
transmission2556_to_transmission179_heat,1,1
transmission179_to_transmission642_heat,1,1
transmission642_to_transmission2235_heat,1,1
transmission2235_to_transmission2141_heat,1,1
transmission2141_to_transmission2820_heat,1,1
transmission2820_to_transmission941_heat,1,1
transmission941_to_transmission1627_heat,1,1
transmission1897_to_transmission1165_heat,1,1
transmission1165_to_transmission1075_heat,1,1
transmission1075_to_transmission2632_heat,1,1
transmission2632_to_transmission1797_heat,1,1
transmission1797_to_transmission2122_heat,1,1
transmission2122_to_transmission218_heat,1,1
transmission218_to_transmission2242_heat,1,1
transmission2242_to_transmission235_heat,1,1
transmission235_to_transmission115_heat,1,1
transmission115_to_transmission1086_heat,1,1
transmission1086_to_transmission1760_heat,1,1
transmission1760_to_transmission249_heat,1,1
transmission249_to_transmission834_heat,1,1
transmission834_to_transmission577_heat,1,1
transmission577_to_transmission108_heat,1,1
transmission108_to_transmission1548_heat,1,1
transmission1548_to_transmission1854_heat,1,1
transmission1854_to_transmission1959_heat,1,1
transmission1959_to_transmission1865_heat,1,1
transmission1865_to_transmission4_heat,1,1
transmission4_to_transmission2183_heat,1,1
transmission2183_to_transmission2103_heat,1,1
transmission2103_to_transmission2069_heat,1,1
transmission2069_to_transmission481_heat,1,1
transmission481_to_transmission2343_heat,1,1
transmission2343_to_transmission2566_heat,1,1
transmission2566_to_transmission1901_heat,1,1
transmission315_to_transmission2604_heat,1,1
transmission2604_to_transmission2147_heat,1,1
transmission2147_to_transmission1319_heat,1,1
transmission1319_to_transmission2684_heat,1,1
transmission2684_to_transmission1842_heat,1,1
transmission1842_to_transmission2574_heat,1,1
transmission2574_to_transmission1116_heat,1,1
transmission1116_to_transmission1795_heat,1,1
transmission1795_to_transmission584_heat,1,1
transmission1842_to_transmission1908_heat,1,1
transmission1908_to_transmission2290_heat,1,1
transmission2290_to_transmission451_heat,1,1
transmission451_to_transmission46_heat,1,1
transmission46_to_transmission928_heat,1,1
transmission928_to_transmission1311_heat,1,1
transmission1311_to_transmission631_heat,1,1
transmission631_to_transmission1987_heat,1,1
transmission1987_to_transmission2425_heat,1,1
transmission2425_to_transmission2487_heat,1,1
transmission2487_to_transmission2200_heat,1,1
transmission2200_to_transmission2228_heat,1,1
transmission488_to_transmission2471_heat,1,1
transmission2471_to_transmission1743_heat,1,1
transmission1743_to_transmission1117_heat,1,1
transmission1117_to_transmission2228_heat,1,1
transmission2228_to_transmission766_heat,1,1
transmission766_to_transmission1666_heat,1,1
transmission1666_to_transmission2754_heat,1,1
transmission2754_to_transmission1346_heat,1,1
transmission1346_to_transmission2366_heat,1,1
transmission2462_to_transmission842_heat,1,1
transmission842_to_transmission2007_heat,1,1
transmission2007_to_transmission1274_heat,1,1
transmission1274_to_transmission2794_heat,1,1
transmission1106_to_transmission1502_heat,1,1
transmission1502_to_transmission2527_heat,1,1
transmission2527_to_transmission2462_heat,1,1
transmission2794_to_transmission2116_heat,1,1
transmission2116_to_transmission127_heat,1,1
transmission127_to_transmission2797_heat,1,1
transmission2797_to_transmission2161_heat,1,1
transmission2161_to_transmission782_heat,1,1
transmission782_to_transmission173_heat,1,1
transmission173_to_transmission2135_heat,1,1
transmission2135_to_transmission1498_heat,1,1
transmission1498_to_transmission855_heat,1,1
transmission855_to_transmission2415_heat,1,1
transmission2415_to_transmission1757_heat,1,1
transmission1757_to_transmission1504_heat,1,1
transmission1504_to_transmission469_heat,1,1
transmission469_to_transmission1765_heat,1,1
transmission1661_to_transmission1143_heat,1,1
transmission1143_to_transmission20_heat,1,1
transmission20_to_transmission2654_heat,1,1
transmission2654_to_transmission1015_heat,1,1
transmission1015_to_transmission1998_heat,1,1
transmission1998_to_transmission1201_heat,1,1
transmission1201_to_transmission213_heat,1,1
transmission213_to_transmission124_heat,1,1
transmission124_to_transmission1831_heat,1,1
transmission1831_to_transmission2693_heat,1,1
transmission2693_to_transmission1231_heat,1,1
transmission1231_to_transmission2643_heat,1,1
transmission2643_to_transmission2570_heat,1,1
transmission2570_to_transmission1372_heat,1,1
transmission1372_to_transmission1595_heat,1,1
transmission1595_to_transmission2400_heat,1,1
transmission2400_to_transmission1877_heat,1,1
transmission1877_to_transmission1789_heat,1,1
transmission1789_to_transmission2266_heat,1,1
transmission2266_to_transmission1162_heat,1,1
transmission1162_to_transmission1137_heat,1,1
transmission1137_to_transmission2920_heat,1,1
transmission2920_to_transmission2593_heat,1,1
transmission2593_to_transmission1919_heat,1,1
transmission1919_to_transmission1600_heat,1,1
