geometry,lat,lon,id
POINT (4.3562011 51.9945585),51.9945585,4.3562011,transmission729
POINT (4.3588634 51.9920959),51.9920959,4.3588634,transmission730
POINT (4.3580899 51.9952863),51.9952863,4.3580899,transmission731
POINT (4.3610251 51.9918175),51.9918175,4.3610251,transmission732
POINT (4.3567452 51.9926872),51.9926872,4.3567452,transmission733
POINT (4.3573276 51.9921135),51.9921135,4.3573276,transmission734
POINT (4.3571216 51.9924728),51.9924728,4.3571216,transmission735
POINT (4.3585303 51.9935001),51.9935001,4.3585303,transmission736
POINT (4.3595009 51.9948463),51.9948463,4.3595009,transmission737
POINT (4.359199 51.9915924),51.9915924,4.359199,transmission738
POINT (4.3566906 51.995018),51.995018,4.3566906,transmission739
POINT (4.3612492 51.993206),51.993206,4.3612492,transmission740
POINT (4.3625366 51.9923197),51.9923197,4.3625366,transmission741
POINT (4.3555181 51.9950924),51.9950924,4.3555181,transmission742
POINT (4.3564929 51.9934831),51.9934831,4.3564929,transmission743
POINT (4.3588233 51.993186),51.993186,4.3588233,transmission744
POINT (4.3628631 51.9915962),51.9915962,4.3628631,transmission745
POINT (4.3597584 51.9922352),51.9922352,4.3597584,transmission746
POINT (4.3606991 51.9922958),51.9922958,4.3606991,transmission747
POINT (4.3601864 51.9922316),51.9922316,4.3601864,transmission748
POINT (4.3554715 51.995196),51.995196,4.3554715,transmission749
POINT (4.3624398 51.9910629),51.9910629,4.3624398,transmission750
POINT (4.3572436 51.995356),51.995356,4.3572436,transmission751
POINT (4.3581605 51.9959526),51.9959526,4.3581605,transmission752
POINT (4.3578189 51.9912864),51.9912864,4.3578189,transmission753
POINT (4.3608569 51.9954138),51.9954138,4.3608569,transmission754
POINT (4.3581343 51.9906235),51.9906235,4.3581343,transmission755
POINT (4.3576608 51.9951181),51.9951181,4.3576608,transmission756
POINT (4.3564727 51.9936671),51.9936671,4.3564727,transmission757
POINT (4.3557945 51.9947491),51.9947491,4.3557945,transmission758
POINT (4.3615048 51.9942454),51.9942454,4.3615048,transmission759
POINT (4.3577929 51.9907249),51.9907249,4.3577929,transmission760
POINT (4.3617115 51.9919154),51.9919154,4.3617115,transmission761
POINT (4.3588824 51.9950275),51.9950275,4.3588824,transmission762
POINT (4.3595953 51.9935252),51.9935252,4.3595953,transmission763
POINT (4.3591561 51.9932671),51.9932671,4.3591561,transmission764
POINT (4.3614488 51.992342),51.992342,4.3614488,transmission765
POINT (4.3583694 51.9965134),51.9965134,4.3583694,transmission766
POINT (4.3573696 51.9961529),51.9961529,4.3573696,transmission767
POINT (4.3617383 51.9910959),51.9910959,4.3617383,transmission768
POINT (4.3568545 51.9959229),51.9959229,4.3568545,transmission769
POINT (4.3564953 51.9959274),51.9959274,4.3564953,transmission770
POINT (4.3568755 51.9943909),51.9943909,4.3568755,transmission771
POINT (4.3612834 51.9917583),51.9917583,4.3612834,transmission772
POINT (4.3591218 51.9933281),51.9933281,4.3591218,transmission773
POINT (4.3562211 51.9949245),51.9949245,4.3562211,transmission774
POINT (4.3608372 51.9920937),51.9920937,4.3608372,transmission775
POINT (4.361951 51.9922975),51.9922975,4.361951,transmission776
POINT (4.3622744 51.992498),51.992498,4.3622744,transmission777
POINT (4.3619009 51.9933114),51.9933114,4.3619009,transmission778
POINT (4.3606478 51.9957883),51.9957883,4.3606478,transmission779
POINT (4.3611526 51.9938845),51.9938845,4.3611526,transmission780
POINT (4.3561142 51.9943203),51.9943203,4.3561142,transmission781
POINT (4.3566727 51.9964937),51.9964937,4.3566727,transmission782
POINT (4.3563249 51.9934431),51.9934431,4.3563249,transmission783
POINT (4.3578131 51.9909051),51.9909051,4.3578131,transmission784
POINT (4.3616757 51.9918613),51.9918613,4.3616757,transmission785
POINT (4.3585248 51.9904518),51.9904518,4.3585248,transmission786
POINT (4.359023 51.9932346),51.9932346,4.359023,transmission787
POINT (4.3558698 51.99427),51.99427,4.3558698,transmission788
POINT (4.3572475 51.9945183),51.9945183,4.3572475,transmission789
POINT (4.36058 51.9923641),51.9923641,4.36058,transmission790
POINT (4.357649 51.9930129),51.9930129,4.357649,transmission791
POINT (4.3602937 51.9929719),51.9929719,4.3602937,transmission792
POINT (4.3558249 51.9943525),51.9943525,4.3558249,transmission793
POINT (4.3609498 51.9952474),51.9952474,4.3609498,transmission794
POINT (4.3578253 51.991909),51.991909,4.3578253,transmission795
POINT (4.3615348 51.9921405),51.9921405,4.3615348,transmission796
POINT (4.3569708 51.9926147),51.9926147,4.3569708,transmission797
POINT (4.3555134 51.9948044),51.9948044,4.3555134,transmission798
POINT (4.3615308 51.991188),51.991188,4.3615308,transmission799
POINT (4.3592587 51.9917115),51.9917115,4.3592587,transmission800
POINT (4.3567888 51.9946798),51.9946798,4.3567888,transmission801
POINT (4.3595603 51.9923077),51.9923077,4.3595603,transmission802
POINT (4.3555593 51.9948578),51.9948578,4.3555593,transmission803
POINT (4.3569371 51.9945452),51.9945452,4.3569371,transmission804
POINT (4.3612917 51.9929649),51.9929649,4.3612917,transmission805
POINT (4.3601348 51.9953442),51.9953442,4.3601348,transmission806
POINT (4.3628421 51.9912186),51.9912186,4.3628421,transmission807
POINT (4.3608389 51.9927483),51.9927483,4.3608389,transmission808
POINT (4.3577876 51.991228),51.991228,4.3577876,transmission809
POINT (4.3572016 51.9922218),51.9922218,4.3572016,transmission810
POINT (4.3605056 51.9938723),51.9938723,4.3605056,transmission811
POINT (4.3613912 51.9944569),51.9944569,4.3613912,transmission812
POINT (4.3584091 51.9967234),51.9967234,4.3584091,transmission813
POINT (4.3609196 51.992356),51.992356,4.3609196,transmission814
POINT (4.3570682 51.9945737),51.9945737,4.3570682,transmission815
POINT (4.3614711 51.994102),51.994102,4.3614711,transmission816
POINT (4.3566713 51.9928093),51.9928093,4.3566713,transmission817
POINT (4.3586089 51.9951912),51.9951912,4.3586089,transmission818
POINT (4.360549 51.9931602),51.9931602,4.360549,transmission819
POINT (4.3574379 51.9961662),51.9961662,4.3574379,transmission820
POINT (4.3571196 51.9954444),51.9954444,4.3571196,transmission821
POINT (4.3585067 51.9916242),51.9916242,4.3585067,transmission822
POINT (4.3578426 51.9930594),51.9930594,4.3578426,transmission823
POINT (4.36006 51.9918048),51.9918048,4.36006,transmission824
POINT (4.3559935 51.9943848),51.9943848,4.3559935,transmission825
POINT (4.3598709 51.9962082),51.9962082,4.3598709,transmission826
POINT (4.3596525 51.9935398),51.9935398,4.3596525,transmission827
POINT (4.3592495 51.9960458),51.9960458,4.3592495,transmission828
POINT (4.3579131 51.9956172),51.9956172,4.3579131,transmission829
POINT (4.3601279 51.9929047),51.9929047,4.3601279,transmission830
POINT (4.357254 51.9922371),51.9922371,4.357254,transmission831
POINT (4.3587546 51.993906),51.993906,4.3587546,transmission832
POINT (4.3558575 51.9947739),51.9947739,4.3558575,transmission833
POINT (4.3603435 51.9913979),51.9913979,4.3603435,transmission834
POINT (4.3556685 51.9935799),51.9935799,4.3556685,transmission835
POINT (4.3584295 51.9931997),51.9931997,4.3584295,transmission836
POINT (4.3572959 51.9958063),51.9958063,4.3572959,transmission837
POINT (4.3570169 51.9925362),51.9925362,4.3570169,transmission838
POINT (4.3585955 51.9910407),51.9910407,4.3585955,transmission839
POINT (4.356397 51.9945989),51.9945989,4.356397,transmission840
POINT (4.3586902 51.9931536),51.9931536,4.3586902,transmission841
POINT (4.3568314 51.9961834),51.9961834,4.3568314,transmission842
POINT (4.3576083 51.9923782),51.9923782,4.3576083,transmission843
POINT (4.3610994 51.9912516),51.9912516,4.3610994,transmission844
POINT (4.3555355 51.9951591),51.9951591,4.3555355,transmission845
POINT (4.3599406 51.9960861),51.9960861,4.3599406,transmission846
POINT (4.3581993 51.9906472),51.9906472,4.3581993,transmission847
POINT (4.3584676 51.9910049),51.9910049,4.3584676,transmission848
POINT (4.361064 51.9934731),51.9934731,4.361064,transmission849
POINT (4.3595371 51.9949115),51.9949115,4.3595371,transmission850
POINT (4.3572912 51.9933517),51.9933517,4.3572912,transmission851
POINT (4.3586516 51.9951134),51.9951134,4.3586516,transmission852
POINT (4.3597097 51.9935544),51.9935544,4.3597097,transmission853
POINT (4.356156 51.9945059),51.9945059,4.356156,transmission854
POINT (4.3565894 51.9966551),51.9966551,4.3565894,transmission855
POINT (4.3593042 51.9948034),51.9948034,4.3593042,transmission856
POINT (4.3601167 51.9917234),51.9917234,4.3601167,transmission857
POINT (4.3585024 51.9905908),51.9905908,4.3585024,transmission858
POINT (4.3566297 51.9932299),51.9932299,4.3566297,transmission859
POINT (4.3557047 51.9950644),51.9950644,4.3557047,transmission860
POINT (4.3571401 51.9935906),51.9935906,4.3571401,transmission861
POINT (4.3614019 51.9913722),51.9913722,4.3614019,transmission862
POINT (4.3566774 51.9943481),51.9943481,4.3566774,transmission863
POINT (4.3621819 51.9913349),51.9913349,4.3621819,transmission864
POINT (4.3578787 51.9918836),51.9918836,4.3578787,transmission865
POINT (4.3559146 51.9941874),51.9941874,4.3559146,transmission866
POINT (4.359093 51.9917412),51.9917412,4.359093,transmission867
POINT (4.3632048 51.991216),51.991216,4.3632048,transmission868
POINT (4.3584673 51.9905332),51.9905332,4.3584673,transmission869
POINT (4.3560002 51.9945244),51.9945244,4.3560002,transmission870
POINT (4.3579102 51.99259),51.99259,4.3579102,transmission871
POINT (4.3553214 51.9956576),51.9956576,4.3553214,transmission872
POINT (4.3565516 51.9938049),51.9938049,4.3565516,transmission873
POINT (4.3575678 51.991602),51.991602,4.3575678,transmission874
POINT (4.3560898 51.9936752),51.9936752,4.3560898,transmission875
POINT (4.3570076 51.9944194),51.9944194,4.3570076,transmission876
POINT (4.362566 51.9921341),51.9921341,4.362566,transmission877
POINT (4.3583364 51.9931043),51.9931043,4.3583364,transmission878
POINT (4.3601291 51.9954491),51.9954491,4.3601291,transmission879
POINT (4.3586524 51.9909471),51.9909471,4.3586524,transmission880
POINT (4.3572504 51.9921394),51.9921394,4.3572504,transmission881
POINT (4.3589952 51.9948273),51.9948273,4.3589952,transmission882
POINT (4.3569847 51.9947202),51.9947202,4.3569847,transmission883
POINT (4.3581527 51.9903499),51.9903499,4.3581527,transmission884
POINT (4.3627663 51.991333),51.991333,4.3627663,transmission885
POINT (4.358771 51.9946887),51.9946887,4.358771,transmission886
POINT (4.3578614 51.992438),51.992438,4.3578614,transmission887
POINT (4.3588543 51.9942894),51.9942894,4.3588543,transmission888
POINT (4.3586758 51.9942459),51.9942459,4.3586758,transmission889
POINT (4.3582813 51.9963503),51.9963503,4.3582813,transmission890
POINT (4.3619166 51.9915767),51.9915767,4.3619166,transmission891
POINT (4.355422 51.9954966),51.9954966,4.355422,transmission892
POINT (4.3606958 51.9928474),51.9928474,4.3606958,transmission893
POINT (4.3570782 51.9938061),51.9938061,4.3570782,transmission894
POINT (4.3576384 51.9960842),51.9960842,4.3576384,transmission895
POINT (4.3633456 51.9911931),51.9911931,4.3633456,transmission896
POINT (4.3589622 51.99558),51.99558,4.3589622,transmission897
POINT (4.3607052 51.9916023),51.9916023,4.3607052,transmission898
POINT (4.3611888 51.9923491),51.9923491,4.3611888,transmission899
POINT (4.3588972 51.9954885),51.9954885,4.3588972,transmission900
POINT (4.3624415 51.9934654),51.9934654,4.3624415,transmission901
POINT (4.3594448 51.9911644),51.9911644,4.3594448,transmission902
POINT (4.3589021 51.9933109),51.9933109,4.3589021,transmission903
POINT (4.3589643 51.9910352),51.9910352,4.3589643,transmission904
POINT (4.3579062 51.9952809),51.9952809,4.3579062,transmission905
POINT (4.3571622 51.9927826),51.9927826,4.3571622,transmission906
POINT (4.3611751 51.9910482),51.9910482,4.3611751,transmission907
POINT (4.3625598 51.9918518),51.9918518,4.3625598,transmission908
POINT (4.359993 51.9941079),51.9941079,4.359993,transmission909
POINT (4.3608108 51.9962834),51.9962834,4.3608108,transmission910
POINT (4.3570283 51.9956089),51.9956089,4.3570283,transmission911
POINT (4.3606327 51.9936731),51.9936731,4.3606327,transmission912
POINT (4.3596632 51.9962384),51.9962384,4.3596632,transmission913
POINT (4.3619123 51.99348),51.99348,4.3619123,transmission914
POINT (4.3610092 51.9919487),51.9919487,4.3610092,transmission915
POINT (4.3585563 51.9900737),51.9900737,4.3585563,transmission916
POINT (4.3579469 51.9927572),51.9927572,4.3579469,transmission917
POINT (4.3594634 51.9913292),51.9913292,4.3594634,transmission918
POINT (4.3559546 51.994606),51.994606,4.3559546,transmission919
POINT (4.3569163 51.9958107),51.9958107,4.3569163,transmission920
POINT (4.3594837 51.9951681),51.9951681,4.3594837,transmission921
POINT (4.3623891 51.9924278),51.9924278,4.3623891,transmission922
POINT (4.358243 51.9927483),51.9927483,4.358243,transmission923
POINT (4.3602238 51.9929008),51.9929008,4.3602238,transmission924
POINT (4.3577957 51.9911308),51.9911308,4.3577957,transmission925
POINT (4.3611025 51.991703),51.991703,4.3611025,transmission926
POINT (4.3565929 51.9946393),51.9946393,4.3565929,transmission927
POINT (4.3578682 51.9964399),51.9964399,4.3578682,transmission928
POINT (4.3601033 51.9958013),51.9958013,4.3601033,transmission929
POINT (4.3576581 51.9925302),51.9925302,4.3576581,transmission930
POINT (4.3562881 51.9949379),51.9949379,4.3562881,transmission931
POINT (4.3574746 51.9918663),51.9918663,4.3574746,transmission932
POINT (4.3597334 51.9922702),51.9922702,4.3597334,transmission933
POINT (4.3591914 51.9915695),51.9915695,4.3591914,transmission934
POINT (4.3602274 51.9923698),51.9923698,4.3602274,transmission935
POINT (4.3593946 51.9914532),51.9914532,4.3593946,transmission936
POINT (4.3622005 51.9933052),51.9933052,4.3622005,transmission937
POINT (4.3625589 51.9914313),51.9914313,4.3625589,transmission938
POINT (4.3613225 51.9907509),51.9907509,4.3613225,transmission939
POINT (4.3553747 51.9952683),51.9952683,4.3553747,transmission940
POINT (4.3594093 51.9942284),51.9942284,4.3594093,transmission941
POINT (4.3560729 51.9939008),51.9939008,4.3560729,transmission942
POINT (4.3601714 51.9952714),51.9952714,4.3601714,transmission943
POINT (4.3629872 51.9914373),51.9914373,4.3629872,transmission944
POINT (4.3589565 51.9932184),51.9932184,4.3589565,transmission945
POINT (4.3579428 51.9906883),51.9906883,4.3579428,transmission946
POINT (4.3589726 51.9948673),51.9948673,4.3589726,transmission947
POINT (4.3579665 51.9910377),51.9910377,4.3579665,transmission948
POINT (4.3554611 51.9954161),51.9954161,4.3554611,transmission949
POINT (4.3602719 51.9950888),51.9950888,4.3602719,transmission950
POINT (4.3565645 51.9951827),51.9951827,4.3565645,transmission951
POINT (4.3584784 51.9967369),51.9967369,4.3584784,transmission952
POINT (4.3600098 51.992181),51.992181,4.3600098,transmission953
POINT (4.3622217 51.9928989),51.9928989,4.3622217,transmission954
POINT (4.3570072 51.9933774),51.9933774,4.3570072,transmission955
POINT (4.3594135 51.9934807),51.9934807,4.3594135,transmission956
POINT (4.3590274 51.9941368),51.9941368,4.3590274,transmission957
POINT (4.355526 51.9950676),51.9950676,4.355526,transmission958
POINT (4.3571785 51.9922611),51.9922611,4.3571785,transmission959
POINT (4.3585865 51.9958605),51.9958605,4.3585865,transmission960
POINT (4.3634133 51.9911499),51.9911499,4.3634133,transmission961
POINT (4.3594519 51.9949398),51.9949398,4.3594519,transmission962
POINT (4.3612026 51.9932798),51.9932798,4.3612026,transmission963
POINT (4.3569577 51.993458),51.993458,4.3569577,transmission964
POINT (4.3578788 51.9907939),51.9907939,4.3578788,transmission965
POINT (4.3580718 51.9907951),51.9907951,4.3580718,transmission966
POINT (4.3624144 51.9923859),51.9923859,4.3624144,transmission967
POINT (4.3611941 51.9937096),51.9937096,4.3611941,transmission968
POINT (4.3584264 51.994886),51.994886,4.3584264,transmission969
POINT (4.3591711 51.9912016),51.9912016,4.3591711,transmission970
POINT (4.356741 51.9930248),51.9930248,4.356741,transmission971
POINT (4.3592347 51.9959595),51.9959595,4.3592347,transmission972
POINT (4.356367 51.9933646),51.9933646,4.356367,transmission973
POINT (4.3580995 51.9954294),51.9954294,4.3580995,transmission974
POINT (4.3634858 51.9911079),51.9911079,4.3634858,transmission975
POINT (4.3559904 51.9936523),51.9936523,4.3559904,transmission976
POINT (4.3588587 51.9913167),51.9913167,4.3588587,transmission977
POINT (4.3594152 51.9906888),51.9906888,4.3594152,transmission978
POINT (4.359235 51.9912195),51.9912195,4.359235,transmission979
POINT (4.3577143 51.9913527),51.9913527,4.3577143,transmission980
POINT (4.3568586 51.9936192),51.9936192,4.3568586,transmission981
POINT (4.3575199 51.9929819),51.9929819,4.3575199,transmission982
POINT (4.3569329 51.9934983),51.9934983,4.3569329,transmission983
POINT (4.3580635 51.9953537),51.9953537,4.3580635,transmission984
POINT (4.3578187 51.9955656),51.9955656,4.3578187,transmission985
POINT (4.3581694 51.9907633),51.9907633,4.3581694,transmission986
POINT (4.3571929 51.9964867),51.9964867,4.3571929,transmission987
POINT (4.3586237 51.9931374),51.9931374,4.3586237,transmission988
POINT (4.3581285 51.9916191),51.9916191,4.3581285,transmission989
POINT (4.3585708 51.9913116),51.9913116,4.3585708,transmission990
POINT (4.3605327 51.9918446),51.9918446,4.3605327,transmission991
POINT (4.3615708 51.9923375),51.9923375,4.3615708,transmission992
POINT (4.3577362 51.9929185),51.9929185,4.3577362,transmission993
POINT (4.3576486 51.9908218),51.9908218,4.3576486,transmission994
POINT (4.3591516 51.9916649),51.9916649,4.3591516,transmission995
POINT (4.3572432 51.9950956),51.9950956,4.3572432,transmission996
POINT (4.3603335 51.9963504),51.9963504,4.3603335,transmission997
POINT (4.3583736 51.9903564),51.9903564,4.3583736,transmission998
POINT (4.359406 51.9915085),51.9915085,4.359406,transmission999
POINT (4.3615594 51.9939382),51.9939382,4.3615594,transmission1000
POINT (4.3625169 51.9935455),51.9935455,4.3625169,transmission1001
POINT (4.3584964 51.9948105),51.9948105,4.3584964,transmission1002
POINT (4.3591886 51.996157),51.996157,4.3591886,transmission1003
POINT (4.3625128 51.992362),51.992362,4.3625128,transmission1004
POINT (4.3581777 51.9925127),51.9925127,4.3581777,transmission1005
POINT (4.359025 51.9934845),51.9934845,4.359025,transmission1006
POINT (4.3580036 51.99086),51.99086,4.3580036,transmission1007
POINT (4.3585908 51.9951007),51.9951007,4.3585908,transmission1008
POINT (4.3575575 51.9924596),51.9924596,4.3575575,transmission1009
POINT (4.3583117 51.9909757),51.9909757,4.3583117,transmission1010
POINT (4.356238 51.9943466),51.9943466,4.356238,transmission1011
POINT (4.3555829 51.9946721),51.9946721,4.3555829,transmission1012
POINT (4.3582449 51.9930435),51.9930435,4.3582449,transmission1013
POINT (4.3594987 51.9922915),51.9922915,4.3594987,transmission1014
POINT (4.3604563 51.9934959),51.9934959,4.3604563,transmission1015
POINT (4.3608011 51.9932228),51.9932228,4.3608011,transmission1016
POINT (4.3567843 51.9937401),51.9937401,4.3567843,transmission1017
POINT (4.3609021 51.9929983),51.9929983,4.3609021,transmission1018
POINT (4.3591393 51.9939105),51.9939105,4.3591393,transmission1019
POINT (4.3602978 51.9927893),51.9927893,4.3602978,transmission1020
POINT (4.3576899 51.9913942),51.9913942,4.3576899,transmission1021
POINT (4.358654 51.9958752),51.9958752,4.358654,transmission1022
POINT (4.3610767 51.9917412),51.9917412,4.3610767,transmission1023
POINT (4.3597833 51.9922002),51.9922002,4.3597833,transmission1024
POINT (4.3592152 51.995721),51.995721,4.3592152,transmission1025
POINT (4.3594604 51.9908447),51.9908447,4.3594604,transmission1026
POINT (4.357595 51.9925152),51.9925152,4.357595,transmission1027
POINT (4.3597507 51.995224),51.995224,4.3597507,transmission1028
POINT (4.3612706 51.9944734),51.9944734,4.3612706,transmission1029
POINT (4.3616819 51.9919523),51.9919523,4.3616819,transmission1030
POINT (4.3628046 51.9917267),51.9917267,4.3628046,transmission1031
POINT (4.3612137 51.9917221),51.9917221,4.3612137,transmission1032
POINT (4.3564701 51.9935253),51.9935253,4.3564701,transmission1033
POINT (4.3602848 51.9936803),51.9936803,4.3602848,transmission1034
POINT (4.3605084 51.9960379),51.9960379,4.3605084,transmission1035
POINT (4.3574591 51.9907799),51.9907799,4.3574591,transmission1036
POINT (4.3592062 51.993927),51.993927,4.3592062,transmission1037
POINT (4.3566713 51.9925524),51.9925524,4.3566713,transmission1038
POINT (4.3573919 51.9931924),51.9931924,4.3573919,transmission1039
POINT (4.3617644 51.9928398),51.9928398,4.3617644,transmission1040
POINT (4.3559577 51.9954839),51.9954839,4.3559577,transmission1041
POINT (4.3607655 51.9914398),51.9914398,4.3607655,transmission1042
POINT (4.3563823 51.9938327),51.9938327,4.3563823,transmission1043
POINT (4.3587046 51.9939842),51.9939842,4.3587046,transmission1044
POINT (4.3583095 51.9938465),51.9938465,4.3583095,transmission1045
POINT (4.3586743 51.993491),51.993491,4.3586743,transmission1046
POINT (4.3622223 51.9919489),51.9919489,4.3622223,transmission1047
POINT (4.3597946 51.9934998),51.9934998,4.3597946,transmission1048
POINT (4.3588164 51.9917107),51.9917107,4.3588164,transmission1049
POINT (4.3585476 51.9967504),51.9967504,4.3585476,transmission1050
POINT (4.36016 51.9938795),51.9938795,4.36016,transmission1051
POINT (4.3593767 51.99366),51.99366,4.3593767,transmission1052
POINT (4.3608677 51.9964468),51.9964468,4.3608677,transmission1053
POINT (4.3592763 51.9911232),51.9911232,4.3592763,transmission1054
POINT (4.3557577 51.9944763),51.9944763,4.3557577,transmission1055
POINT (4.3578681 51.9912035),51.9912035,4.3578681,transmission1056
POINT (4.3625619 51.9910965),51.9910965,4.3625619,transmission1057
POINT (4.3598611 51.9949705),51.9949705,4.3598611,transmission1058
POINT (4.3611549 51.9911736),51.9911736,4.3611549,transmission1059
POINT (4.3610634 51.9948548),51.9948548,4.3610634,transmission1060
POINT (4.3609606 51.9914466),51.9914466,4.3609606,transmission1061
POINT (4.3621346 51.9930625),51.9930625,4.3621346,transmission1062
POINT (4.3576573 51.9958399),51.9958399,4.3576573,transmission1063
POINT (4.35605 51.9939413),51.9939413,4.35605,transmission1064
POINT (4.3556337 51.9958649),51.9958649,4.3556337,transmission1065
POINT (4.3597085 51.9923051),51.9923051,4.3597085,transmission1066
POINT (4.3563379 51.9939138),51.9939138,4.3563379,transmission1067
POINT (4.3612518 51.9947065),51.9947065,4.3612518,transmission1068
POINT (4.3556669 51.9946537),51.9946537,4.3556669,transmission1069
POINT (4.3576411 51.9914774),51.9914774,4.3576411,transmission1070
POINT (4.3591452 51.9953092),51.9953092,4.3591452,transmission1071
POINT (4.3612251 51.9928427),51.9928427,4.3612251,transmission1072
POINT (4.358387 51.99123),51.99123,4.358387,transmission1073
POINT (4.3562112 51.9948044),51.9948044,4.3562112,transmission1074
POINT (4.3596487 51.9912148),51.9912148,4.3596487,transmission1075
POINT (4.3592734 51.9947205),51.9947205,4.3592734,transmission1076
POINT (4.3586874 51.9961338),51.9961338,4.3586874,transmission1077
POINT (4.3607851 51.9923595),51.9923595,4.3607851,transmission1078
POINT (4.3599588 51.9942385),51.9942385,4.3599588,transmission1079
POINT (4.3588513 51.9911122),51.9911122,4.3588513,transmission1080
POINT (4.3572701 51.9938553),51.9938553,4.3572701,transmission1081
POINT (4.3555393 51.9948997),51.9948997,4.3555393,transmission1082
POINT (4.3567714 51.9931185),51.9931185,4.3567714,transmission1083
POINT (4.3628314 51.9916242),51.9916242,4.3628314,transmission1084
POINT (4.3602721 51.9964679),51.9964679,4.3602721,transmission1085
POINT (4.360154 51.9913479),51.9913479,4.360154,transmission1086
POINT (4.359501 51.9911781),51.9911781,4.359501,transmission1087
POINT (4.3585884 51.9904687),51.9904687,4.3585884,transmission1088
POINT (4.3576312 51.9906769),51.9906769,4.3576312,transmission1089
POINT (4.361066 51.9950394),51.9950394,4.361066,transmission1090
POINT (4.3610427 51.995081),51.995081,4.3610427,transmission1091
POINT (4.3627452 51.9911469),51.9911469,4.3627452,transmission1092
POINT (4.3597288 51.9937312),51.9937312,4.3597288,transmission1093
POINT (4.3606073 51.993713),51.993713,4.3606073,transmission1094
POINT (4.3581027 51.991658),51.991658,4.3581027,transmission1095
POINT (4.3616228 51.992026),51.992026,4.3616228,transmission1096
POINT (4.3606489 51.9956178),51.9956178,4.3606489,transmission1097
POINT (4.3562828 51.9935216),51.9935216,4.3562828,transmission1098
POINT (4.3611841 51.9963417),51.9963417,4.3611841,transmission1099
POINT (4.3612414 51.9915969),51.9915969,4.3612414,transmission1100
POINT (4.3571554 51.9923004),51.9923004,4.3571554,transmission1101
POINT (4.3553286 51.9953899),51.9953899,4.3553286,transmission1102
POINT (4.3593082 51.9946518),51.9946518,4.3593082,transmission1103
POINT (4.3559037 51.9945496),51.9945496,4.3559037,transmission1104
POINT (4.3610298 51.993028),51.993028,4.3610298,transmission1105
POINT (4.3568916 51.9960594),51.9960594,4.3568916,transmission1106
POINT (4.3607248 51.9942207),51.9942207,4.3607248,transmission1107
POINT (4.3609943 51.994982),51.994982,4.3609943,transmission1108
POINT (4.3584626 51.9959459),51.9959459,4.3584626,transmission1109
POINT (4.3587667 51.9956166),51.9956166,4.3587667,transmission1110
POINT (4.3592549 51.9938507),51.9938507,4.3592549,transmission1111
POINT (4.3572056 51.9944621),51.9944621,4.3572056,transmission1112
POINT (4.3556149 51.994751),51.994751,4.3556149,transmission1113
POINT (4.35587 51.9936256),51.9936256,4.35587,transmission1114
POINT (4.355267 51.9955521),51.9955521,4.355267,transmission1115
POINT (4.3574779 51.9964504),51.9964504,4.3574779,transmission1116
POINT (4.3583293 51.9965792),51.9965792,4.3583293,transmission1117
POINT (4.360061 51.9928889),51.9928889,4.360061,transmission1118
POINT (4.3604563 51.9913603),51.9913603,4.3604563,transmission1119
POINT (4.360046 51.9931717),51.9931717,4.360046,transmission1120
POINT (4.3587214 51.9958899),51.9958899,4.3587214,transmission1121
POINT (4.3611589 51.994873),51.994873,4.3611589,transmission1122
POINT (4.3619226 51.991275),51.991275,4.3619226,transmission1123
POINT (4.3620113 51.9922201),51.9922201,4.3620113,transmission1124
POINT (4.3576342 51.9958791),51.9958791,4.3576342,transmission1125
POINT (4.3591953 51.9942747),51.9942747,4.3591953,transmission1126
POINT (4.3625154 51.992218),51.992218,4.3625154,transmission1127
POINT (4.3614027 51.9928004),51.9928004,4.3614027,transmission1128
POINT (4.3551865 51.9958534),51.9958534,4.3551865,transmission1129
POINT (4.3601903 51.9966247),51.9966247,4.3601903,transmission1130
POINT (4.3606505 51.992363),51.992363,4.3606505,transmission1131
POINT (4.35704 51.9924969),51.9924969,4.35704,transmission1132
POINT (4.3591239 51.9959351),51.9959351,4.3591239,transmission1133
POINT (4.3556506 51.9945424),51.9945424,4.3556506,transmission1134
POINT (4.359006 51.9921618),51.9921618,4.359006,transmission1135
POINT (4.3609686 51.9927797),51.9927797,4.3609686,transmission1136
POINT (4.3600053 51.9931183),51.9931183,4.3600053,transmission1137
POINT (4.3610616 51.9910202),51.9910202,4.3610616,transmission1138
POINT (4.3596219 51.9923239),51.9923239,4.3596219,transmission1139
POINT (4.3578042 51.9929348),51.9929348,4.3578042,transmission1140
POINT (4.3590682 51.9942801),51.9942801,4.3590682,transmission1141
POINT (4.3597325 51.9962283),51.9962283,4.3597325,transmission1142
POINT (4.3606445 51.9935417),51.9935417,4.3606445,transmission1143
POINT (4.3566566 51.9930458),51.9930458,4.3566566,transmission1144
POINT (4.360102 51.9942315),51.9942315,4.360102,transmission1145
POINT (4.3570864 51.9928875),51.9928875,4.3570864,transmission1146
POINT (4.3582989 51.9904811),51.9904811,4.3582989,transmission1147
POINT (4.3561826 51.9947968),51.9947968,4.3561826,transmission1148
POINT (4.3613173 51.9920326),51.9920326,4.3613173,transmission1149
POINT (4.3590336 51.9905872),51.9905872,4.3590336,transmission1150
POINT (4.357219 51.9950249),51.9950249,4.357219,transmission1151
POINT (4.3604901 51.9923096),51.9923096,4.3604901,transmission1152
