techs,name,capacity_kw,distance_m,environmental_impact_per_kW,environmental_impact
TH60_TH59_interp_1_to_TH60_TH59_interp_2,Interpolated Heat transmission,170.23163735973853,0.7604886603926988,,
TH63_TH62_interp_5_to_TH63_TH62_interp_6,Interpolated Heat transmission,150.10792340157508,1.2993340914261093,,
TH63_TH62_interp_6_to_TH63_TH62_interp_7,Interpolated Heat transmission,150.11186379624263,1.2993340625477035,,
TH63_TH62_interp_7_to_TH63_TH62_interp_8,Interpolated Heat transmission,150.11580429425956,1.299334036852637,,
TH66_TH65_interp_1_to_TH66_TH65_interp_2,Interpolated Heat transmission,30.00965045325341,0.9768256824003614,,
TH66_TH65_interp_2_to_TH66_TH65_interp_3,Interpolated Heat transmission,30.01024268524505,0.9768256992637326,,
TH66_TH65_interp_3_to_TH66_TH65_interp_4,Interpolated Heat transmission,30.010834928934443,0.9768257178972477,,
TH66_TH65_interp_4_to_TH66_TH65_interp_5,Interpolated Heat transmission,30.011427184322894,0.976825735468837,,
TH66_TH65_interp_5_to_TH66_TH65_interp_6,Interpolated Heat transmission,40.01408175259387,0.9768257533948476,,
TH66_TH65_interp_6_to_TH66_TH65_interp_7,Interpolated Heat transmission,40.01487141927422,0.9768257709678844,,
TH66_TH65_interp_7_to_TH66_TH65_interp_8,Interpolated Heat transmission,40.01566110155264,0.9768257878304981,,
TH66_TH65_interp_8_to_TH66_TH65_interp_9,Interpolated Heat transmission,40.01645079942885,0.9768258046967649,,
TH66_TH65_interp_9_to_TH66_TH65_interp_10,Interpolated Heat transmission,40.017240512903165,0.9768258222677083,,
TH66_to_TH66_TH65_interp_1,Interpolated Heat transmission,30.00905823295994,0.976825664474484,,
TH66_TH65_interp_10_to_TH65,Interpolated Heat transmission,50.02006204418937,0.9768258412539512,,
TH67_TH66_interp_10_to_TH66,Interpolated Heat transmission,30.00846901779044,0.9718880552180131,,
TH67_TH66_interp_2_to_TH67_TH66_interp_3,Interpolated Heat transmission,10.002061024280382,0.971887880252271,,
TH67_TH66_interp_3_to_TH67_TH66_interp_4,Interpolated Heat transmission,10.002257414340043,0.9718879034937158,,
TH67_TH66_interp_4_to_TH67_TH66_interp_5,Interpolated Heat transmission,10.002453808260514,0.9718879260281322,,
TH67_TH66_interp_5_to_TH67_TH66_interp_6,Interpolated Heat transmission,10.002650206041723,0.9718879471472938,,
TH67_TH66_interp_6_to_TH67_TH66_interp_7,Interpolated Heat transmission,20.00492775400316,0.9718879696803293,,
TH67_TH66_interp_7_to_TH67_TH66_interp_8,Interpolated Heat transmission,20.00532054997862,0.9718879900911243,,
TH67_TH66_interp_8_to_TH67_TH66_interp_9,Interpolated Heat transmission,20.005713353674864,0.9718880112117763,,
TH67_TH66_interp_9_to_TH67_TH66_interp_10,Interpolated Heat transmission,20.006106165092326,0.971888035867572,,
TH68_TH67_interp_1_to_TH68_TH67_interp_2,Interpolated Heat transmission,10.002548396330502,0.91027115569565,,
TH68_TH67_interp_2_to_TH68_TH67_interp_3,Interpolated Heat transmission,10.002364451737499,0.9102711662526953,,
TH67_TH66_interp_1_to_TH67_TH66_interp_2,Interpolated Heat transmission,10.001864638080665,0.9718878609026542,,
TH59_to_TH59_TH58_interp_1,Interpolated Heat transmission,170.2577936370734,0.8420317591752833,,
TH65_to_TH65_TH64_interp_1,Interpolated Heat transmission,50.02104917617312,2.0427341246711714,,
TH65_TH64_interp_8_to_TH65_TH64_interp_9,Interpolated Heat transmission,50.03756635826396,2.042734809813747,,
TH63_TH62_interp_8_to_TH63_TH62_interp_9,Interpolated Heat transmission,150.1197448956383,1.2993340111560956,,
TH63_TH62_interp_9_to_TH63_TH62_interp_10,Interpolated Heat transmission,150.12368560038146,1.2993339851069876,,
TH63_to_TH63_TH62_interp_1,Interpolated Heat transmission,110.07739424046748,1.299334223797193,,
TH64_TH63_interp_10_to_TH63,Interpolated Heat transmission,100.07323830901552,0.9271971469617265,,
TH64_TH63_interp_1_to_TH64_TH63_interp_2,Interpolated Heat transmission,90.05500330361869,0.9271968496624444,,
TH64_TH63_interp_2_to_TH64_TH63_interp_3,Interpolated Heat transmission,90.056690219526,0.9271968828133788,,
TH64_TH63_interp_3_to_TH64_TH63_interp_4,Interpolated Heat transmission,90.05837716709304,0.9271969163182445,,
TH64_TH63_interp_4_to_TH64_TH63_interp_5,Interpolated Heat transmission,90.06006414632104,0.9271969494689665,,
TH64_TH63_interp_5_to_TH64_TH63_interp_6,Interpolated Heat transmission,90.06175115720997,0.9271969817367052,,
TH64_TH63_interp_6_to_TH64_TH63_interp_7,Interpolated Heat transmission,100.06574034598954,0.9271970147105704,,
TH65_TH64_interp_9_to_TH65_TH64_interp_10,Interpolated Heat transmission,50.03963138986636,2.0427348933786744,,
TH64_TH63_interp_7_to_TH64_TH63_interp_8,Interpolated Heat transmission,100.06761478397769,0.927197047685053,,
TH64_TH63_interp_9_to_TH64_TH63_interp_10,Interpolated Heat transmission,100.07136376548911,0.9271971136338836,,
TH64_to_TH64_TH63_interp_1,Interpolated Heat transmission,80.0516474968095,0.9271968158037253,,
TH65_TH64_interp_10_to_TH64,Interpolated Heat transmission,50.04169650677631,2.0427349815423943,,
TH65_TH64_interp_1_to_TH65_TH64_interp_2,Interpolated Heat transmission,50.023113525425195,2.042734208943619,,
TH65_TH64_interp_2_to_TH65_TH64_interp_3,Interpolated Heat transmission,50.02517795995734,2.042734297105959,,
TH65_TH64_interp_3_to_TH65_TH64_interp_4,Interpolated Heat transmission,50.027242479776994,2.0427343810243266,,
TH65_TH64_interp_4_to_TH65_TH64_interp_5,Interpolated Heat transmission,50.029307084883406,2.042734465651052,,
TH65_TH64_interp_5_to_TH65_TH64_interp_6,Interpolated Heat transmission,50.03137177528082,2.0427345527529273,,
TH65_TH64_interp_6_to_TH65_TH64_interp_7,Interpolated Heat transmission,50.03343655097525,2.0427346373788633,,
TH65_TH64_interp_7_to_TH65_TH64_interp_8,Interpolated Heat transmission,50.03550141196774,2.042734724127201,,
TH64_TH63_interp_8_to_TH64_TH63_interp_9,Interpolated Heat transmission,100.06948925714458,0.9271970797756764,,
TH43_TH13_interp_5_to_TH43_TH13_interp_6,Interpolated Heat transmission,752.6693088692009,2.404185752449688,,
TH39_TH57_interp_7_to_TH39_TH57_interp_8,Interpolated Heat transmission,110.09151163315873,1.1280705450527595,,
TH43_TH13_interp_3_to_TH43_TH13_interp_4,Interpolated Heat transmission,742.5923525973743,2.404186555854411,,
TH20_TH19_interp_4_to_TH20_TH19_interp_5,Interpolated Heat transmission,30.010263357206068,1.6385159647168583,,
TH20_TH19_interp_5_to_TH20_TH19_interp_6,Interpolated Heat transmission,30.009269960245692,1.6385158095741998,,
TH20_TH19_interp_6_to_TH20_TH19_interp_7,Interpolated Heat transmission,30.0082765962626,1.6385156546084265,,
TH20_TH19_interp_7_to_TH20_TH19_interp_8,Interpolated Heat transmission,20.005981622094776,1.6385154975211835,,
TH20_TH19_interp_8_to_TH20_TH19_interp_9,Interpolated Heat transmission,20.005319386131095,1.6385153430856392,,
TH20_TH19_interp_9_to_TH20_TH19_interp_10,Interpolated Heat transmission,20.004657172151596,1.6385151874127397,,
TH20_to_TH20_TH19_interp_1,Interpolated Heat transmission,40.01647888833372,1.638516587231825,,
TH21_TH20_interp_10_to_TH20,Interpolated Heat transmission,40.017803554592255,1.9716661553698598,,
TH21_TH20_interp_1_to_TH21_TH20_interp_2,Interpolated Heat transmission,60.04059872947177,1.9716681296113996,,
TH21_TH20_interp_2_to_TH21_TH20_interp_3,Interpolated Heat transmission,60.038207178148205,1.9716679117044176,,
TH21_TH20_interp_3_to_TH21_TH20_interp_4,Interpolated Heat transmission,60.03581572235277,1.971667691323108,,
TH21_TH20_interp_4_to_TH21_TH20_interp_5,Interpolated Heat transmission,60.033424362080794,1.971667471648295,,
TH21_TH20_interp_5_to_TH21_TH20_interp_6,Interpolated Heat transmission,60.03103309732758,1.9716672526813241,,
TH21_TH20_interp_6_to_TH21_TH20_interp_7,Interpolated Heat transmission,60.028641928090806,1.971667032476589,,
TH21_TH20_interp_7_to_TH21_TH20_interp_8,Interpolated Heat transmission,60.026250854365365,1.9716668133322042,,
TH21_TH20_interp_8_to_TH21_TH20_interp_9,Interpolated Heat transmission,50.02296601566907,1.9716665947188188,,
TH21_TH20_interp_9_to_TH21_TH20_interp_10,Interpolated Heat transmission,50.02097349061341,1.971666374689715,,
TH21_to_TH21_TH20_interp_1,Interpolated Heat transmission,60.04299037632429,1.9716683510540312,,
TH22_TH21_interp_10_to_TH21,Interpolated Heat transmission,60.045382118713896,1.8870006765640064,,
TH22_TH21_interp_1_to_TH22_TH21_interp_2,Interpolated Heat transmission,60.06598738685187,1.887000813521222,,
TH22_TH21_interp_2_to_TH22_TH21_interp_3,Interpolated Heat transmission,60.06369756340265,1.8870007986967392,,
TH20_TH19_interp_3_to_TH20_TH19_interp_4,Interpolated Heat transmission,30.011256787144927,1.6385161205670622,,
TH20_TH19_interp_2_to_TH20_TH19_interp_3,Interpolated Heat transmission,40.01382968773972,1.6385162758860456,,
TH20_TH19_interp_1_to_TH20_TH19_interp_2,Interpolated Heat transmission,40.01515426605003,1.638516431558628,,
TH20_TH19_interp_10_to_TH19,Interpolated Heat transmission,10.0026527635206,1.6385150313866534,,
TH18_TH17_interp_3_to_TH18_TH17_interp_4,Interpolated Heat transmission,280.71814002316916,2.4521415479758755,,
TH18_TH17_interp_4_to_TH18_TH17_interp_5,Interpolated Heat transmission,280.7320471156663,2.4521416387385413,,
TH18_TH17_interp_5_to_TH18_TH17_interp_6,Interpolated Heat transmission,280.7459548976513,2.4521417291477103,,
TH18_TH17_interp_6_to_TH18_TH17_interp_7,Interpolated Heat transmission,280.7598633691563,2.4521418188491455,,
TH18_TH17_interp_7_to_TH18_TH17_interp_8,Interpolated Heat transmission,280.7737725302115,2.452141907136036,,
TH18_TH17_interp_8_to_TH18_TH17_interp_9,Interpolated Heat transmission,290.790979007652,2.4521419968396776,,
TH18_TH17_interp_9_to_TH18_TH17_interp_10,Interpolated Heat transmission,290.8053851225627,2.4521420868960324,,
TH18_to_TH18_TH17_interp_1,Interpolated Heat transmission,280.67642288220213,2.452141279928314,,
TH19_TH18_interp_1_to_TH19_TH18_interp_2,Interpolated Heat transmission,10.001911433413316,1.834310914078025,,
TH19_TH18_interp_2_to_TH19_TH18_interp_3,Interpolated Heat transmission,10.001540789018764,1.8343107310701172,,
TH22_TH21_interp_3_to_TH22_TH21_interp_4,Interpolated Heat transmission,60.061407827263594,1.8870007838715275,,
TH19_to_TH19_TH18_interp_1,Interpolated Heat transmission,10.00228209158046,1.8343110965549791,,
TH1_SH1_interp_1_to_TH1_SH1_interp_2,Interpolated Heat transmission,1495.4152951290685,9.53223042700903,,
TH1_SH1_interp_2_to_TH1_SH1_interp_3,Interpolated Heat transmission,1495.703305244246,9.53222350556078,,
TH1_SH1_interp_3_to_TH1_SH1_interp_4,Interpolated Heat transmission,1495.9913706196608,9.532216582699773,,
TH1_SH1_interp_4_to_TH1_SH1_interp_5,Interpolated Heat transmission,1496.2794912658328,9.532209659132523,,
TH1_SH1_interp_5_to_TH1_SH1_interp_6,Interpolated Heat transmission,1496.5676671933045,9.53220273591696,,
TH1_SH1_interp_6_to_TH1_SH1_interp_7,Interpolated Heat transmission,1496.8558984126532,9.532195813055917,,
TH1_SH1_interp_7_to_TH1_SH1_interp_8,Interpolated Heat transmission,1497.144184934458,9.532188888426923,,
TH1_SH1_interp_8_to_TH1_SH1_interp_9,Interpolated Heat transmission,1497.4325267692354,9.532181966978856,,
TH1_SH1_interp_9_to_TH1_SH1_interp_10,Interpolated Heat transmission,1497.7209239276544,9.532175041996545,,
TH1_to_TH1_SH1_interp_1,Interpolated Heat transmission,1495.127340263472,9.532237351637614,,
TH1_SH1_interp_10_to_SH1,Interpolated Heat transmission,1498.0093764201818,9.532168120549446,,
TH18_TH17_interp_2_to_TH18_TH17_interp_3,Interpolated Heat transmission,280.7042336201035,2.4521414611015473,,
TH22_TH21_interp_4_to_TH22_TH21_interp_5,Interpolated Heat transmission,60.05911817843096,1.8870007694018962,,
TH22_TH21_interp_6_to_TH22_TH21_interp_7,Interpolated Heat transmission,60.054539142678905,1.8870007369224153,,
TH25_TH18_interp_10_to_TH18,Interpolated Heat transmission,280.6657730072621,1.8781801328445218,,
TH25_TH18_interp_1_to_TH25_TH18_interp_2,Interpolated Heat transmission,270.569337064825,1.8781777336539152,,
TH25_TH18_interp_2_to_TH25_TH18_interp_3,Interpolated Heat transmission,270.5796038169498,1.8781779994853098,,
TH25_TH18_interp_3_to_TH25_TH18_interp_4,Interpolated Heat transmission,270.5898709600998,1.8781782667299998,,
TH25_TH18_interp_4_to_TH25_TH18_interp_5,Interpolated Heat transmission,280.6018822747953,1.8781785336215042,,
TH25_TH18_interp_5_to_TH25_TH18_interp_6,Interpolated Heat transmission,280.61252971633246,1.8781788005123665,,
TH25_TH18_interp_6_to_TH25_TH18_interp_7,Interpolated Heat transmission,280.6231775634,1.8781790677565138,,
TH25_TH18_interp_7_to_TH25_TH18_interp_8,Interpolated Heat transmission,280.6338258160155,1.878179333233222,,
TH25_TH18_interp_8_to_TH25_TH18_interp_9,Interpolated Heat transmission,280.6444744741843,1.8781795990631658,,
TH25_TH18_interp_9_to_TH25_TH18_interp_10,Interpolated Heat transmission,280.655123537924,1.8781798670151952,,
TH25_to_TH25_TH18_interp_1,Interpolated Heat transmission,270.5590707037083,1.8781774681781362,,
TH26_TH25_interp_10_to_TH25,Interpolated Heat transmission,270.55129349193703,1.4228479617814933,,
TH26_TH25_interp_1_to_TH26_TH25_interp_2,Interpolated Heat transmission,250.47992882792906,1.422847085999874,,
TH26_TH25_interp_2_to_TH26_TH25_interp_3,Interpolated Heat transmission,250.4871290679528,1.4228471831513139,,
TH26_TH25_interp_3_to_TH26_TH25_interp_4,Interpolated Heat transmission,250.4943295154447,1.42284727977288,,
TH26_TH25_interp_4_to_TH26_TH25_interp_5,Interpolated Heat transmission,250.50153017040802,1.4228473779860258,,
TH26_TH25_interp_5_to_TH26_TH25_interp_6,Interpolated Heat transmission,260.5110486599636,1.422847475137318,,
TH26_TH25_interp_6_to_TH26_TH25_interp_7,Interpolated Heat transmission,260.5185372543631,1.4228475722899636,,
TH26_TH25_interp_7_to_TH26_TH25_interp_8,Interpolated Heat transmission,260.5260260645394,1.4228476697955097,,
TH26_TH25_interp_8_to_TH26_TH25_interp_9,Interpolated Heat transmission,260.53351509050066,1.4228477669474073,,
TH26_TH25_interp_9_to_TH26_TH25_interp_10,Interpolated Heat transmission,270.54351650425536,1.4228478640989253,,
TH24_to_TH24_TH23_interp_1,Interpolated Heat transmission,140.18889573623028,2.320868997775306,,
TH24_TH23_interp_9_to_TH24_TH23_interp_10,Interpolated Heat transmission,100.1260401732759,2.3208673701315705,,
TH24_TH23_interp_8_to_TH24_TH23_interp_9,Interpolated Heat transmission,110.13405699121003,2.320867550469278,,
TH24_TH23_interp_7_to_TH24_TH23_interp_8,Interpolated Heat transmission,110.13922105677632,2.3208677304553444,,
TH22_TH21_interp_7_to_TH22_TH21_interp_8,Interpolated Heat transmission,60.052249755749834,1.8870007224513519,,
TH22_TH21_interp_8_to_TH22_TH21_interp_9,Interpolated Heat transmission,60.049960456115144,1.8870007069199397,,
TH22_TH21_interp_9_to_TH22_TH21_interp_10,Interpolated Heat transmission,60.04767124377066,1.8870006920954439,,
TH22_to_TH22_TH21_interp_1,Interpolated Heat transmission,70.07024576065089,1.8870008283457176,,
TH23_TH22_interp_10_to_TH22,Interpolated Heat transmission,70.07291706629583,2.102867672944216,,
TH23_TH22_interp_1_to_TH23_TH22_interp_2,Interpolated Heat transmission,90.1099964411138,2.102868631739856,,
TH23_TH22_interp_2_to_TH23_TH22_interp_3,Interpolated Heat transmission,90.10616832202396,2.1028685235173805,,
TH23_TH22_interp_3_to_TH23_TH22_interp_4,Interpolated Heat transmission,90.10234036575496,2.102868418122603,,
TH23_TH22_interp_4_to_TH23_TH22_interp_5,Interpolated Heat transmission,90.0985125723024,2.1028683113167377,,
TH23_TH22_interp_5_to_TH23_TH22_interp_6,Interpolated Heat transmission,80.09151469886118,2.1028682062776607,,
TH22_TH21_interp_5_to_TH22_TH21_interp_6,Interpolated Heat transmission,60.05682861690441,1.8870007524551948,,
TH23_TH22_interp_6_to_TH23_TH22_interp_7,Interpolated Heat transmission,80.08811219296246,2.102868098761394,,
TH23_TH22_interp_8_to_TH23_TH22_interp_9,Interpolated Heat transmission,70.07887122177729,2.102867886208006,,
TH23_TH22_interp_9_to_TH23_TH22_interp_10,Interpolated Heat transmission,70.07589408072218,2.102867780107132,,
TH23_to_TH23_TH22_interp_1,Interpolated Heat transmission,100.1170921645213,2.102868737839486,,
TH24_TH23_interp_10_to_TH23,Interpolated Heat transmission,100.12134559353655,2.3208671883786973,,
TH24_TH23_interp_1_to_TH24_TH23_interp_2,Interpolated Heat transmission,140.18232273673678,2.320868816730525,,
TH24_TH23_interp_2_to_TH24_TH23_interp_3,Interpolated Heat transmission,130.1736524468985,2.3208686356852652,,
TH24_TH23_interp_3_to_TH24_TH23_interp_4,Interpolated Heat transmission,130.16754903040643,2.320868454991379,,
TH24_TH23_interp_4_to_TH24_TH23_interp_5,Interpolated Heat transmission,120.15887737843266,2.320868273240657,,
TH24_TH23_interp_5_to_TH24_TH23_interp_6,Interpolated Heat transmission,120.15324352284487,2.3208680921926583,,
TH24_TH23_interp_6_to_TH24_TH23_interp_7,Interpolated Heat transmission,120.14760993184696,2.320867912208052,,
TH23_TH22_interp_7_to_TH23_TH22_interp_8,Interpolated Heat transmission,70.08184848946505,2.102867992307695,,
TH26_to_TH26_TH25_interp_1,Interpolated Heat transmission,240.47078933178733,1.4228469881402528,,
TH18_TH17_interp_1_to_TH18_TH17_interp_2,Interpolated Heat transmission,280.6903279064652,2.452141368923629,,
TH17_to_TH17_TH16_interp_1,Interpolated Heat transmission,310.8409392577479,1.7352494486653869,,
TH11_TH24_interp_5_to_TH11_TH24_interp_6,Interpolated Heat transmission,170.26671117802357,4.027769773989316,,
TH11_TH24_interp_6_to_TH11_TH24_interp_7,Interpolated Heat transmission,170.25285682462535,4.027769523784984,,
TH11_TH24_interp_7_to_TH11_TH24_interp_8,Interpolated Heat transmission,150.23480172281677,4.027769273580071,,
TH11_TH24_interp_8_to_TH11_TH24_interp_9,Interpolated Heat transmission,150.2225773381255,4.027769024083335,,
TH11_TH24_interp_9_to_TH11_TH24_interp_10,Interpolated Heat transmission,150.2103539488748,4.027768773523521,,
TH11_to_TH11_TH10_interp_1,Interpolated Heat transmission,1426.140729797222,9.296627695854383,,
TH11_to_TH11_TH24_interp_1,Interpolated Heat transmission,170.33599987075334,4.027771024659384,,
TH12_TH11_interp_10_to_TH11,Interpolated Heat transmission,1255.7239488883467,2.637788992283482,,
TH12_TH11_interp_1_to_TH12_TH11_interp_2,Interpolated Heat transmission,1255.121830695044,2.637784425204226,,
TH12_TH11_interp_2_to_TH12_TH11_interp_3,Interpolated Heat transmission,1255.188718404989,2.6377849323820635,,
TH12_TH11_interp_3_to_TH12_TH11_interp_4,Interpolated Heat transmission,1255.2556096923624,2.637785440269237,,
TH12_TH11_interp_4_to_TH12_TH11_interp_5,Interpolated Heat transmission,1255.322504557375,2.637785946739313,,
TH12_TH11_interp_5_to_TH12_TH11_interp_6,Interpolated Heat transmission,1255.3894030001823,2.637786454977763,,
TH12_TH11_interp_6_to_TH12_TH11_interp_7,Interpolated Heat transmission,1255.456305021021,2.637786962157092,,
TH12_TH11_interp_7_to_TH12_TH11_interp_8,Interpolated Heat transmission,1255.5232106200567,2.6377874700431314,,
TH12_TH11_interp_8_to_TH12_TH11_interp_9,Interpolated Heat transmission,1255.5901197974993,2.6377879775737747,,
TH12_TH11_interp_9_to_TH12_TH11_interp_10,Interpolated Heat transmission,1255.657032553532,2.637788485105437,,
TH12_to_TH12_TH11_interp_1,Interpolated Heat transmission,1255.054946562336,2.637783918026327,,
TH13_TH12_interp_10_to_TH12,Interpolated Heat transmission,1244.9972110665537,2.124738241923277,,
TH13_TH12_interp_1_to_TH13_TH12_interp_2,Interpolated Heat transmission,1224.5140751936476,2.1247359388810136,,
TH13_TH12_interp_2_to_TH13_TH12_interp_3,Interpolated Heat transmission,1224.5666391006955,2.1247361961104043,,
TH11_TH24_interp_4_to_TH11_TH24_interp_5,Interpolated Heat transmission,170.2805666596827,4.0277700220734625,,
TH11_TH24_interp_3_to_TH11_TH24_interp_4,Interpolated Heat transmission,170.29442326968746,4.027770273693107,,
TH11_TH24_interp_2_to_TH11_TH24_interp_3,Interpolated Heat transmission,170.30828100814193,4.027770524604977,,
TH11_TH24_interp_1_to_TH11_TH24_interp_2,Interpolated Heat transmission,170.32213987513566,4.027770773393996,,
TH10_TH9_interp_10_to_TH9,Interpolated Heat transmission,1433.9186049791751,16.695653909376205,,
TH10_TH9_interp_1_to_TH10_TH9_interp_2,Interpolated Heat transmission,1429.5722844545467,16.695706443096164,,
TH10_TH9_interp_2_to_TH10_TH9_interp_3,Interpolated Heat transmission,1430.0545583304379,16.6957006053089,,
TH10_TH9_interp_3_to_TH10_TH9_interp_4,Interpolated Heat transmission,1430.5369947352908,16.695694767875022,,
TH10_TH9_interp_4_to_TH10_TH9_interp_5,Interpolated Heat transmission,1431.0195937238323,16.695688931504822,,
TH10_TH9_interp_5_to_TH10_TH9_interp_6,Interpolated Heat transmission,1431.5023553508272,16.695683093363137,,
TH10_TH9_interp_6_to_TH10_TH9_interp_7,Interpolated Heat transmission,1431.9852796709774,16.69567725734473,,
TH10_TH9_interp_7_to_TH10_TH9_interp_8,Interpolated Heat transmission,1432.4683667391162,16.695671420970907,,
TH10_TH9_interp_8_to_TH10_TH9_interp_9,Interpolated Heat transmission,1432.9516166100225,16.69566558106138,,
TH10_TH9_interp_9_to_TH10_TH9_interp_10,Interpolated Heat transmission,1433.4350293384025,16.6956597443331,,
TH13_TH12_interp_3_to_TH13_TH12_interp_4,Interpolated Heat transmission,1224.6192052704835,2.124736452102431,,
TH10_to_TH10_TH9_interp_1,Interpolated Heat transmission,1429.0901730529604,16.695712279466683,,
TH11_TH10_interp_1_to_TH11_TH10_interp_2,Interpolated Heat transmission,1426.4086084949718,9.296633105697442,,
TH11_TH10_interp_2_to_TH11_TH10_interp_3,Interpolated Heat transmission,1426.6765376655594,9.296638515896145,,
TH11_TH10_interp_3_to_TH11_TH10_interp_4,Interpolated Heat transmission,1426.944517318534,9.296643925033345,,
TH11_TH10_interp_4_to_TH11_TH10_interp_5,Interpolated Heat transmission,1427.2125474634063,9.296649334523186,,
TH11_TH10_interp_5_to_TH11_TH10_interp_6,Interpolated Heat transmission,1427.480628109729,9.296654745075418,,
TH11_TH10_interp_6_to_TH11_TH10_interp_7,Interpolated Heat transmission,1427.7487592670773,9.296660154919032,,
TH11_TH10_interp_7_to_TH11_TH10_interp_8,Interpolated Heat transmission,1428.0169409449773,9.296665564409322,,
TH11_TH10_interp_8_to_TH11_TH10_interp_9,Interpolated Heat transmission,1428.2851731529665,9.29667097283918,,
TH11_TH10_interp_9_to_TH11_TH10_interp_10,Interpolated Heat transmission,1428.5534559005648,9.296676382683632,,
TH11_TH24_interp_10_to_TH24,Interpolated Heat transmission,150.19813155497815,4.027768524732997,,
TH11_TH10_interp_10_to_TH10,Interpolated Heat transmission,1428.8217891973648,9.296681793941856,,
TH18_TH17_interp_10_to_TH17,Interpolated Heat transmission,300.8228249167668,2.4521421769509493,,
TH13_TH12_interp_4_to_TH13_TH12_interp_5,Interpolated Heat transmission,1224.6717737030788,2.124736706856834,,
TH13_TH12_interp_6_to_TH13_TH12_interp_7,Interpolated Heat transmission,1224.7769173570337,2.124737218486651,,
TH16_TH15_interp_10_to_TH15,Interpolated Heat transmission,391.1091291746121,1.5335211206033317,,
TH16_TH15_interp_1_to_TH16_TH15_interp_2,Interpolated Heat transmission,360.99397581432436,1.5335207280912027,,
TH16_TH15_interp_2_to_TH16_TH15_interp_3,Interpolated Heat transmission,361.0051600395643,1.533520773627029,,
TH16_TH15_interp_3_to_TH16_TH15_interp_4,Interpolated Heat transmission,371.01997043093087,1.533520817397588,,
TH16_TH15_interp_4_to_TH16_TH15_interp_5,Interpolated Heat transmission,381.0345653539544,1.5335208590457183,,
TH16_TH15_interp_5_to_TH16_TH15_interp_6,Interpolated Heat transmission,381.0463704727446,1.5335209042294171,,
TH16_TH15_interp_6_to_TH16_TH15_interp_7,Interpolated Heat transmission,381.058175957626,1.5335209476455975,,
TH16_TH15_interp_7_to_TH16_TH15_interp_8,Interpolated Heat transmission,381.06998180859625,1.5335209917683508,,
TH16_TH15_interp_8_to_TH16_TH15_interp_9,Interpolated Heat transmission,391.08489580480347,1.5335210348318036,,
TH16_TH15_interp_9_to_TH16_TH15_interp_10,Interpolated Heat transmission,391.0970123018383,1.5335210789543774,,
TH16_to_TH16_TH15_interp_1,Interpolated Heat transmission,360.9827919358843,1.533520686442248,,
TH17_TH16_interp_10_to_TH16,Interpolated Heat transmission,350.96727234284384,1.735250108217948,,
TH17_TH16_interp_1_to_TH17_TH16_interp_2,Interpolated Heat transmission,310.8518365177318,1.735249514409477,,
TH17_TH16_interp_2_to_TH17_TH16_interp_3,Interpolated Heat transmission,310.86273416015763,1.7352495812125284,,
TH17_TH16_interp_3_to_TH17_TH16_interp_4,Interpolated Heat transmission,320.8767150487038,1.735249645894129,,
TH17_TH16_interp_4_to_TH17_TH16_interp_5,Interpolated Heat transmission,320.88796413768296,1.735249712345124,,
TH17_TH16_interp_5_to_TH17_TH16_interp_6,Interpolated Heat transmission,320.89921362145634,1.7352497791489898,,
TH17_TH16_interp_6_to_TH17_TH16_interp_7,Interpolated Heat transmission,330.913674376969,1.7352498445366764,,
TH17_TH16_interp_7_to_TH17_TH16_interp_8,Interpolated Heat transmission,330.9252753365247,1.735249909928124,,
TH17_TH16_interp_8_to_TH17_TH16_interp_9,Interpolated Heat transmission,340.94012423072814,1.7352499749631165,,
TH17_TH16_interp_9_to_TH17_TH16_interp_10,Interpolated Heat transmission,340.95207669203654,1.735250042121056,,
TH15_to_TH15_TH14_interp_1,Interpolated Heat transmission,401.12444037316754,1.85023583386196,,
TH15_TH14_interp_9_to_TH15_TH14_interp_10,Interpolated Heat transmission,431.2741182283819,1.8502368844402493,,
TH15_TH14_interp_8_to_TH15_TH14_interp_9,Interpolated Heat transmission,431.257997592899,1.8502367668435704,,
TH15_TH14_interp_7_to_TH15_TH14_interp_8,Interpolated Heat transmission,431.24187756100616,1.850236650308319,,
TH13_TH12_interp_7_to_TH13_TH12_interp_8,Interpolated Heat transmission,1234.8338642064318,2.1247374753627963,,
TH13_TH12_interp_8_to_TH13_TH12_interp_9,Interpolated Heat transmission,1234.8868711425798,2.124737730116837,,
TH13_TH12_interp_9_to_TH13_TH12_interp_10,Interpolated Heat transmission,1234.9398803604793,2.124737986815993,,
TH13_to_TH13_TH12_interp_1,Interpolated Heat transmission,1224.4615135492072,2.1247356830666595,,
TH14_TH13_interp_10_to_TH13,Interpolated Heat transmission,461.54330130719427,2.4663629793880064,,
TH14_TH13_interp_1_to_TH14_TH13_interp_2,Interpolated Heat transmission,441.3314725233176,2.466363019715962,,
TH14_TH13_interp_2_to_TH14_TH13_interp_3,Interpolated Heat transmission,441.35346338724554,2.4663630151954945,,
TH14_TH13_interp_3_to_TH14_TH13_interp_4,Interpolated Heat transmission,441.37545534690383,2.4663630103222514,,
TH14_TH13_interp_4_to_TH14_TH13_interp_5,Interpolated Heat transmission,461.405337442001,2.466363008630897,,
TH14_TH13_interp_5_to_TH14_TH13_interp_6,Interpolated Heat transmission,461.42832855543253,2.46636300234103,,
