techs,name,capacity_kw,distance_m,environmental_impact_per_kW,environmental_impact
TH46_TH45_interp_7_to_TH46_TH45_interp_8,Interpolated Heat transmission,671.7341698163771,1.4207207378316045,,
TH46_TH45_interp_8_to_TH46_TH45_interp_9,Interpolated Heat transmission,671.7534504794364,1.4207208291668667,,
TH46_TH45_interp_9_to_TH46_TH45_interp_10,Interpolated Heat transmission,671.7727316971445,1.420720921385616,,
TH46_to_TH46_TH45_interp_1,Interpolated Heat transmission,651.5960155809945,1.4207200944222234,,
TH47_TH46_interp_10_to_TH46,Interpolated Heat transmission,651.585186636853,0.822624671163775,,
TH47_TH46_interp_1_to_TH47_TH46_interp_2,Interpolated Heat transmission,631.4849129749575,0.822624359084825,,
TH47_TH46_interp_2_to_TH47_TH46_interp_3,Interpolated Heat transmission,631.4954078609597,0.8226243948793865,,
TH47_TH46_interp_3_to_TH47_TH46_interp_4,Interpolated Heat transmission,641.5082107783136,0.822624428906513,,
TH47_TH46_interp_4_to_TH47_TH46_interp_5,Interpolated Heat transmission,641.5188722461883,0.8226244629341362,,
TH47_TH46_interp_5_to_TH47_TH46_interp_6,Interpolated Heat transmission,641.529533891691,0.8226244990829655,,
TH47_TH46_interp_6_to_TH47_TH46_interp_7,Interpolated Heat transmission,641.5401957148522,0.8226245318724424,,
TH47_TH46_interp_7_to_TH47_TH46_interp_8,Interpolated Heat transmission,641.5508577156312,0.822624567491264,,
TH47_TH46_interp_8_to_TH47_TH46_interp_9,Interpolated Heat transmission,641.5615198940678,0.8226246018715934,,
TH47_TH46_interp_9_to_TH47_TH46_interp_10,Interpolated Heat transmission,641.5721822501488,0.8226246366061827,,
TH45_to_TH45_TH44_interp_1,Interpolated Heat transmission,671.8112957965932,2.547396194684567,,
TH45_TH44_interp_9_to_TH45_TH44_interp_10,Interpolated Heat transmission,702.1367663879354,2.5473931744575413,,
TH45_TH44_interp_8_to_TH45_TH44_interp_9,Interpolated Heat transmission,692.0972669925864,2.547393509763768,,
TH45_TH44_interp_7_to_TH45_TH44_interp_8,Interpolated Heat transmission,692.0616496407376,2.5473938464846406,,
TH43_TH13_interp_7_to_TH43_TH13_interp_8,Interpolated Heat transmission,762.7470102179109,2.4041849497520893,,
TH43_TH13_interp_8_to_TH43_TH13_interp_9,Interpolated Heat transmission,762.7840585369046,2.4041845508765367,,
TH43_TH13_interp_9_to_TH43_TH13_interp_10,Interpolated Heat transmission,762.8211086492703,2.4041841481147643,,
TH43_to_TH43_TH13_interp_1,Interpolated Heat transmission,732.4814661926517,2.404187757072634,,
TH44_TH43_interp_10_to_TH43,Interpolated Heat transmission,722.4544127647454,1.6271535337859038,,
TH44_TH43_interp_1_to_TH44_TH43_interp_2,Interpolated Heat transmission,712.2365122131649,1.6271549623535448,,
TH44_TH43_interp_2_to_TH44_TH43_interp_3,Interpolated Heat transmission,712.2599259029028,1.627154802878289,,
TH44_TH43_interp_3_to_TH44_TH43_interp_4,Interpolated Heat transmission,712.2833403600351,1.6271546451711802,,
TH44_TH43_interp_4_to_TH44_TH43_interp_5,Interpolated Heat transmission,722.3119317092093,1.6271544856941866,,
TH44_TH43_interp_5_to_TH44_TH43_interp_6,Interpolated Heat transmission,722.33567660605,1.6271543276316058,,
TH47_to_TH47_TH46_interp_1,Interpolated Heat transmission,631.4744182638071,0.822624324880788,,
TH44_TH43_interp_6_to_TH44_TH43_interp_7,Interpolated Heat transmission,722.3594222811611,1.6271541685092266,,
TH44_TH43_interp_8_to_TH44_TH43_interp_9,Interpolated Heat transmission,722.4069159662702,1.6271538516790236,,
TH44_TH43_interp_9_to_TH44_TH43_interp_10,Interpolated Heat transmission,722.4306639763191,1.6271536939705034,,
TH44_to_TH44_TH43_interp_1,Interpolated Heat transmission,702.2090399709476,1.627155120062831,,
TH45_TH44_interp_10_to_TH44,Interpolated Heat transmission,702.1729022519436,2.547392839152753,,
TH45_TH44_interp_1_to_TH45_TH44_interp_2,Interpolated Heat transmission,671.8458709841772,2.547395858672014,,
TH45_TH44_interp_2_to_TH45_TH44_interp_3,Interpolated Heat transmission,671.8804479466337,2.5473955223061253,,
TH45_TH44_interp_3_to_TH45_TH44_interp_4,Interpolated Heat transmission,671.9150266840489,2.5473951877064724,,
TH45_TH44_interp_4_to_TH45_TH44_interp_5,Interpolated Heat transmission,671.9496071965377,2.547394852401874,,
TH45_TH44_interp_5_to_TH45_TH44_interp_6,Interpolated Heat transmission,681.9876761379853,2.547394516034694,,
TH45_TH44_interp_6_to_TH45_TH44_interp_7,Interpolated Heat transmission,682.0227750362045,2.5473941810831824,,
TH44_TH43_interp_7_to_TH44_TH43_interp_8,Interpolated Heat transmission,722.3831687345524,1.6271540108012663,,
TH51_TH50_interp_7_to_TH51_TH50_interp_8,Interpolated Heat transmission,360.57293913752954,0.9330358641078866,,
TH48_TH47_interp_10_to_TH47,Interpolated Heat transmission,631.4548725265508,1.5321223367635672,,
TH48_TH47_interp_2_to_TH48_TH47_interp_3,Interpolated Heat transmission,601.2957925203898,1.5321212292707904,,
TH4_TH3_interp_7_to_TH4_TH3_interp_8,Interpolated Heat transmission,1478.3229300897362,32.154784261061565,,
TH4_TH3_interp_8_to_TH4_TH3_interp_9,Interpolated Heat transmission,1479.2835809033552,32.154716339773124,,
TH4_TH3_interp_9_to_TH4_TH3_interp_10,Interpolated Heat transmission,1480.244853940456,32.154648418482935,,
TH4_to_TH4_TH3_interp_1,Interpolated Heat transmission,1471.6157629639392,32.15525970651404,,
TH50_TH49_interp_10_to_TH49,Interpolated Heat transmission,360.68257932069315,1.1316628292277047,,
TH50_TH49_interp_1_to_TH50_TH49_interp_2,Interpolated Heat transmission,360.6083715156657,1.1316626722339742,,
TH50_TH49_interp_2_to_TH50_TH49_interp_3,Interpolated Heat transmission,360.61661607280615,1.131662692111123,,
TH50_TH49_interp_3_to_TH50_TH49_interp_4,Interpolated Heat transmission,360.62486081858606,1.131662709163176,,
TH50_TH49_interp_4_to_TH50_TH49_interp_5,Interpolated Heat transmission,360.633105752989,1.1316627251528035,,
TH50_TH49_interp_5_to_TH50_TH49_interp_6,Interpolated Heat transmission,360.64135087601176,1.1316627422034893,,
TH50_TH49_interp_6_to_TH50_TH49_interp_7,Interpolated Heat transmission,360.6495961876662,1.1316627596082858,,
TH50_TH49_interp_7_to_TH50_TH49_interp_8,Interpolated Heat transmission,360.6578416879593,1.131662775953458,,
TH50_TH49_interp_8_to_TH50_TH49_interp_9,Interpolated Heat transmission,360.6660873768877,1.131662794417328,,
TH50_TH49_interp_9_to_TH50_TH49_interp_10,Interpolated Heat transmission,360.67433325447104,1.1316628100533752,,
TH50_to_TH50_TH49_interp_1,Interpolated Heat transmission,360.6001271471242,1.1316626573035404,,
TH51_TH50_interp_10_to_TH50,Interpolated Heat transmission,360.5933299523874,0.9330359080964626,,
TH51_TH50_interp_1_to_TH51_TH50_interp_2,Interpolated Heat transmission,350.529530791031,0.9330357810838028,,
TH51_TH50_interp_2_to_TH51_TH50_interp_3,Interpolated Heat transmission,350.53613828196194,0.9330357962164157,,
TH51_TH50_interp_3_to_TH51_TH50_interp_4,Interpolated Heat transmission,350.54274589755147,0.9330358095834823,,
TH51_TH50_interp_4_to_TH51_TH50_interp_5,Interpolated Heat transmission,350.54935363778935,0.9330358225952352,,
TH51_TH50_interp_5_to_TH51_TH50_interp_6,Interpolated Heat transmission,360.55934590205123,0.933035839145111,,
TH4_TH3_interp_6_to_TH4_TH3_interp_7,Interpolated Heat transmission,1477.3629010981513,32.15485218270177,,
TH4_TH3_interp_5_to_TH4_TH3_interp_6,Interpolated Heat transmission,1476.4034935274617,32.15492010292749,,
TH4_TH3_interp_4_to_TH4_TH3_interp_5,Interpolated Heat transmission,1475.444706976704,32.154988024566045,,
TH4_TH3_interp_3_to_TH4_TH3_interp_4,Interpolated Heat transmission,1474.4865410452878,32.1550559437287,,
TH48_TH47_interp_3_to_TH48_TH47_interp_4,Interpolated Heat transmission,601.3144047151636,1.5321213664259212,,
TH48_TH47_interp_4_to_TH48_TH47_interp_5,Interpolated Heat transmission,611.3354822226311,1.5321215060557551,,
TH59_TH58_interp_8_to_TH59_TH58_interp_9,Interpolated Heat transmission,180.28567809152634,0.8420316776128641,,
TH48_TH47_interp_6_to_TH48_TH47_interp_7,Interpolated Heat transmission,611.373328733035,1.5321217830170586,,
TH48_TH47_interp_7_to_TH48_TH47_interp_8,Interpolated Heat transmission,621.3947288125236,1.5321219212328647,,
TH48_TH47_interp_8_to_TH48_TH47_interp_9,Interpolated Heat transmission,621.4139631479229,1.532122059978635,,
TH48_TH47_interp_9_to_TH48_TH47_interp_10,Interpolated Heat transmission,621.433198080434,1.5321221989009104,,
TH48_to_TH48_TH47_interp_1,Interpolated Heat transmission,601.2585698641913,1.5321209512481617,,
TH49_TH48_interp_10_to_TH48,Interpolated Heat transmission,591.2391931938973,1.441224301765175,,
TH49_TH48_interp_1_to_TH49_TH48_interp_2,Interpolated Heat transmission,571.0779957444488,1.4412232761817867,,
TH48_TH47_interp_1_to_TH48_TH47_interp_2,Interpolated Heat transmission,601.2771809034172,1.532121088756817,,
TH49_TH48_interp_2_to_TH49_TH48_interp_3,Interpolated Heat transmission,571.0946238429643,1.441223391667338,,
TH49_TH48_interp_4_to_TH49_TH48_interp_5,Interpolated Heat transmission,571.1278814964736,1.441223618395702,,
TH49_TH48_interp_5_to_TH49_TH48_interp_6,Interpolated Heat transmission,571.144511051463,1.4412237322910353,,
TH49_TH48_interp_6_to_TH49_TH48_interp_7,Interpolated Heat transmission,581.1661224124327,1.4412238463629967,,
TH49_TH48_interp_7_to_TH49_TH48_interp_8,Interpolated Heat transmission,581.1830442539896,1.4412239599044925,,
TH49_TH48_interp_8_to_TH49_TH48_interp_9,Interpolated Heat transmission,581.1999665895937,1.441224072737496,,
TH49_TH48_interp_9_to_TH49_TH48_interp_10,Interpolated Heat transmission,591.2219785514231,1.4412241876938539,,
TH49_to_TH49_TH48_interp_1,Interpolated Heat transmission,571.0613681313818,1.4412231633478314,,
TH4_TH3_interp_10_to_TH3,Interpolated Heat transmission,1481.2067496027355,32.15458049790106,,
TH4_TH3_interp_1_to_TH4_TH3_interp_2,Interpolated Heat transmission,1472.5720694388995,32.155191786647684,,
TH4_TH3_interp_2_to_TH4_TH3_interp_3,Interpolated Heat transmission,1473.5289953327324,32.15512386536514,,
TH49_TH48_interp_3_to_TH49_TH48_interp_4,Interpolated Heat transmission,571.1112524269734,1.441223505738293,,
TH59_TH58_interp_9_to_TH59_TH58_interp_10,Interpolated Heat transmission,180.28874501489005,0.8420316670751332,,
TH63_TH62_interp_1_to_TH63_TH62_interp_2,Interpolated Heat transmission,110.08028381759068,1.2993341952722701,,
TH5_TH4_interp_10_to_TH4,Interpolated Heat transmission,1471.251844104718,12.242053230890765,,
TH70_TH69_interp_5_to_TH70_TH69_interp_6,Interpolated Heat transmission,30.024345608689266,1.5071034826768277,,
TH70_TH69_interp_6_to_TH70_TH69_interp_7,Interpolated Heat transmission,30.023431454310405,1.5071033416455368,,
TH70_TH69_interp_7_to_TH70_TH69_interp_8,Interpolated Heat transmission,30.022517327850437,1.5071032006147707,,
TH70_TH69_interp_8_to_TH70_TH69_interp_9,Interpolated Heat transmission,30.02160322930786,1.507103060644859,,
TH70_TH69_interp_9_to_TH70_TH69_interp_10,Interpolated Heat transmission,30.020689158682686,1.5071029192603205,,
TH70_to_TH70_TH69_interp_1,Interpolated Heat transmission,40.03098380618353,1.5071041864153716,,
TH71_TH70_interp_10_to_TH70,Interpolated Heat transmission,40.03220267151226,0.950156573185219,,
TH71_TH70_interp_1_to_TH71_TH70_interp_2,Interpolated Heat transmission,60.04454154281865,0.9501570158943424,,
TH71_TH70_interp_2_to_TH71_TH70_interp_3,Interpolated Heat transmission,60.04338895428661,0.9501569668813937,,
TH71_TH70_interp_3_to_TH71_TH70_interp_4,Interpolated Heat transmission,60.042236387939035,0.9501569175146531,,
TH71_TH70_interp_4_to_TH71_TH70_interp_5,Interpolated Heat transmission,50.03948588593633,0.9501568688550541,,
TH71_TH70_interp_5_to_TH71_TH70_interp_6,Interpolated Heat transmission,50.038525350188166,0.9501568194884953,,
TH71_TH70_interp_6_to_TH71_TH70_interp_7,Interpolated Heat transmission,50.03756483292827,0.9501567697682326,,
TH71_TH70_interp_7_to_TH71_TH70_interp_8,Interpolated Heat transmission,50.03660433415576,0.9501567205779475,,
TH71_TH70_interp_8_to_TH71_TH70_interp_9,Interpolated Heat transmission,50.03564385387011,0.9501566715655002,,
TH71_TH70_interp_9_to_TH71_TH70_interp_10,Interpolated Heat transmission,40.03297112644787,0.9501566223747964,,
TH71_to_TH71_TH70_interp_1,Interpolated Heat transmission,60.04569415353515,0.9501570650843479,,
TH72_TH71_interp_10_to_TH71,Interpolated Heat transmission,60.04684678643675,0.9296748662402436,,
TH72_TH71_interp_1_to_TH72_TH71_interp_2,Interpolated Heat transmission,80.06240472281638,0.9296753168626343,,
TH72_TH71_interp_2_to_TH72_TH71_interp_3,Interpolated Heat transmission,80.06090100827028,0.9296752664396193,,
TH72_TH71_interp_3_to_TH72_TH71_interp_4,Interpolated Heat transmission,80.05939732204817,0.9296752160173218,,
TH70_TH69_interp_4_to_TH70_TH69_interp_5,Interpolated Heat transmission,30.025259790987885,1.5071036226463441,,
TH70_TH69_interp_3_to_TH70_TH69_interp_4,Interpolated Heat transmission,30.02617400120646,1.5071037633230417,,
TH70_TH69_interp_2_to_TH70_TH69_interp_3,Interpolated Heat transmission,30.02708823934628,1.507103905061589,,
TH70_TH69_interp_1_to_TH70_TH69_interp_2,Interpolated Heat transmission,40.029764978080074,1.507104045031157,,
TH69_TH68_interp_1_to_TH69_TH68_interp_2,Interpolated Heat transmission,30.01723422839371,2.0948688458622993,,
TH69_TH68_interp_2_to_TH69_TH68_interp_3,Interpolated Heat transmission,30.015963865162483,2.0948689470203616,,
TH69_TH68_interp_3_to_TH69_TH68_interp_4,Interpolated Heat transmission,30.014693555634835,2.0948690453478296,,
TH69_TH68_interp_4_to_TH69_TH68_interp_5,Interpolated Heat transmission,30.01342329980829,2.094869144029369,,
TH69_TH68_interp_5_to_TH69_TH68_interp_6,Interpolated Heat transmission,30.012153097679082,2.0948692451845123,,
TH69_TH68_interp_6_to_TH69_TH68_interp_7,Interpolated Heat transmission,30.01088294924665,2.0948693435132766,,
TH69_TH68_interp_7_to_TH69_TH68_interp_8,Interpolated Heat transmission,30.009612854507868,2.094869443254433,,
TH69_TH68_interp_8_to_TH69_TH68_interp_9,Interpolated Heat transmission,30.008342813459834,2.094869544055636,,
TH69_TH68_interp_9_to_TH69_TH68_interp_10,Interpolated Heat transmission,20.00564204053751,2.094869642738531,,
TH69_to_TH69_TH68_interp_1,Interpolated Heat transmission,30.018504645329074,2.094868748596813,,
TH72_TH71_interp_4_to_TH72_TH71_interp_5,Interpolated Heat transmission,70.05626378374711,0.9296751663013985,,
TH6_TH5_interp_10_to_TH5,Interpolated Heat transmission,1467.1732439553107,14.988996251611171,,
TH6_TH5_interp_2_to_TH6_TH5_interp_3,Interpolated Heat transmission,1463.6232477825322,14.989015873443698,,
TH6_TH5_interp_3_to_TH6_TH5_interp_4,Interpolated Heat transmission,1464.0665273859838,14.989013420316065,,
TH6_TH5_interp_4_to_TH6_TH5_interp_5,Interpolated Heat transmission,1464.5099411705344,14.989010966130058,,
TH6_TH5_interp_5_to_TH6_TH5_interp_6,Interpolated Heat transmission,1464.953489176747,14.989008514418384,,
TH6_TH5_interp_6_to_TH6_TH5_interp_7,Interpolated Heat transmission,1465.3971714453025,14.989006063057948,,
TH6_TH5_interp_7_to_TH6_TH5_interp_8,Interpolated Heat transmission,1465.8409880168304,14.989003608871231,,
TH6_TH5_interp_8_to_TH6_TH5_interp_9,Interpolated Heat transmission,1466.2849389318783,14.98900115786561,,
TH6_TH5_interp_9_to_TH6_TH5_interp_10,Interpolated Heat transmission,1466.7290242311844,14.98899870367788,,
TH6_to_TH6_TH5_interp_1,Interpolated Heat transmission,1462.7370909567337,14.989020777220981,,
TH70_TH69_interp_10_to_TH69,Interpolated Heat transmission,30.019775115973193,1.5071027792903922,,
TH6_TH5_interp_1_to_TH6_TH5_interp_2,Interpolated Heat transmission,1463.1801023196494,14.989018324801068,,
TH69_TH68_interp_10_to_TH68,Interpolated Heat transmission,20.00479537886568,2.094869742481145,,
TH72_TH71_interp_5_to_TH72_TH71_interp_6,Interpolated Heat transmission,70.05494800256041,0.9296751164092324,,
TH72_TH71_interp_7_to_TH72_TH71_interp_8,Interpolated Heat transmission,70.05231651453722,0.9296750159171422,,
TH8_TH7_interp_1_to_TH8_TH7_interp_2,Interpolated Heat transmission,1437.177533245754,2.625175409146638,,
TH8_TH7_interp_2_to_TH8_TH7_interp_3,Interpolated Heat transmission,1437.253756912307,2.6251752306550755,,
TH8_TH7_interp_3_to_TH8_TH7_interp_4,Interpolated Heat transmission,1437.3299846163561,2.625175055342595,,
TH8_TH7_interp_4_to_TH8_TH7_interp_5,Interpolated Heat transmission,1437.406216358207,2.6251748793245095,,
TH8_TH7_interp_5_to_TH8_TH7_interp_6,Interpolated Heat transmission,1437.4824521380528,2.625174702954398,,
TH8_TH7_interp_6_to_TH8_TH7_interp_7,Interpolated Heat transmission,1437.558691956097,2.6251745265822852,,
TH8_TH7_interp_7_to_TH8_TH7_interp_8,Interpolated Heat transmission,1437.6349358125528,2.6251743484426764,,
TH8_TH7_interp_8_to_TH8_TH7_interp_9,Interpolated Heat transmission,1437.711183707583,2.6251741734857563,,
TH8_TH7_interp_9_to_TH8_TH7_interp_10,Interpolated Heat transmission,1437.7874356414934,2.625173994991359,,
TH8_to_TH8_TH7_interp_1,Interpolated Heat transmission,1437.1013136165652,2.6251755848105747,,
TH9_TH8_interp_10_to_TH8,Interpolated Heat transmission,1436.8557435866803,8.458931597194127,,
TH9_TH8_interp_1_to_TH9_TH8_interp_2,Interpolated Heat transmission,1434.6474954874275,8.45896810933782,,
TH9_TH8_interp_2_to_TH9_TH8_interp_3,Interpolated Heat transmission,1434.892689168658,8.458964051372437,,
TH9_TH8_interp_3_to_TH9_TH8_interp_4,Interpolated Heat transmission,1435.1379246379568,8.458959994997645,,
TH9_TH8_interp_4_to_TH9_TH8_interp_5,Interpolated Heat transmission,1435.3832019024715,8.458955938623735,,
TH9_TH8_interp_5_to_TH9_TH8_interp_6,Interpolated Heat transmission,1435.628520969305,8.45895188154246,,
TH9_TH8_interp_6_to_TH9_TH8_interp_7,Interpolated Heat transmission,1435.8738818455415,8.458947824813709,,
TH9_TH8_interp_7_to_TH9_TH8_interp_8,Interpolated Heat transmission,1436.1192845382964,8.458943767909656,,
TH9_TH8_interp_8_to_TH9_TH8_interp_9,Interpolated Heat transmission,1436.364729054671,8.458939709766238,,
TH9_TH8_interp_9_to_TH9_TH8_interp_10,Interpolated Heat transmission,1436.610215401737,8.458935654276795,,
TH9_to_TH9_TH8_interp_1,Interpolated Heat transmission,1434.4023435872366,8.458972164828225,,
TH8_TH7_interp_10_to_TH7,Interpolated Heat transmission,1437.8636916143953,2.6251738214483207,,
TH7_to_TH7_TH6_interp_1,Interpolated Heat transmission,1437.9399516266458,14.867334428981119,,
TH7_TH6_interp_9_to_TH7_TH6_interp_10,Interpolated Heat transmission,1451.8521388826584,14.867207349319804,,
TH7_TH6_interp_8_to_TH7_TH6_interp_9,Interpolated Heat transmission,1451.416128780827,14.867221468693112,,
TH72_TH71_interp_8_to_TH72_TH71_interp_9,Interpolated Heat transmission,70.05100080769958,0.9296749663785238,,
TH72_TH71_interp_9_to_TH72_TH71_interp_10,Interpolated Heat transmission,60.04797459385528,0.9296749156019738,,
TH72_to_TH72_TH71_interp_1,Interpolated Heat transmission,80.06390846568702,0.929675366224629,,
TH73_TH72_interp_10_to_TH72,Interpolated Heat transmission,80.065412236881,0.9159375392130582,,
TH73_TH72_interp_1_to_TH73_TH72_interp_2,Interpolated Heat transmission,100.08393800694749,0.9159379919342988,,
TH73_TH72_interp_2_to_TH73_TH72_interp_3,Interpolated Heat transmission,100.08208602824101,0.9159379422222735,,
TH73_TH72_interp_3_to_TH73_TH72_interp_4,Interpolated Heat transmission,100.08023408390775,0.9159378909176517,,
TH73_TH72_interp_4_to_TH73_TH72_interp_5,Interpolated Heat transmission,90.07672399059328,0.9159378413812829,,
TH73_TH72_interp_5_to_TH73_TH72_interp_6,Interpolated Heat transmission,90.07505718820137,0.9159377911377796,,
TH73_TH72_interp_6_to_TH73_TH72_interp_7,Interpolated Heat transmission,90.07339041674511,0.9159377401871754,,
TH72_TH71_interp_6_to_TH72_TH71_interp_7,Interpolated Heat transmission,70.05363224615677,0.9296750666936456,,
TH73_TH72_interp_7_to_TH73_TH72_interp_8,Interpolated Heat transmission,90.07172367622006,0.915937691357899,,
TH73_TH72_interp_9_to_TH73_TH72_interp_10,Interpolated Heat transmission,80.06689381444626,0.9159375892802254,,
TH73_to_TH73_TH72_interp_1,Interpolated Heat transmission,100.0857900200246,0.9159380420014543,,
TH7_TH6_interp_10_to_TH6,Interpolated Heat transmission,1452.2882795490707,14.867193228178293,,
TH7_TH6_interp_1_to_TH7_TH6_interp_2,Interpolated Heat transmission,1438.3719167237653,14.867320309608752,,
TH7_TH6_interp_2_to_TH7_TH6_interp_3,Interpolated Heat transmission,1438.8040111751657,14.867306188468284,,
TH7_TH6_interp_3_to_TH7_TH6_interp_4,Interpolated Heat transmission,1439.2362350194076,14.867292068387334,,
TH7_TH6_interp_4_to_TH7_TH6_interp_5,Interpolated Heat transmission,1439.6685882951456,14.867277949721482,,
TH7_TH6_interp_5_to_TH7_TH6_interp_6,Interpolated Heat transmission,1450.1088814731572,14.867263828935066,,
TH7_TH6_interp_6_to_TH7_TH6_interp_7,Interpolated Heat transmission,1450.5445001150308,14.867249708147531,,
TH7_TH6_interp_7_to_TH7_TH6_interp_8,Interpolated Heat transmission,1450.9802492045942,14.867235588773838,,
TH73_TH72_interp_8_to_TH73_TH72_interp_9,Interpolated Heat transmission,90.07005696663079,0.9159376397003509,,
TH68_to_TH68_TH67_interp_1,Interpolated Heat transmission,10.002732344304134,0.9102711408974655,,
TH68_TH67_interp_4_to_TH68_TH67_interp_5,Interpolated Heat transmission,10.001996572691482,0.9102711919628811,,
TH68_TH67_interp_3_to_TH68_TH67_interp_4,Interpolated Heat transmission,10.002180510524346,0.9102711803445487,,
TH61_TH60_interp_5_to_TH61_TH60_interp_6,Interpolated Heat transmission,150.19881437356221,0.9877437000873502,,
TH61_TH60_interp_6_to_TH61_TH60_interp_7,Interpolated Heat transmission,160.20713843595254,0.987743683422403,,
TH61_TH60_interp_7_to_TH61_TH60_interp_8,Interpolated Heat transmission,160.2103354167645,0.9877436664039952,,
TH61_TH60_interp_8_to_TH61_TH60_interp_9,Interpolated Heat transmission,160.21353246131807,0.9877436500041622,,
TH61_TH60_interp_9_to_TH61_TH60_interp_10,Interpolated Heat transmission,160.21672956961652,0.9877436333392032,,
TH61_to_TH61_TH60_interp_1,Interpolated Heat transmission,150.1838289609473,0.9877437833237508,,
TH62_TH61_interp_10_to_TH61,Interpolated Heat transmission,150.17907715334624,1.5661486261428927,,
TH62_TH61_interp_1_to_TH62_TH61_interp_2,Interpolated Heat transmission,150.13631762897973,1.5661500117378349,,
TH62_TH61_interp_2_to_TH62_TH61_interp_3,Interpolated Heat transmission,150.14106808783197,1.5661498580182118,,
TH62_TH61_interp_3_to_TH62_TH61_interp_4,Interpolated Heat transmission,150.14581869652704,1.566149703591006,,
TH62_TH61_interp_4_to_TH62_TH61_interp_5,Interpolated Heat transmission,150.15056945506754,1.5661495491660278,,
TH62_TH61_interp_5_to_TH62_TH61_interp_6,Interpolated Heat transmission,150.15532036345817,1.5661493947384821,,
TH62_TH61_interp_6_to_TH62_TH61_interp_7,Interpolated Heat transmission,150.16007142170363,1.566149241373033,,
TH62_TH61_interp_7_to_TH62_TH61_interp_8,Interpolated Heat transmission,150.16482262981185,1.5661490869467167,,
TH62_TH61_interp_8_to_TH62_TH61_interp_9,Interpolated Heat transmission,150.1695739877843,1.5661489339341816,,
TH62_TH61_interp_9_to_TH62_TH61_interp_10,Interpolated Heat transmission,150.17432549563003,1.5661487784469643,,
TH62_to_TH62_TH61_interp_1,Interpolated Heat transmission,150.13156731996347,1.566150166163929,,
TH63_TH62_interp_10_to_TH62,Interpolated Heat transmission,150.12762640849073,1.2993339572882634,,
TH43_TH13_interp_6_to_TH43_TH13_interp_7,Interpolated Heat transmission,752.7058677040287,2.404185351454516,,
TH63_TH62_interp_2_to_TH63_TH62_interp_3,Interpolated Heat transmission,140.0946784820089,1.2993341699286365,,
TH63_TH62_interp_3_to_TH63_TH62_interp_4,Interpolated Heat transmission,150.10004292231378,1.299334141759898,,
TH61_TH60_interp_4_to_TH61_TH60_interp_5,Interpolated Heat transmission,150.1958171715253,0.9877437165754194,,
TH61_TH60_interp_3_to_TH61_TH60_interp_4,Interpolated Heat transmission,150.19282002924612,0.9877437334170959,,
TH61_TH60_interp_2_to_TH61_TH60_interp_3,Interpolated Heat transmission,150.18982294672432,0.9877437499938311,,
TH61_TH60_interp_1_to_TH61_TH60_interp_2,Interpolated Heat transmission,150.18682592395845,0.9877437666588652,,
TH5_TH4_interp_1_to_TH5_TH4_interp_2,Interpolated Heat transmission,1467.9806186765752,12.242071886520458,,
TH5_TH4_interp_2_to_TH5_TH4_interp_3,Interpolated Heat transmission,1468.3437289411127,12.242069813564642,,
TH5_TH4_interp_3_to_TH5_TH4_interp_4,Interpolated Heat transmission,1468.706928960766,12.242067740078355,,
TH5_TH4_interp_4_to_TH5_TH4_interp_5,Interpolated Heat transmission,1469.0702187576908,12.242065667962489,,
TH5_TH4_interp_5_to_TH5_TH4_interp_6,Interpolated Heat transmission,1469.4335983541039,12.242063595050993,,
TH5_TH4_interp_6_to_TH5_TH4_interp_7,Interpolated Heat transmission,1469.7970677721635,12.242061522360387,,
TH5_TH4_interp_7_to_TH5_TH4_interp_8,Interpolated Heat transmission,1470.1606270340628,12.242059449404564,,
TH5_TH4_interp_8_to_TH5_TH4_interp_9,Interpolated Heat transmission,1470.5242761619875,12.242057376625562,,
TH5_TH4_interp_9_to_TH5_TH4_interp_10,Interpolated Heat transmission,1470.8880151781407,12.24205530358151,,
TH5_to_TH5_TH4_interp_1,Interpolated Heat transmission,1467.6175981449887,12.242073959476071,,
TH63_TH62_interp_4_to_TH63_TH62_interp_5,Interpolated Heat transmission,150.10398311026816,1.2993341157093927,,
TH60_TH59_interp_10_to_TH59,Interpolated Heat transmission,170.25517782862005,0.7604885890157047,,
TH60_TH59_interp_2_to_TH60_TH59_interp_3,Interpolated Heat transmission,170.2342528067605,0.7604886524568862,,
TH60_TH59_interp_3_to_TH60_TH59_interp_4,Interpolated Heat transmission,170.23686829393904,0.7604886444770769,,
TH60_TH59_interp_4_to_TH60_TH59_interp_5,Interpolated Heat transmission,170.2394838212746,0.7604886365414227,,
TH60_TH59_interp_5_to_TH60_TH59_interp_6,Interpolated Heat transmission,170.24209938876797,0.7604886285174591,,
TH60_TH59_interp_6_to_TH60_TH59_interp_7,Interpolated Heat transmission,170.24471499641942,0.7604886205816465,,
TH60_TH59_interp_7_to_TH60_TH59_interp_8,Interpolated Heat transmission,170.24733064422992,0.7604886123807391,,
TH60_TH59_interp_8_to_TH60_TH59_interp_9,Interpolated Heat transmission,170.24994633219916,0.7604886046218129,,
TH60_TH59_interp_9_to_TH60_TH59_interp_10,Interpolated Heat transmission,170.25256206032924,0.7604885966420034,,
TH60_to_TH60_TH59_interp_1,Interpolated Heat transmission,170.2290219528722,0.7604886684167059,,
TH61_TH60_interp_10_to_TH60,Interpolated Heat transmission,170.2256250504287,0.9877436163206486,,
