techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_to,link_from,distance
LVEtransmission1640_to_LVEtransmission2833_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2833,LVEtransmission1640,
LVEtransmission2833_to_LVEtransmission146_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission146,LVEtransmission2833,
LVEtransmission146_to_LVEtransmission758_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission758,LVEtransmission146,
LVEtransmission1802_to_LVEtransmission2148_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2148,LVEtransmission1802,
LVEtransmission2148_to_LVEtransmission2814_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2814,LVEtransmission2148,
LVEtransmission2814_to_LVEtransmission1420_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1420,LVEtransmission2814,
LVEtransmission1420_to_LVEtransmission1751_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1751,LVEtransmission1420,
LVEtransmission1751_to_LVEtransmission2887_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2887,LVEtransmission1751,
LVEtransmission1802_to_LVEtransmission758_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission758,LVEtransmission1802,
LVEtransmission1309_to_LVEtransmission1078_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1078,LVEtransmission1309,
LVEtransmission1078_to_LVEtransmission2101_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2101,LVEtransmission1078,
LVEtransmission2101_to_LVEtransmission2819_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2819,LVEtransmission2101,
