id,Warmtevraag,share,Peak heat demand (kW)
0503100000000166,7121010.260468274,0.0005506131498160542,4.992976972055466
0503100000000167,8786175.275223918,0.0006793675990025673,6.160526276049951
0503100000001494,8292915.168395282,0.0006412275751625148,5.814671367189443
0503100000001495,9058285.12889898,0.0007004077686059965,6.3513191809291
0503100000001547,7253531.998648165,0.0005608600402163399,5.085896089263063
0503100000001548,8911836.099647118,0.0006890839875223601,6.24863478589407
0503100000001710,7071481.015614514,0.0005467834328911489,4.958248981229364
0503100000001711,8302912.630218931,0.0006420006022673126,5.821681200743763
0503100000001712,7498491.075230725,0.0005798008483039112,5.257651919368027
0503100000001713,9972630.857048512,0.0007711071164488348,6.992423040937818
0503100000001714,8148747.25021673,0.0006300801749163177,5.7135863990114375
0503100000001715,7290137.157936523,0.0005636904366514034,5.111562211161498
0503100000001716,7437073.063599194,0.0005750518641565899,5.214587985104647
0503100000001717,9479351.746163528,0.0007329656231707472,6.6465548071680285
0503100000001718,7300230.478962164,0.0005644708758136506,5.118639257480665
0503100000001719,8758264.613992285,0.0006772094814697908,6.140956399907796
0503100000001720,9642748.721820278,0.0007455998590650884,6.761122446718657
0503100000001721,6631835.675527714,0.0005127890280731977,4.6499866731252695
0503100000001722,8913820.161948264,0.0006892373998547548,6.250025933641145
0503100000001723,8257706.391557483,0.0006385051502808301,5.789984334656814
0503100000001928,7263521.6582572935,0.000561632464035683,5.09290045220633
0503100000001930,9413257.76322522,0.0007278550819977372,6.600212262679025
0503100000001931,9039809.160419872,0.0006989791635586679,6.338364546435069
0503100000008848,7736706.772156836,0.0005982202425222095,5.424679552474681
0503100000009003,7687581.982219841,0.0005944217989963772,5.390235149792927
0503100000009004,8415592.496099316,0.0006507132727457805,5.9006879645281565
0503100000009005,7951398.029741913,0.0006148206721316334,5.57521275858095
0503100000009006,7360457.893647876,0.0005691278002235863,5.160868391214903
0503100000009007,7297410.194889366,0.0005642528048602467,5.116661783370242
0503100000009009,8905763.125870878,0.0006886144110019823,6.244376651569368
0503100000009010,7206195.548534328,0.0005571998753036472,5.052705601296866
0503100000009011,8571466.599998511,0.0006627658226205012,6.009980857367955
0503100000009012,8729310.900011426,0.0006749707126616097,6.120655175520513
0503100000009013,7804879.031025365,0.0006034914808455211,5.472479303663522
0503100000009014,8410342.719748594,0.0006503073477735406,5.897007024399041
0503100000009015,7617391.94413209,0.0005889945412697939,5.34102060985814
0503100000009016,7556096.883965226,0.0005842550640169662,5.298042884406333
0503100000009017,8325516.822543523,0.0006437484112269466,5.837530386129036
0503100000009018,7598934.026704335,0.0005875673319719277,5.32807863206315
0503100000010265,7155769.849017791,0.0005533008424098717,5.017349051133813
0503100000010266,8731722.695905386,0.0006751571983546943,6.1223462335192185
0503100000010267,9190114.840712704,0.0007106011499109019,6.443753076014563
0503100000010268,7830045.752351291,0.0006054374305342525,5.49012523527242
0503100000010270,9435916.557329757,0.00072960711289456,6.616099732720539
0503100000010271,7321117.776667943,0.0005660859304702589,5.133284622764349
0503100000010272,8777063.74858427,0.0006786630744759647,6.154137625980932
0503100000010273,6907153.4618831,0.0005340772425260095,4.8430288563251755
0503100000010274,7887145.540095085,0.0006098525195221135,5.530161397963649
0503100000010275,9423692.203389628,0.000728661897288734,6.607528488544672
0503100000010276,7482865.387752062,0.0005785926336425124,5.246695791669881
0503100000010277,7384082.150808251,0.0005709544829794518,5.177432806609512
0503100000010278,7198113.656334791,0.0005565749645174398,5.0470388910736075
0503100000010279,7516594.803676952,0.0005812006708822507,5.2703455535482995
0503100000010280,8686377.7984223,0.0006716510249441808,6.090552145229509
0503100000010281,8634012.563867535,0.0006676020226700065,6.05383566811394
0503100000010364,7861008.086376079,0.0006078315105368734,5.5118348263461865
0503100000010365,6732293.820600655,0.0005205566865458106,4.720424038984593
0503100000010366,9978802.818881951,0.0007715843469570565,6.996750581859624
