id,Warmtevraag,share,Peak heat demand (kW)
0503100000000166,7428468.372431123,0.0005414917064373609,5.649411383939192
0503100000000167,8562360.857168471,0.0006241458076186498,6.511745958211847
0503100000001494,9727209.393147275,0.0007090564230867204,7.397622864432002
0503100000001495,10176744.691001667,0.0007418249055429953,7.739498161176377
0503100000001547,6871605.360864582,0.0005008996641391004,5.225912476881303
0503100000001548,11234311.274123393,0.0008189152968665969,8.543786258590224
0503100000001710,8695321.618956264,0.0006338378660861641,6.612863712720823
0503100000001711,8126519.436558221,0.0005923755283699423,6.1802849679051794
0503100000001712,7134232.900858656,0.0005200436690212664,5.425642884253676
0503100000001713,9507469.516902406,0.0006930386769518968,7.230508878597412
0503100000001714,8764585.951275133,0.0006388868290247131,6.665539807964815
0503100000001715,9187354.128548818,0.0006697041456318537,6.987058489032514
0503100000001716,8482209.198940104,0.0006183032225779789,6.450789961937106
0503100000001717,9998037.5232959,0.0007287982028174759,7.6035898881634205
0503100000001718,8334344.502575143,0.0006075247548316996,6.338337642421672
0503100000001719,8344182.569733421,0.0006082418921346397,6.345819573529598
0503100000001720,9379397.686266715,0.0006837029928457556,7.133109196498689
0503100000001721,7466048.208476733,0.0005442310557254988,5.677991158788952
0503100000001722,10306737.89601573,0.0007513006465543674,7.838359064315801
0503100000001723,8825467.504074885,0.000643324736580252,6.711840730337356
0503100000001928,8016491.6722220015,0.0005843551506986823,6.096607946852321
0503100000001930,9679586.317114422,0.0007055849806016814,7.361405122847925
0503100000001931,9913650.955351535,0.0007226469177361299,7.539413208167618
0503100000008848,7147476.302501773,0.0005210090352038003,5.435714600286334
0503100000009003,8890314.848154334,0.0006480517270233735,6.761157669643483
0503100000009004,10365712.474475443,0.000755599546882878,7.883209716995404
0503100000009005,7289323.954936318,0.000531348895794171,5.543590908331584
0503100000009006,7131932.195356836,0.0005198759611054848,5.423893178769124
0503100000009007,6924953.458443391,0.000504788427063682,5.266484144506859
0503100000009009,10557504.08736875,0.0007695800287990959,8.02906881834726
0503100000009010,8904844.59584474,0.0006491108602762229,6.772207662440461
0503100000009011,9434835.858026665,0.0006877441099001773,7.175270382754498
0503100000009012,9095128.553805009,0.0006629814430044146,6.916920179797513
0503100000009013,8363532.696127792,0.0006096524026780988,6.3605355040353695
0503100000009014,8411014.225486152,0.0006131135272420713,6.396645598207605
0503100000009015,8089193.907516691,0.0005896547165684968,6.1518985956266965
0503100000009016,8485210.12994174,0.0006185219728192812,6.453072194681876
0503100000009017,9649122.588869125,0.0007033643537692095,7.338237206594162
0503100000009018,8222662.405368835,0.0005993837860124495,6.253402487594723
0503100000010265,7170641.2348710755,0.000522697622693075,5.453331722157784
0503100000010266,8648357.14239094,0.0006304144316334208,6.577146841456545
0503100000010267,9053257.697756238,0.0006599293035652826,6.8850770488911355
0503100000010268,8787550.485643364,0.000640560808676931,6.683004525505814
0503100000010270,9413022.312990382,0.0006861540306088685,7.158681002080899
0503100000010271,7888261.384586848,0.0005750079160081229,5.999087756900331
0503100000010272,9851704.055551363,0.0007181313526425517,7.49230208062622
0503100000010273,7462030.609962529,0.0005439381963948579,5.674935742026799
0503100000010274,8331398.07976319,0.0006073099779172213,6.336096863604127
0503100000010275,9244698.186228909,0.000673884190573887,7.030669117228963
0503100000010276,7737168.449293146,0.0005639941286079564,5.884180335089275
0503100000010277,9532665.892479336,0.0006948753447174651,7.249670929760825
0503100000010278,9117508.492426151,0.0006646128090608282,6.93394030745766
0503100000010279,8551385.104227632,0.0006233457397054004,6.503398807695409
0503100000010280,10791102.18097872,0.0007866079575709027,8.206722092635184
0503100000010281,10202788.763705378,0.0007437233654493806,7.759304892987007
0503100000010364,8608312.56073487,0.0006274954168692213,6.546692607268448
0503100000010365,7749680.415914027,0.0005649061774741227,5.893695788762849
0503100000010366,9096479.740166428,0.0006630799365527313,6.9179477681548045
0503100000010367,7965685.41410339,0.0005806516729389271,6.057969369072834
0503100000010368,8908922.955278832,0.0006494081487209887,6.775309288382663
0503100000010369,8798917.346077481,0.0006413893860289122,6.691649116492358
0503100000010370,7842756.909426875,0.0005716909070811741,5.964481228730541
0503100000010371,7997814.063832527,0.0005829936627671298,6.082403471828659
0503100000010372,9225131.133664938,0.0006724578673869787,7.015788212584436
0503100000010373,8862627.870215176,0.0006460335089764328,6.7401014948690365
0503100000010374,9367858.570512569,0.0006828618590928437,7.124333603922433
0503100000010375,8955244.175881417,0.0006527846935928014,6.810536958188917
0503100000010376,8225419.213119495,0.0005995847411028373,6.255499062596337
0503100000010377,7584745.513161654,0.0005528833919596932,5.768261436686148
0503100000010378,7182430.713415027,0.0005235570064226285,5.462297717697871
0503100000010379,9038434.9135968,0.0006588488096752588,6.87380419944578
0503100000010380,8284110.760294545,0.0006038630101133394,6.300134467652685
0503100000010381,8627390.817774698,0.0006288861097338078,6.56120177889076
0503100000010382,8867022.816954374,0.0006463538747759753,6.743443888064434
0503100000010383,9493893.50013324,0.0006920490650805936,7.220184206021715
0503100000010384,7186210.194706013,0.0005238325084064964,5.465172044350446
0503100000010385,9081302.070024725,0.0006619735735593483,6.9064050249968165
0503100000010386,7721170.040844714,0.000562827938613371,5.872013413688773
0503100000010387,7865154.866687115,0.0005733235865905289,5.9815150597141375
0503100000010388,8098550.303619702,0.0005903367428810441,6.159014211929669
0503100000010389,7448518.771188069,0.0005429532627223607,5.664659877344697
0503100000010390,9150263.166396419,0.0006670004323786824,6.958850506805293
0503100000010391,8900114.182716254,0.0006487660409475705,6.768610144292846
0503100000010392,9023228.379233757,0.0006577403426497005,6.862239504809714
0503100000010393,8055935.156757118,0.0005872303490138589,6.1266050417288245
0503100000010394,11283441.49176384,0.0008224966011212527,8.581150193780879
0503100000010395,8554304.483808491,0.0006235585453271952,6.505619019912958
0503100000010396,8560820.946103135,0.0006240335571480648,6.510574843162741
0503100000010398,8320062.159409461,0.0006064836559153454,6.327475802803564
0503100000010399,9153754.45307014,0.0006672549266679267,6.961505659077639
0503100000010400,7849152.2711558165,0.0005721570913821991,5.9693449540026275
0503100000010401,9082271.596205818,0.0006620442463225499,6.907142357643317
0503100000010402,8353605.64252253,0.000608928778785917,6.352985898001551
0503100000011809,7837252.276525421,0.0005712896516791613,5.960294910068502
0503100000011810,10139840.291154047,0.0007391347915858979,7.711432061118614
0503100000011811,9408912.683803797,0.0006858544627828375,7.155555595234363
0503100000011812,9422172.374701636,0.0006868210163563507,7.165639699379409
0503100000011813,8749325.896025667,0.0006377744606409386,6.653934410253785
0503100000011814,8210868.350130489,0.0005985240686687599,6.244433011440851
0503100000011815,10112038.358840577,0.0007371081940403596,7.690288462595649
0503100000011816,8760761.333958773,0.0006386080368897434,6.662631154993169
0503100000011817,8520755.282853346,0.0006211130056595252,6.4801045762489755
0503100000011818,8362153.995751867,0.0006095519035197533,6.359486991043419
0503100000011819,9306503.88990655,0.0006783894632995775,7.077672863956173
0503100000011820,8244020.078439303,0.0006009406349154319,6.269645173883401
0503100000011821,8937523.22239203,0.0006514929401836764,6.797060027096533
0503100000011822,9021813.47559402,0.0006576372044860961,6.861163458937435
0503100000011823,7349049.881763021,0.0005357025650049022,5.589012967632978
0503100000011824,8538252.20629932,0.000622388428594531,6.493411130648055
0503100000011825,7635729.774393841,0.0005565998451007637,5.807035387299682
0503100000011826,9357161.325000275,0.0006820820927350668,7.11619826059941
0503100000019293,136220678.20702446,0.009929687224371396,103.5969477970362
0503100000019294,114453983.08841053,0.00834302301684477,87.04319687171765
0503100000019295,113345204.26943111,0.008262199554369116,86.19996144710979
0503100000019296,175943854.64346927,0.012825273436128173,133.80675066826154
0503100000019367,174644125.04801503,0.012730530783771786,132.81829560532387
0503100000019368,177009057.67952845,0.012902920480011213,134.61684635103413
0503100000019369,126463087.90245348,0.009218416211311998,96.17621999922538
0503100000019370,103809827.56063758,0.007567126607066809,78.9482289192136
0503100000019374,126461848.70941618,0.009218325881419112,96.17527758271355
0503100000019375,119549779.75588295,0.008714476659074441,90.91859221031778
0503100000019377,174892556.44707215,0.012748639973373685,133.0072297305831
0503100000019378,118185588.41635254,0.008615035124249997,89.8811134600526
0503100000019379,133373411.40689772,0.009722138200671577,101.4315779432121
0503100000019380,118256619.79380925,0.008620212894398736,89.93513340767868
0503100000019684,212827261.26883975,0.015513857110646618,161.85688520758822
0503100000019685,178175380.94153166,0.01298793859434331,135.50384479854284
0503100000019686,130613758.67352289,0.0095209757277565,99.33283930881113
0503100000019751,116972906.35469122,0.008526637725753697,88.95885876355638
0503100000019754,158456726.6752464,0.011550564533907655,120.50764581069477
0503100000019755,109026524.87954596,0.00794739319656545,82.9155701990636
0503100000019756,125163394.07982981,0.009123676166584814,95.18779214182003
0503100000019757,117934475.78861529,0.00859673048882797,89.6901402382974
0503100000019758,117912585.17872036,0.008595134791961176,89.67349224916403
0503100000019761,121933354.68261975,0.008888225269123059,92.73132057509804
0503100000019762,121892838.64629751,0.008885271888083216,92.70050779575305
0503100000019763,124878722.06188574,0.009102925248758525,94.97129672739102
0503100000019764,129262664.61396787,0.009422488907703393,98.30532114784674
0503100000019765,121355294.58342859,0.008846088083657472,92.29170110830574
0503100000019766,127280154.75993928,0.009277975585432157,96.79760607434831
0503100000019767,116073407.95832793,0.008461069576686513,88.27478282414617
0503100000019768,122188021.87609851,0.008906789011506645,92.92499707337785
0503100000019769,126882615.08467409,0.009248997278418722,96.49527387685986
0503100000019770,122069691.89506072,0.008898163451008512,92.83500614813984
0503100000019771,127672252.471571,0.009306557205265069,97.09579961366923
0503100000019773,0.0,0.0,0.0
0503100000019841,901318245.9848174,0.06570080541404003,685.4599500370889
0503100000019844,10209076.374697799,0.000744181695354686,7.76408667293645
0503100000019845,770169677.120053,0.056140845165039525,585.7203831727215
0503100000019846,128690778.84469715,0.009380801794618424,97.87039730981557
0503100000019847,142183582.2954063,0.010364347903835726,108.13178547141632
0503100000019852,8678802.388729354,0.0006326337112434514,6.600300702067892
0503100000019853,9827739.948032923,0.0007163845099795921,7.474077179471218
0503100000019854,312696896.571476,0.022793766848433258,237.80856546007084
0503100000019856,127991496.03769395,0.009329828185865946,97.33858697524671
0503100000019857,122585822.4499765,0.008935786336496325,93.22752768641031
0503100000023052,273897402.8544168,0.01996551168082322,208.30123090511526
0503100000026755,7935764.809872059,0.0005784706366565369,6.035214503105289
0503100000026756,8303860.64479002,0.0006053026606740236,6.315154417487069
0503100000026757,7620017.43159315,0.0005554545076114301,5.795086021180549
0503100000026758,8381400.18137235,0.0006109548373913873,6.3741238737345105
0503100000026759,8130492.309856819,0.0005926651274950999,6.1833063707724705
0503100000026760,8679400.917389803,0.0006326773404667918,6.600755888044116
0503100000026761,8708089.865670305,0.0006347685962656259,6.622574069516169
0503100000026762,8486367.18298348,0.0006186063151890134,6.453952143050519
0503100000026763,8418725.200719744,0.0006136756120391244,6.402509858386406
0503100000026764,8306789.665330628,0.000605516169065149,6.317381961733917
0503100000026765,8157837.808503345,0.0005946584537075991,6.2041028477321785
0503100000026766,7652724.950198072,0.0005578386935801609,5.819960358484428
0503100000026767,8590983.376647942,0.000626232221148119,6.533513620033555
0503100000026768,7894617.03906307,0.0005754712058836816,6.003921284479664
0503100000026769,7520710.203867117,0.0005482155940821618,5.719562056522505
0503100000026770,8182292.210919864,0.0005964410359884325,6.222700622195624
0503100000026771,7480827.241061217,0.0005453083603827233,5.689230734801182
0503100000026772,8370322.938513912,0.000610147371459339,6.365699539299789
0503100000026773,8803713.58994213,0.0006417390040315137,6.6952966994570575
0503100000026774,8941557.587969555,0.0006517870217347365,6.800128195348448
0503100000026775,9241672.289157879,0.0006736636204527868,7.028367897582778
0503100000026776,8374876.5776284225,0.0006104793050008166,6.369162619353724
0503100000026777,7299979.782306554,0.0005321256430126992,5.55169475281642
0503100000026848,7685619.833558908,0.0005602365373389394,5.844977188228464
0503100000026849,8281226.106005159,0.0006036527357613022,6.297940664305327
0503100000026850,8446669.951228805,0.0006157126201921477,6.42376207132348
0503100000026851,8475596.19896483,0.0006178211737272938,6.445760720986044
0503100000026852,8459545.432547444,0.0006166511671443441,6.433553980918891
0503100000026853,8439333.47098045,0.0006151778338795791,6.418182617665588
0503100000026854,7464553.528647091,0.0005441221023462889,5.6768544424671505
0503100000026855,7005054.106569811,0.0005106272937675754,5.327401347178909
0503100000026856,7215884.630111327,0.000525995600427568,5.487739696898165
0503100000026857,8133755.658677519,0.0005929030064538608,6.185788174430121
0503100000026858,8358270.1851735,0.0006092687965437091,6.356533321108453
0503100000026859,8488985.462186081,0.0006187971723620219,6.4559433659503025
0503100000026860,8695737.922095705,0.0006338682121394915,6.613180314687368
0503100000026861,8696228.012670677,0.0006339039368634111,6.613553032606404
0503100000026862,8330493.785600944,0.0006072440601849935,6.335409140445261
0503100000026863,8556888.213897614,0.000623746884072787,6.507583967927368
0503100000026864,8552287.40621497,0.0006234115122197801,6.5040850157888475
0503100000026865,8013203.211808997,0.0005841154412523586,6.094107045621886
0503100000026866,7003228.901451146,0.0005104942470364387,5.32601326365234
0503100000026867,40674762.88157952,0.002964951273592535,30.933492200764334
0503100000026868,9172866.61168463,0.0006686480907581541,6.976040613126722
0503100000026869,7723697.671853792,0.0005630121880655769,5.873935697890732
0503100000026870,8536161.292092979,0.0006222360132317886,6.491820973171721
0503100000026871,8617361.669879466,0.0006281550437676315,6.55357452930849
0503100000026872,8346919.287223894,0.0006084413827630784,6.347900869722859
0503100000026873,7646116.01233284,0.0005573569408334353,5.814934206801511
0503100000026954,8800576.776650636,0.0006415103487695098,6.692911127111617
0503100000026955,8990133.083583493,0.0006553278900123279,6.837070259868816
0503100000026956,8698618.22677563,0.0006340781694305504,6.615370810120904
0503100000031164,7945363.144075747,0.0005791702988353785,6.042514115326618
0503100000031165,7980398.486441205,0.0005817241694816475,6.069158781774173
0503100000031166,7502095.529515335,0.0005468586936722562,5.705405443352881
0503100000031261,7382521.67400671,0.0005381424620322379,5.614468541334298
0503100000031359,180548655.97507876,0.013160936402684254,137.3087400097143
0503100000031360,118056181.23731835,0.008605602101089998,89.78269823449783
0503100000031361,122622479.50078449,0.008938458420161464,93.25540567548606
0503100000031362,328676643.1935555,0.023958596505504897,249.96129438791777
0503100000031363,1165171773.1753798,0.08493417756087135,886.1227307705869
0503100000031364,622666189.5952584,0.045388707421317356,473.5427659554336
0503100000031365,127539463.19949365,0.009296877647390045,96.99481227849756
0503100000031405,8119662.483832905,0.000591875696796859,6.175070198878323
0503100000031644,8488082.075820878,0.0006187313208028659,6.455256333178566
0503100000031733,8105462.875596859,0.0005908406287708559,6.164271279855674
0503100000033984,0.0,0.0,0.0
0503100000035337,2222104126.9771395,0.16197833729277414,1689.9284915625867
