run_id,neighborhood,year,scenario,topology_source,success,duration_seconds,scenario_info_neighborhood_name,scenario_info_year,scenario_info_scenario_type,scenario_info_topology_source,scenario_info_timestamp,scenario_info_spacing_m,technology_parameters_heat_pump_cop,technology_parameters_heat_substation_eff,technology_parameters_hybrid_threshold_kW,postprocessing_parameters_pipe_sizing_heat_capacity,postprocessing_parameters_pipe_sizing_density,postprocessing_parameters_pipe_sizing_delta_T,postprocessing_parameters_pipe_sizing_flow_speed,postprocessing_parameters_distance_factors_Heat transmission main,postprocessing_parameters_distance_factors_LQ heat distribution main,postprocessing_parameters_distance_factors_LQ heat distribution secondary,postprocessing_parameters_distance_factors_LV electricity distribution main,postprocessing_parameters_distance_factors_LV electricity distribution secondary,postprocessing_parameters_heat_loss_rates_Heat transmission main,postprocessing_parameters_heat_loss_rates_LQ heat distribution main,postprocessing_parameters_heat_loss_rates_LQ heat distribution secondary,postprocessing_parameters_electricity_resistance_rates_LV electricity distribution main,postprocessing_parameters_electricity_resistance_rates_LV electricity distribution secondary,model_size_num_nodes,model_size_num_techs,model_size_num_carriers,model_size_num_links,results_summary_total_capacity_installed,results_summary_supply_geothermal_capacity_original_kW,results_summary_supply_geothermal_capacity_adjusted_kW,results_summary_supply_geothermal_additional_for_losses_kW,results_summary_heat_pump_capacity_kW,results_summary_heat_pump_electricity_capacity_kW,results_summary_supply_LV_electricity_capacity_kW,results_summary_total_heat_demand_kW,results_summary_heat_losses_total_system_losses_kW,results_summary_heat_losses_LQ_network_losses_kW,results_summary_heat_losses_HQ_network_losses_kW,results_summary_heat_losses_substation_efficiency_losses_kW,results_summary_heat_losses_loss_percentage,results_summary_district_heating_efficiency,execution_time_total_seconds,heat_loss_info_apply_heat_losses,heat_loss_info_total_system_losses_kw,electricity_loss_info_apply_electricity_losses,electricity_loss_info_total_lv_losses_kw,unmet_demand_info_total_unmet_demand_kw,unmet_demand_info_num_unmet_nodes,unmet_demand_info_total_demand_nodes,unmet_demand_info_unmet_demand_fraction,connectivity_info_num_isolated_demand_nodes_requiring_bridges,connectivity_info_isolated_demand_nodes_list,connectivity_info_total_demand_nodes_in_network,connectivity_info_connectivity_status,supply_losses_substation_multatulibuurt,supply_losses_geothermie_delft,results_summary_supply_geothermal_capacity_kW,results_summary_supply_LV_electricity_capacity_original_kW,results_summary_supply_LV_electricity_capacity_adjusted_kW,results_summary_supply_LV_electricity_additional_for_losses_kW,results_summary_electricity_losses_total_lv_losses_kW,results_summary_electricity_losses_loss_percentage,supply_losses_MV_LV_transformer1,supply_losses_MV_LV_transformer11,supply_losses_MV_LV_transformer12,supply_losses_MV_LV_transformer2,supply_losses_MV_LV_transformer3,supply_losses_MV_LV_transformer4,supply_losses_MV_LV_transformer7,supply_losses_MV_LV_transformer9,supply_losses_MV_LV_transformer10,supply_losses_MV_LV_transformer5,supply_losses_MV_LV_transformer6,supply_losses_MV_LV_transformer8,supply_losses_substation_holstbuurt,supply_losses_substation_mythologiebuurt,supply_losses_substation_poptahofzuid
mythologiebuurt_2020_full_electrification_stedin_f0170188,mythologiebuurt,2020,full_electrification,stedin,True,55.901992,Mythologiebuurt,2020,full_electrification,stedin,2026-01-21T19:10:29.344175,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,980,1047,3,1041,48567.50151377832,,,,4704.981160295047,1176.2452900737617,,4704.981160295047,,,,,,,52.53081440005917,True,0.0,True,63.735725321013895,0.0,0,14,0/14,4,"D0503100000018977, D0503100000023386, D0503100000036714, D0503100000018878",14,partially_connected_with_emergency_links,,,0.0,1176.245290073762,1239.9810153947758,63.735725321013895,63.735725321013895,5.418574327895252,0.694594312439808,,,44.00992715898573,16.40792634866764,2.623277500920688,,,,,,,,,
mythologiebuurt_2020_full_electrification_osm_c1ee3e58,mythologiebuurt,2020,full_electrification,osm,True,68.573062,Mythologiebuurt,2020,full_electrification,osm,2026-01-21T19:11:38.081458,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1130,1153,3,1147,54995.440804867016,,,,4704.981160295047,1176.2452900737617,,4704.981160295047,,,,,,,65.0889049002435,True,0.0,True,111.56300339075939,0.0,0,14,0/14,0,,14,fully_connected,,,0.0,1176.2452900737617,1287.808293464521,111.56300339075939,111.56300339075939,9.48467163543442,3.364751257362516,,,31.502105488345716,76.69614664505116,,,,,,,,,,
mythologiebuurt_2020_hybrid_stedin_b74464e2,mythologiebuurt,2020,hybrid,stedin,True,129.831185,Mythologiebuurt,2020,hybrid,stedin,2026-01-21T19:13:48.351313,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1832,1901,3,1894,448357.15966636955,5173.3312209565875,5318.220922428212,144.8897014716249,48.98306143411877,12.245765358529692,,4704.981160295047,662.2228235672823,70.60421680778713,66.44057168519291,525.1780350743022,14.074930398355828,,126.11520859994926,True,662.2228235672823,True,0.010760334844539502,0.0,0,14,0/14,4,"D0503100000023386, D0503100000018878, D0503100000036714, D0503100000018977",14,partially_connected_with_emergency_links,,144.8897014716249,,12.245765358529692,12.25652569337423,0.010760334844539502,0.010760334844539502,0.08786984340708828,,,,0.010758305085562761,,2.029758976740953e-06,,,,,,,,70.60421680778713,
mythologiebuurt_2020_hybrid_osm_92fc3d75,mythologiebuurt,2020,hybrid,osm,True,186.254755,Mythologiebuurt,2020,hybrid,osm,2026-01-21T19:16:54.523254,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2225,2268,3,2261,330593.13154435053,5173.3312209565875,5322.785416187712,149.4541952311247,48.98306143411877,12.245765358529692,,4704.981160295047,666.7873173267874,74.71226119134221,66.44057168519291,525.6344844502522,14.17194446927336,,182.32099629985169,True,666.7873173267874,True,0.044792668310738956,0.0,0,14,0/14,0,,14,fully_connected,,149.4541952311247,,12.245765358529692,12.290558026840431,0.044792668310738956,0.044792668310738956,0.36578088015984217,,,,0.007732628176695632,0.037060040134043314,,,,,,,,,74.71226119134221,
poptahofzuid_2013_district_heating_stedin_19f5ad2d,poptahofzuid,2013,district_heating,stedin,True,43.873492,Poptahof-Zuid,2013,district_heating,stedin,2026-01-21T19:17:39.051509,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,787,786,3,781,954436.3147039632,8356.064066676445,8541.371085470135,185.30701879369008,0.0,0.0,0.0,7520.457660008799,1020.9134254613356,86.59999481577329,89.08480233172058,845.2286283138417,13.575150231749872,0.880474292096028,40.52191029989626,True,1020.9134254613356,True,0.0,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,185.30701879369008,,,,,,,,,,,,,,,,,,,,,86.59999481577329
poptahofzuid_2013_district_heating_osm_b56a6055,poptahofzuid,2013,district_heating,osm,True,68.312053,Poptahof-Zuid,2013,district_heating,osm,2026-01-21T19:18:47.677140,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1133,3,1128,517503.0883146926,8356.064066676445,8573.285483160902,217.22141648445722,0.0,0.0,0.0,7520.4576600088,1052.8278231521035,115.32295273746443,89.08480233172058,848.4200680829184,13.999517991447233,0.8771966913711203,64.83988700003829,True,1052.8278231521035,True,0.0,0.0,0,36,0/36,0,,36,fully_connected,,217.22141648445722,,,,,,,,,,,,,,,,,,,,,115.32295273746443
poptahofzuid_2013_full_electrification_stedin_08dedfa1,poptahofzuid,2013,full_electrification,stedin,True,95.645487,Poptahof-Zuid,2013,full_electrification,stedin,2026-01-21T19:20:23.944208,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1485,1547,3,1541,61644.96331378912,,,,7520.457660008799,1880.1144150022,,7520.457660008799,,,,,,,92.11525049991906,True,0.0,True,213.95316312514947,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,,0.0,1880.1144150022,2094.0675781273494,213.95316312514947,213.95316312514947,11.379794836842368,0.900857595703926,,,0.042543236697459075,,203.92296878647267,,,,2.788446887611151,6.298346618664298,,,,
poptahofzuid_2013_full_electrification_osm_6b2df0cd,poptahofzuid,2013,full_electrification,osm,True,68.007747,Poptahof-Zuid,2013,full_electrification,osm,2026-01-21T19:21:32.869369,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1139,3,1133,25370.205024527066,,,,7520.4576600088,1880.1144150022,,7520.4576600088,,,,,,,64.5794322002912,True,0.0,True,137.52319991715274,0.0,0,36,0/36,0,,36,fully_connected,,,0.0,1880.1144150022,2017.637614919353,137.52319991715274,137.52319991715274,7.314618664683331,1.6672145960918403,,,0.044785871282172325,,124.83065127992685,,,,3.058892095452395,7.921656074399535,,,,
poptahofzuid_2013_hybrid_stedin_c5ff17d9,poptahofzuid,2013,hybrid,stedin,True,183.365523,Poptahof-Zuid,2013,hybrid,stedin,2026-01-21T19:24:36.674802,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2213,2276,3,2269,942106.7905548062,8188.3646318777555,8340.136139849508,151.77150797175273,150.92949131882045,37.732372829705106,,7520.4576600088,970.60797115953,56.41803507603041,89.08480233172058,825.1051337517791,12.9062354319324,,179.4839940998936,True,970.60797115953,True,0.05742421381571615,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,151.77150797175273,,37.732372829705106,37.78979704352082,0.05742421381571615,0.05742421381571615,0.1521881861893098,,,,0.042543236697459075,,,,,,0.014880977118257104,,,,,56.41803507603041
poptahofzuid_2013_hybrid_osm_3b96e151,poptahofzuid,2013,hybrid,osm,True,176.116583,Poptahof-Zuid,2013,hybrid,osm,2026-01-21T19:27:33.458814,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2159,2216,3,2209,507868.6671184972,8188.3646318777555,8358.775768509531,170.41113663177566,150.92949131882045,37.732372829705106,,7520.4576600088,989.247599819553,73.19370087005099,89.08480233172058,826.9690966177815,13.154087750271243,,172.25987120019272,True,989.247599819553,True,0.05291725363317162,0.0,0,36,0/36,0,,36,fully_connected,,170.41113663177566,,37.732372829705106,37.785290083338275,0.05291725363317162,0.05291725363317162,0.14024364137394532,,,,0.044785871282172325,,,,,,0.008131382350999318,,,,,73.19370087005099
poptahofzuid_2019_district_heating_stedin_f8340853,poptahofzuid,2019,district_heating,stedin,True,43.668197,Poptahof-Zuid,2019,district_heating,stedin,2026-01-21T19:28:17.706018,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,787,786,3,781,819602.0422613596,7129.364286887368,7314.671305681055,185.30701879368735,0.0,0.0,0.0,6416.427858198631,898.2434474824278,86.59999481577329,89.08480233172058,722.5586503349339,13.999120185457889,0.8771997523956013,40.312556599848904,True,898.2434474824278,True,0.0,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,185.30701879368735,,,,,,,,,,,,,,,,,,,,,86.59999481577329
poptahofzuid_2019_district_heating_osm_30001808,poptahofzuid,2019,district_heating,osm,True,68.481521,Poptahof-Zuid,2019,district_heating,osm,2026-01-21T19:29:26.698511,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1133,3,1128,439837.9319406865,7129.364286887368,7346.585703371824,217.2214164844563,0.0,0.0,0.0,6416.427858198631,930.1578451731959,115.32295273746445,89.08480233172058,725.7500901040108,14.496505933354817,0.8733890976394268,65.03986300015822,True,930.1578451731959,True,0.0,0.0,0,36,0/36,0,,36,fully_connected,,217.2214164844563,,,,,,,,,,,,,,,,,,,,,115.32295273746445
poptahofzuid_2019_full_electrification_stedin_b5e31cc9,poptahofzuid,2019,full_electrification,stedin,True,94.125597,Poptahof-Zuid,2019,full_electrification,stedin,2026-01-21T19:31:01.484813,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1485,1547,3,1541,52175.86850186248,,,,6416.427858198631,1604.1069645496575,,6416.427858198631,,,,,,,90.5350195998326,True,0.0,True,161.19251923754373,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,,0.0,1604.1069645496577,1765.2994837872016,161.19251923754373,161.19251923754373,10.048738818536174,0.582587343131318,,,0.028683801487810894,,155.30982243369664,,,,1.8578105221944996,3.413615137033469,,,,
poptahofzuid_2019_full_electrification_osm_f042c626,poptahofzuid,2019,full_electrification,osm,True,67.640847,Poptahof-Zuid,2019,full_electrification,osm,2026-01-21T19:32:10.091875,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1139,3,1133,20749.457885006228,,,,6416.427858198631,1604.1069645496575,,6416.427858198631,,,,,,,64.21466100006364,True,0.0,True,104.06622377576139,0.0,0,36,0/36,0,,36,fully_connected,,,0.0,1604.1069645496577,1708.1731883254192,104.06622377576139,104.06622377576139,6.487486562654336,1.0450591902559285,,,0.034537941271117846,,96.70781288083559,,,,1.9967401703084695,4.282073593090242,,,,
poptahofzuid_2019_hybrid_stedin_3607bda1,poptahofzuid,2019,hybrid,stedin,True,182.514365,Poptahof-Zuid,2019,hybrid,stedin,2026-01-21T19:35:12.429272,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2213,2276,3,2269,809957.8439044598,6989.9022200593645,7141.673728031115,151.7715079717509,125.51586014520342,31.378965036300855,,6416.427858198631,850.761729977691,56.41803507603041,89.08480233172058,705.2588925699399,13.259117826605419,,178.63018510001712,True,850.761729977691,True,0.037955597177702145,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,151.7715079717509,,31.37896503630086,31.41692063347856,0.037955597177702145,0.037955597177702145,0.12095872866996439,,,,0.028683801487810894,,,,,,0.009271795689891255,,,,,56.41803507603041
poptahofzuid_2019_hybrid_osm_5af392ad,poptahofzuid,2019,hybrid,osm,True,176.600801,Poptahof-Zuid,2019,hybrid,osm,2026-01-21T19:38:09.775935,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2159,2216,3,2209,431996.98275104235,6989.902220059364,7160.313356691138,170.41113663177475,125.51586014520342,31.378965036300855,,6416.427858198631,869.4013586377139,73.19370087005099,89.08480233172058,707.1228554359423,13.549616357438365,,172.84182779991534,True,869.4013586377139,True,0.03959088482734082,0.0,0,36,0/36,0,,36,fully_connected,,170.41113663177475,,31.37896503630086,31.4185559211282,0.03959088482734082,0.03959088482734082,0.12617014226422057,,,,0.03453794127111784,,,,,,0.00505294355622296,,,,,73.19370087005099
poptahofzuid_2020_district_heating_stedin_2225618a,poptahofzuid,2020,district_heating,stedin,True,43.788475,Poptahof-Zuid,2020,district_heating,stedin,2026-01-21T19:38:54.360865,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,787,786,3,781,735211.26414188,6367.893751017931,6553.200769811618,185.30701879368644,0.0,0.0,0.0,5731.1043759161375,822.0963938954841,86.59999481577329,89.08480233172058,646.4115967479902,14.344467313318981,0.8745504032651341,40.416387200006284,True,822.0963938954841,True,0.0,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,185.30701879368644,,,,,,,,,,,,,,,,,,,,,86.59999481577329
poptahofzuid_2020_district_heating_osm_d70277a6,poptahofzuid,2020,district_heating,osm,True,68.377156,Poptahof-Zuid,2020,district_heating,osm,2026-01-21T19:40:03.382614,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1133,3,1128,394431.1243841465,6367.89375101793,6585.115167502387,217.2214164844563,0.0,0.0,0.0,5731.104375916138,854.010791586252,115.32295273746445,89.08480233172058,649.603036517067,14.901330277198715,0.8703119429405274,64.95308250002563,True,854.010791586252,True,0.0,0.0,0,36,0/36,0,,36,fully_connected,,217.2214164844563,,,,,,,,,,,,,,,,,,,,,115.32295273746445
poptahofzuid_2020_full_electrification_stedin_b288bec8,poptahofzuid,2020,full_electrification,stedin,True,93.557806,Poptahof-Zuid,2020,full_electrification,stedin,2026-01-21T19:41:36.918360,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1485,1547,3,1541,46429.413313202116,,,,5731.104375916138,1432.7760939790346,,5731.104375916138,,,,,,,90.08581860014237,True,0.0,True,128.0203308841916,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,,0.0,1432.7760939790344,1560.796424863226,128.0203308841916,128.0203308841916,8.935124715032053,0.4660515706648051,,,0.024824921171092935,,123.78531893624633,,,,1.378107237202445,2.3660282189069033,,,,
poptahofzuid_2020_full_electrification_osm_5da88daa,poptahofzuid,2020,full_electrification,osm,True,67.837723,Poptahof-Zuid,2020,full_electrification,osm,2026-01-21T19:42:45.101112,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,1109,1139,3,1133,18144.33688646711,,,,5731.104375916138,1432.7760939790346,,5731.104375916138,,,,,,,64.42397200013511,True,0.0,True,82.95601347919578,0.0,0,36,0/36,0,,36,fully_connected,,,0.0,1432.7760939790344,1515.73210745823,82.95601347919578,82.95601347919578,5.789879788461186,0.8687783614821274,,,0.02848908090390544,,77.58870809024249,,,,1.5057065325530155,2.964331414014269,,,,
poptahofzuid_2020_hybrid_stedin_e29f6850,poptahofzuid,2020,hybrid,stedin,True,179.010734,Poptahof-Zuid,2020,hybrid,stedin,2026-01-21T19:45:44.156470,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2213,2276,3,2269,726216.0822010735,6242.268184988307,6394.039692960057,151.77150797175,113.06300942666104,28.265752356665264,,5731.104375916138,775.9983264705852,56.41803507603041,89.08480233172058,630.4954890628342,13.54011854559077,,175.19421939994209,True,775.9983264705852,True,0.032341147922472266,0.0,0,36,0/36,1,D0503100000034895,36,partially_connected_with_emergency_links,,151.77150797175,,28.26575235666526,28.298093504587733,0.032341147922472266,0.032341147922472266,0.11441813935954193,,,,0.024824921171092935,,,,,,0.007516226751379312,,,,,56.41803507603041
poptahofzuid_2020_hybrid_osm_c9e89cdf,poptahofzuid,2020,hybrid,osm,True,174.197419,Poptahof-Zuid,2020,hybrid,osm,2026-01-21T19:48:38.557169,5.0,4.0,0.9,50,4.19,1000,25.0,0.62,1.0,1.0,1.0,1.0,1.0,65.8,52.0,29.0,0.247,0.247,2159,2216,3,2209,387372.01268963673,6242.2681849883065,6412.679321620082,170.41113663177566,113.06300942666104,28.265752356665264,,5731.104375916138,794.6379551306081,73.19370087005099,89.08480233172058,632.3594519288365,13.86535479042959,,170.35288260004018,True,794.6379551306081,True,0.03256302945567956,0.0,0,36,0/36,0,,36,fully_connected,,170.41113663177566,,28.26575235666526,28.29831538612094,0.03256302945567956,0.03256302945567956,0.11520312300479406,,,,0.02848908090390544,,,,,,0.00407394855177412,,,,,73.19370087005099
