techs,capacity_kw
D1_to_TH2,500.0
D2_to_TH2,500.0
D3_to_TH2,500.0
SH1_to_TH1,1514.4178566202465
TH1_to_TH2,1509.0191014200245
supply_geothermal,1535.5321489494384
