name,capacity_kw,distance_m,flow_rate_m^3/s,diameter_mm,final_diameter_mm
Air-to-air heat pump,5731.104375916136,,,,
LV electricity distribution main,1158.9561137862183,4.463034214515946,,,
LV electricity distribution main,132.46620081913258,9.033688831492789,,,
LV electricity distribution main,107.68282130590585,15.823794749289323,,,
LV electricity distribution main,94.48977499578838,22.99339946949086,,,
LV electricity distribution main,94.17496314476715,2.110076018880691,,,
LV electricity distribution main,94.14609095941609,3.6229662419407402,,,
LV electricity distribution main,94.0965700235099,3.622966643911722,,,
LV electricity distribution main,94.04710113718156,3.6297504783708847,,,
LV electricity distribution main,93.99759179043228,3.853883668721221,,,
LV electricity distribution main,93.94508400644139,3.8639566749975223,,,
LV electricity distribution main,93.89249790134608,3.8538835992789697,,,
LV electricity distribution main,93.84010739978063,2.145627439037658,,,
LV electricity distribution main,93.81095740900872,4.863642521127957,,,
LV electricity distribution main,93.74497402218769,4.874639315042041,,,
LV electricity distribution main,93.67893458807588,4.864694533127078,,,
LV electricity distribution main,93.61312244879093,4.8636422974878295,,,
LV electricity distribution main,93.54741687730531,4.874639095725875,,,
LV electricity distribution main,93.48165529932238,4.863642150641727,,,
LV electricity distribution main,93.41613402057608,4.863642076676093,,,
LV electricity distribution main,93.3507044941042,4.874638873580555,,,
LV electricity distribution main,93.2852190029703,4.863641928416808,,,
LV electricity distribution main,93.21997261016965,4.8636418558657315,,,
LV electricity distribution main,93.15481739316354,4.874638652142858,,,
LV electricity distribution main,93.08960625427089,4.863641707605073,,,
LV electricity distribution main,93.02463302154682,1.702950695137826,,,
LV electricity distribution main,93.00189447843044,4.469446359864651,,,
LV electricity distribution main,92.9422929406393,4.4694463767863715,,,
LV electricity distribution main,92.88276772220445,2.5807763781405644,,,
LV electricity distribution main,92.84842170390148,2.591714694994044,,,
LV electricity distribution main,92.8139557163324,3.2247687031217143,,,
LV electricity distribution main,92.77111062700654,3.2247686652328764,,,
LV electricity distribution main,92.72830506740551,3.7054048759045033,,,
LV electricity distribution main,92.67917165516282,3.705405185392674,,,
LV electricity distribution main,92.6300902655609,4.80025525251216,,,
LV electricity distribution main,92.56659375373927,4.91517310949138,,,
LV electricity distribution main,92.50166831102764,4.923861820625236,,,
LV electricity distribution main,92.43671939981321,4.92193713615235,,,
LV electricity distribution main,92.37188691551353,4.921936327638795,,,
LV electricity distribution main,92.3071452896091,4.9170963822762905,,,
LV electricity distribution main,92.24255780576692,5.005192596082231,,,
LV electricity distribution main,92.17690670325693,4.994210596733353,,,
LV electricity distribution main,92.11149258949636,5.0051927769620015,,,
LV electricity distribution main,92.04602778389372,4.994210780501628,,,
LV electricity distribution main,91.98079916314421,5.004094946487154,,,
LV electricity distribution main,91.91553416308355,4.994210961083844,,,
LV electricity distribution main,91.85049022746804,5.005193139433326,,,
LV electricity distribution main,91.78539562492276,4.994211143080585,,,
LV electricity distribution main,80.78285139526247,4.429437211103951,,,
LV electricity distribution main,80.73827710101486,4.427605458282144,,,
LV electricity distribution main,80.69377034910553,4.43438086592273,,,
LV electricity distribution main,80.64924466807362,4.7978054235714,,,
LV electricity distribution main,80.60112730339594,4.796649948016012,,,
LV electricity distribution main,80.55307886415133,4.807619697678411,,,
LV electricity distribution main,80.50497803660596,4.79664976014674,,,
LV electricity distribution main,80.45704409691322,4.79664966672951,,,
LV electricity distribution main,80.40916718848642,4.796649572957391,,,
LV electricity distribution main,80.361347209627,4.79780484825856,,,
LV electricity distribution main,69.33906971740161,4.977890555113003,,,
LV electricity distribution main,69.30216211081357,4.974598824807768,,,
LV electricity distribution main,69.26531811707258,4.981162659503654,,,
LV electricity distribution main,69.2284647565588,4.768283235495485,,,
LV electricity distribution main,69.19322230372579,4.778022865067375,,,
LV electricity distribution main,69.15794386637631,4.768285609023508,,,
LV electricity distribution main,69.12277312381197,4.768286791381564,,,
LV electricity distribution main,69.08763811792392,4.771441568761122,,,
LV electricity distribution main,69.05251560428816,4.774878372092898,,,
LV electricity distribution main,51.43953909127076,4.427606715940768,,,
LV electricity distribution main,51.4214658971043,4.436211707500518,,,
LV electricity distribution main,51.40337032058638,4.4276079730690405,,,
LV electricity distribution main,51.38532251912142,4.427608597313743,,,
LV electricity distribution main,51.36728738166684,4.458340273372233,,,
LV electricity distribution main,51.349139893178126,4.459392971967656,,,
LV electricity distribution main,51.33100094159312,4.459393035466983,,,
LV electricity distribution main,51.31287479804062,4.458340458924633,,,
LV electricity distribution main,51.294765721601706,4.448399524031385,,,
LV electricity distribution main,51.27670974195491,4.458340582061629,,,
LV electricity distribution main,48.212994599321505,4.459393290899515,,,
LV electricity distribution main,48.19700296635662,4.458340706232938,,,
LV electricity distribution main,48.18102570618146,4.975401221249526,,,
LV electricity distribution main,48.16320865189686,3.2172828419089776,,,
LV electricity distribution main,48.15169297858567,3.217283446979962,,,
LV electricity distribution main,48.14018280786011,3.3944632950719145,,,
LV electricity distribution main,48.12804488070791,3.3834138155235283,,,
LV electricity distribution main,48.11595254307607,3.1058730239633694,,,
LV electricity distribution main,48.104857256399974,3.1126776938325103,,,
LV electricity distribution main,48.09374279870811,3.3504486461618446,,,
LV electricity distribution main,48.08178527899178,3.3504482372429014,,,
LV electricity distribution main,48.069833704499544,4.667662904331357,,,
LV electricity distribution main,48.05319494321486,4.670633223360044,,,
LV electricity distribution main,47.241106779405975,4.667660412843402,,,
LV electricity distribution main,46.43744541116958,4.664116893047258,,,
LV electricity distribution main,45.711274224956256,4.674166815889374,,,
LV electricity distribution main,44.87834703540097,4.6641144001393995,,,
LV electricity distribution main,44.86385466801698,4.6676554303972635,,,
LV electricity distribution main,44.849360667507256,4.6706257315832,,,
LV electricity distribution main,44.83486681604404,4.2321472994209985,,,
LV electricity distribution main,44.82174133601794,4.232145930823661,,,
LV electricity distribution main,44.80862354186985,4.2376304650644485,,,
LV electricity distribution main,44.795496442864106,4.232143188324627,,,
LV electricity distribution main,44.782394010184014,4.367856198962219,,,
LV electricity distribution main,44.7688795795496,4.3746945522734375,,,
LV electricity distribution main,44.75535216922501,4.380108138066163,,,
LV electricity distribution main,44.74181621047287,4.359447385868434,,,
LV electricity distribution main,44.72835220717792,4.3594472121550405,,,
LV electricity distribution main,44.714896304117126,4.3702678441033065,,,
LV electricity distribution main,44.70141513460987,4.359446859802474,,,
LV electricity distribution main,39.06818525912364,4.771443941754946,,,
LV electricity distribution main,39.05694895657014,4.768291539853079,,,
LV electricity distribution main,39.04572652959913,4.774881934330315,,,
LV electricity distribution main,39.03449505602397,4.771447495866401,,,
LV electricity distribution main,39.023278110311246,4.768295096268896,,,
LV electricity distribution main,39.01207501072268,4.7814755009288055,,,
LV electricity distribution main,39.00084740915632,4.774886681573358,,,
LV electricity distribution main,38.989641721090855,4.7846227739366025,,,
LV electricity distribution main,38.9784196471045,4.774889059335511,,,
LV electricity distribution main,38.96722683391374,4.781480254871975,,,
LV electricity distribution main,38.956025013409516,4.781481440756293,,,
LV electricity distribution main,38.061975182896475,4.981158660277743,,,
LV electricity distribution main,38.05084157611198,4.974594831755282,,,
LV electricity distribution main,38.039729133872434,4.98115598654325,,,
LV electricity distribution main,22.13719655118502,6.918626234484104,,,
LV electricity distribution main,14.429122792845604,4.721465480326882,,,
LV electricity distribution main,14.42760559466741,4.719958093976321,,,
LV electricity distribution main,14.426089199681293,4.719958681818296,,,
LV electricity distribution main,14.424573123213655,4.719959270721314,,,
LV electricity distribution main,14.423057365163814,4.721467843776831,,,
LV electricity distribution main,14.421541441364052,4.719960458047039,,,
LV electricity distribution main,11.00308404284565,5.005194592551909,,,
LV electricity distribution main,11.002148738480816,4.9942124206570435,,,
LV electricity distribution main,11.001215644610369,5.005194411314558,,,
LV electricity distribution main,11.000280657867465,4.9942122397207,,,
LV electricity distribution main,10.999347880841434,5.004096190119027,,,
LV electricity distribution main,10.998413416571694,4.9942120573670445,,,
LV electricity distribution main,7.702842131171469,3.9916623886602887,,,
LV electricity distribution main,7.702476543500369,3.9849498338318288,,,
LV electricity distribution main,7.257500918361592,3.991661097737642,,,
LV electricity distribution main,6.8936044341299425,3.987324532240744,,,
LV electricity distribution main,6.893311941842213,4.793536178192945,,,
LV electricity distribution main,6.5460109213206925,4.786775200672119,,,
LV electricity distribution main,6.148015556263929,4.795509984082555,,,
LV electricity distribution main,4.572372990421426,4.994211966002067,,,
LV electricity distribution main,4.572211815812623,5.005193958920437,,,
LV electricity distribution main,4.5720502982019875,3.4335601919978433,,,
LV electricity distribution main,4.571939502583577,4.658360135195946,,,
LV electricity distribution main,4.571789194469808,4.6671431734183715,,,
LV electricity distribution main,4.5716386128797035,4.681225231692803,,,
LV electricity distribution main,4.571487586922311,4.692200993321281,,,
