techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_to,link_from
LVEtransmission236_to_LVEtransmission884_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission884,LVEtransmission236
LVEtransmission884_to_LVEtransmission194_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission194,LVEtransmission884
LVEtransmission194_to_LVEtransmission181_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission181,LVEtransmission194
LVEtransmission181_to_LVEtransmission520_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission520,LVEtransmission181
LVEtransmission520_to_LVEtransmission687_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission687,LVEtransmission520
LVEtransmission687_to_LVEtransmission800_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission800,LVEtransmission687
LVEtransmission800_to_LVEtransmission272_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission272,LVEtransmission800
LVEtransmission185_to_LVEtransmission353_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission353,LVEtransmission185
LVEtransmission353_to_LVEtransmission936_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission936,LVEtransmission353
LVEtransmission936_to_LVEtransmission19_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission19,LVEtransmission936
LVEtransmission19_to_LVEtransmission144_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission144,LVEtransmission19
LVEtransmission144_to_LVEtransmission91_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission91,LVEtransmission144
LVEtransmission91_to_LVEtransmission53_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission53,LVEtransmission91
LVEtransmission53_to_LVEtransmission763_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission763,LVEtransmission53
LVEtransmission763_to_LVEtransmission275_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission275,LVEtransmission763
LVEtransmission275_to_LVEtransmission750_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission750,LVEtransmission275
LVEtransmission750_to_LVEtransmission420_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission420,LVEtransmission750
LVEtransmission420_to_LVEtransmission204_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission204,LVEtransmission420
LVEtransmission204_to_LVEtransmission1051_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1051,LVEtransmission204
LVEtransmission1040_to_LVEtransmission621_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission621,LVEtransmission1040
LVEtransmission621_to_LVEtransmission266_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission266,LVEtransmission621
LVEtransmission266_to_LVEtransmission372_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission372,LVEtransmission266
LVEtransmission372_to_LVEtransmission779_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission779,LVEtransmission372
LVEtransmission779_to_LVEtransmission454_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission454,LVEtransmission779
LVEtransmission454_to_LVEtransmission84_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission84,LVEtransmission454
LVEtransmission84_to_LVEtransmission768_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission768,LVEtransmission84
LVEtransmission768_to_LVEtransmission552_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission552,LVEtransmission768
LVEtransmission552_to_LVEtransmission97_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission97,LVEtransmission552
LVEtransmission97_to_LVEtransmission734_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission734,LVEtransmission97
LVEtransmission124_to_LVEtransmission773_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission773,LVEtransmission124
LVEtransmission773_to_LVEtransmission65_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission65,LVEtransmission773
LVEtransmission65_to_LVEtransmission314_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission314,LVEtransmission65
LVEtransmission314_to_LVEtransmission902_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission902,LVEtransmission314
LVEtransmission902_to_LVEtransmission495_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission495,LVEtransmission902
LVEtransmission495_to_LVEtransmission850_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission850,LVEtransmission495
LVEtransmission850_to_LVEtransmission283_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission283,LVEtransmission850
LVEtransmission283_to_LVEtransmission693_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission693,LVEtransmission283
LVEtransmission693_to_LVEtransmission13_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission13,LVEtransmission693
LVEtransmission13_to_LVEtransmission571_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission571,LVEtransmission13
LVEtransmission571_to_LVEtransmission560_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission560,LVEtransmission571
LVEtransmission560_to_LVEtransmission111_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission111,LVEtransmission560
LVEtransmission111_to_LVEtransmission107_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission107,LVEtransmission111
LVEtransmission107_to_LVEtransmission1026_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1026,LVEtransmission107
LVEtransmission1026_to_LVEtransmission668_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission668,LVEtransmission1026
LVEtransmission668_to_LVEtransmission549_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission549,LVEtransmission668
LVEtransmission549_to_LVEtransmission635_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission635,LVEtransmission549
LVEtransmission635_to_LVEtransmission949_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission949,LVEtransmission635
LVEtransmission949_to_LVEtransmission891_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission891,LVEtransmission949
LVEtransmission891_to_LVEtransmission601_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission601,LVEtransmission891
LVEtransmission601_to_LVEtransmission226_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission226,LVEtransmission601
LVEtransmission226_to_LVEtransmission947_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission947,LVEtransmission226
LVEtransmission947_to_LVEtransmission1012_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1012,LVEtransmission947
LVEtransmission1012_to_LVEtransmission163_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission163,LVEtransmission1012
LVEtransmission163_to_LVEtransmission993_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission993,LVEtransmission163
LVEtransmission993_to_LVEtransmission1077_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1077,LVEtransmission993
LVEtransmission1077_to_LVEtransmission546_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission546,LVEtransmission1077
LVEtransmission546_to_LVEtransmission963_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission963,LVEtransmission546
LVEtransmission963_to_LVEtransmission1046_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1046,LVEtransmission963
LVEtransmission1046_to_LVEtransmission669_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission669,LVEtransmission1046
LVEtransmission669_to_LVEtransmission251_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission251,LVEtransmission669
LVEtransmission251_to_LVEtransmission327_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission327,LVEtransmission251
LVEtransmission327_to_LVEtransmission1018_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1018,LVEtransmission327
LVEtransmission1018_to_LVEtransmission783_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission783,LVEtransmission1018
